	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 5000 probes.

woodworking-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
80		7			7
85		11			10.9864
90		55			55.1664
95		127			129.496
100		535			508.551
105		1554			1732.64
110		6286			6629.99
115		19208			20128.3
120		77049			103067
125		249048			269633
130		889101			1.09267e+06
135		2.78447e+06			2.59053e+06
140		1.01966e+07			1.18883e+07

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		5			5
90		12			11.9832
95		49			49.2532
100		125			123.933
105		592			628.9
110		1782			1798.5
115		7949			9215.75
120		27998			33480.3
125		129849			150823
130		504995			582366
135		2.4202e+06			4.05255e+06
140		1.04937e+07			1.23188e+07

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
90		2			2
100		4			4
105		30			30.204
110		40			40.272
115		158			159.575
120		289			291.668
125		1066			1115.19
130		2833			2796.97
135		15718			15019.8
140		56151			58486.1
145		336669			375572
150		1.47149e+06			1.86922e+06
155		8.52781e+06			8.61188e+06

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		6			5.9822
75		13			12.9984
80		73			71.919
85		280			281.296
90		1613			1614.94
95		9474			9814.69
100		60275			67141.7
105		402850			434557
110		2.78402e+06			3.24348e+06
115		1.89352e+07			1.78929e+07

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4.0088
80		32			31.956
85		94			94.2176
90		368			376.017
95		1858			1824.22
100		9069			10890.5
105		35724			40182.9
110		177975			181941
115		710027			770980
120		2.40917e+06			2.59749e+06
125		1.01918e+07			7.06094e+06
130		4.16458e+07			6.15676e+07

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		3			3
115		8			7.9752
125		61			60.575
130		91			91.4668
135		986			979.56
140		1889			1884.9
145		16166			18379.5
150		42024			45096.4
155		259467			269154
160		897928			1.10277e+06
165		3.98687e+06			4.16723e+06
170		1.63566e+07			2.24804e+07
175		6.05817e+07			8.05789e+07

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
45		1			1
60		2			2
65		3			3
70		6			6
75		21			21
80		51			51.1824
85		164			166.596
90		544			556.542
95		1840			1978.23
100		6534			7151.41
105		25210			30332.9
110		87304			100646
115		292929			330484
120		1.05684e+06			1.2059e+06
125		3.71145e+06			4.11208e+06
130		1.23204e+07			1.60025e+07
135		4.22435e+07			3.3577e+07
140		1.46621e+08			2.11001e+08

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
75		5			5.0008
80		15			15.2316
85		24			24.1872
90		69			71.1532
95		150			156.266
100		485			506.354
105		1243			1234.88
110		4666			4711.91
115		15819			17415.3
120		62603			59843.3
125		246179			248368
130		1.02661e+06			1.07606e+06
135		4.24399e+06			3.75682e+06
140		1.78134e+07			1.48981e+07
145		7.27601e+07			8.00863e+07

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4
75		5			5
80		20			19.6828
85		28			28.0944
90		93			93.6436
95		196			197.462
100		536			522.102
105		1070			1105.11
110		3042			3233.53
115		7195			7550.39
120		17621			18594.6
125		43015			42785.3
130		111708			109341
135		275275			303573
140		700770			673093
145		1.80798e+06			1.93889e+06
150		4.65243e+06			5.30174e+06
155		1.20153e+07			1.08022e+07
160		3.15372e+07			4.76896e+07
165		8.27478e+07			8.51567e+07
170		2.17045e+08			2.0148e+08

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
80		2			2
85		5			5
90		10			10.0032
95		51			51.2148
100		106			107.134
105		799			820.997
110		2140			2165.82
115		17107			17807.5
120		60635			65650.9
125		414691			458039
130		1.74888e+06			2.077e+06
135		1.03788e+07			1.36554e+07
140		4.76053e+07			6.0229e+07

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		3			3
115		11			11
125		66			66.736
130		70			71.6152
135		704			746.101
140		860			936.099
145		7468			7832.8
150		10998			12150.9
155		84121			86276.6
160		154640			173506
165		927598			861270
170		2.06641e+06			1.75351e+06
175		1.04184e+07			1.25592e+07
180		2.71615e+07			2.94479e+07
185		1.17677e+08			1.43378e+08

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
75		3			3
80		8			8
85		14			14
90		75			74.898
95		87			86.9704
100		710			700.948
105		926			897.357
110		8846			7930.45
115		12840			13784.5
120		108365			124801
125		169006			177711
130		1.30205e+06			996705
135		2.21813e+06			2.58786e+06
140		1.31859e+07			1.02495e+07
145		2.38291e+07			1.75417e+07

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		3			3
95		15			15
105		171			171.531
110		211			210.481
115		2015			2195.45
120		2983			3295.99
125		28932			32500.8
130		50464			54615.7
135		458310			708217
140		933258			1.20834e+06
145		7.37105e+06			8.61202e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		4			4
115		10			10
125		95			94.7968
