	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 5000 probes.

woodworking-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
130		122			122.366
135		1931			1933.59
140		3117			3132
145		42142			46539.1
150		93440			103055
155		937140			1.0361e+06
160		2.91348e+06			3.70584e+06

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
75		4			4
80		23			23
85		43			42.8168
90		295			294.403
95		805			826.541
100		3889			3782.1
105		13759			14005.2
110		52031			57283.7
115		190075			200672
120		650433			686903
125		2.11288e+06			2.21663e+06
130		7.1169e+06			7.40704e+06
135		2.12007e+07			2.29261e+07
140		6.56617e+07			8.5069e+07

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
50		1			1
80		16			16
85		18			18.178
90		65			65.272
95		90			90.529
100		269			272.584
105		412			418.756
110		1803			2006.39
115		3432			4060.46
120		15662			17091.3
125		38122			44879.9
130		150696			165946
135		421071			447041
140		1.51264e+06			1.70736e+06
145		4.4792e+06			4.91234e+06
150		1.52214e+07			2.15495e+07

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		2			2
115		4			4
125		34			34
130		45			44.984
135		737			735.11
140		1335			1400
145		17311			18456.9
150		45493			47393.6
155		428681			476334
160		1.57649e+06			1.85075e+06
165		1.07909e+07			1.26619e+07

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		6			6
75		15			14.92
80		59			58.9054
85		181			181.067
90		762			737.487
95		2575			2536.29
100		10238			12198.9
105		39216			41931.4
110		153304			154085
115		608349			634303
120		2.49015e+06			3.26636e+06
125		1.01467e+07			1.24821e+07

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4
75		8			8
80		50			50.0106
85		133			133.359
90		1045			1070.97
95		4734			4790.4
100		30755			31650.7
105		182245			195706
110		1.09017e+06			1.19646e+06
115		6.79585e+06			7.65504e+06

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
80		13			13.1304
90		67			67.908
95		76			75.6432
100		134			133.65
105		425			430.954
110		916			939.738
115		1085			1142.71
120		2604			2587.44
125		5886			5883.55
130		9824			9633.44
135		21254			21656
140		38992			41389.5
145		71511			67869.4
150		149981			137114
155		317716			325846
160		528952			530809
165		1.10564e+06			1.12709e+06
170		2.30967e+06			2.30496e+06
175		4.23023e+06			4.28169e+06
180		8.30342e+06			7.54134e+06
185		1.74681e+07			1.72591e+07
190		3.28075e+07			3.17216e+07
195		6.35551e+07			5.64542e+07
200		1.33861e+08			1.17656e+08
