	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 5000 probes.

transport-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
332		3460			2367.19
333		3883			6326.43
334		4403			1472.45
335		4980			3711.53
336		5716			1971.32
337		6544			2549.95
338		7661			3351.07
339		8978			9923.44
340		10916			6615.47
341		13451			7522.02
342		17622			10673
343		23943			16191.3
344		35427			30511
345		55234			42893.7
346		93354			83036.9
347		164419			146039
348		304610			335018
349		576130			840158
350		1.11663e+06			1.11531e+06
351		2.18181e+06			2.26578e+06
352		4.30881e+06			4.41453e+06
353		8.53363e+06			8.41884e+06
354		1.69787e+07			1.88722e+07
355		3.38137e+07			3.22838e+07

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
218		1			1
252		2			2
256		4			4
259		5			5
261		6			6
262		8			8
264		9			9
265		10			10
270		12			12
271		13			12.9968
273		14			13.9796
274		15			14.9302
276		16			15.8892
277		17			16.844
280		26			25.8562
283		31			30.6282
284		32			31.6944
285		33			32.6906
286		34			33.7274
287		35			34.4894
288		36			35.3018
289		39			38.6664
290		46			45.6346
292		49			48.3342
293		53			52.5366
294		55			55.1798
295		60			59.0692
296		69			68.401
297		76			75.1984
298		78			77.273
299		91			90.5802
300		98			95.6416
301		99			99.653
302		108			108.377
303		122			121.416
304		137			139.497
305		161			160.75
306		169			169.611
307		181			182.214
308		201			203.953
309		224			225.343
310		227			225.804
311		256			251.055
312		277			269.303
313		285			286.081
314		352			357.207
315		384			373.829
316		392			392.779
317		457			458.368
318		493			488.169
319		506			500.946
320		539			543.686
321		639			642.702
322		654			644.302
323		759			788.828
324		821			832.02
325		838			829.48
326		953			955.675
327		1075			1073.39
328		1137			1121.89
329		1224			1234.08
330		1343			1347.02
331		1422			1433.97
332		1539			1528.91
333		1868			1845.27
334		1956			1940.83
335		2202			2164.98
336		2418			2400.62
337		2484			2508.08
338		2826			2837.61
339		3144			3064.92
340		3348			3299.43
341		3662			3493.02
342		4102			4051.27
343		4350			4250.55
344		4563			4381.75
345		5290			5216.55
346		5607			5847.8
347		6269			6340.13
348		6943			6854.09
349		7605			7520.35
350		8590			8672.86
351		9937			10150.1
352		11426			11743.1
353		13075			13224.2
354		16271			16037.6
355		21722			21444.8
356		30516			30170.6
357		49297			50033.1
358		83496			83737.3
359		150953			150692
360		283740			285008
361		547879			547785
362		1.07448e+06			1.07547e+06
363		2.12519e+06			2.12526e+06
364		4.22536e+06			4.22477e+06
365		8.4221e+06			8.42226e+06
366		1.68137e+07			1.68118e+07

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
83		3			3
85		5			5
95		7			7
97		13			13
101		19			18.8496
103		31			31.094
104		39			38.958
105		53			53.196
106		75			73.3784
107		105			103.612
108		133			131.522
109		173			171.91
110		201			197.557
111		233			227.553
112		267			268.926
113		307			309.424
114		349			344.992
115		395			392.502
116		443			448.476
117		515			503.278
118		599			579.08
119		733			731.991
120		877			846.846
121		1135			1113.24
122		1421			1430.35
123		1925			1833.63
124		2789			2719.73
125		4485			4414.37
126		7765			8443.51
127		14611			15323
128		28741			28444.5
129		58655			58690.5
130		121673			122583
131		255111			250880
132		536767			561133
133		1.13146e+06			1.1945e+06
134		2.38404e+06			2.45177e+06
135		5.01846e+06			5.43068e+06
136		1.05475e+07			1.08905e+07
137		2.21305e+07			2.40866e+07
138		4.63498e+07			5.4126e+07

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
90		3			3
91		11			11
92		31			30.9728
93		80			79.7596
94		197			197.095
95		471			469.357
96		1103			1095.34
97		2543			2525.05
98		5791			5716.79
99		13055			13019.3
100		29183			29008.1
101		64767			63755.7
102		142848			141016
103		313351			312278
104		684071			678590
105		1.48701e+06			1.48915e+06
106		3.22005e+06			3.19042e+06
107		6.94883e+06			6.92635e+06
108		1.49488e+07			1.44438e+07
109		3.20678e+07			3.05847e+07
110		6.8615e+07			6.53664e+07

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
255		1			1
256		2			2
257		3			3
258		4			4
259		5			5
260		6			6
261		7			7
262		8			8
263		9			9
264		10			10
265		11			11
266		12			12
267		13			13
268		14			14
269		15			15
270		16			16
271		17			17
272		18			18
273		19			19
274		20			20
275		21			21
276		22			22
277		23			23
278		24			24
279		25			25
280		26			26
281		27			27
282		28			28
283		29			29
284		30			30
285		31			31
286		32			32
287		33			33
288		34			34
289		35			35
290		36			36
291		37			37
292		38			38
293		39			39
294		40			40
295		41			41
296		42			42
297		43			43
298		46			44.7736
299		50			47.0224
300		57			52.6
301		68			70.519
302		86			78.2164
303		118			83.7394
304		173			129.215
305		278			223.227
306		470			388.299
307		848			789.842
308		1569			1420.78
309		3004			2836.84
310		5806			5864.18
311		11402			11508.7
312		22461			22715
313		44570			39814.5
314		88526			81703.4
315		176430			163592
316		351722			325763
317		702300			692261
318		1.40243e+06			1.25077e+06
319		2.8027e+06			2.3778e+06
320		5.60122e+06			5.77251e+06
321		1.11983e+07			1.04163e+07
322		2.23885e+07			2.1337e+07
323		4.47692e+07			3.98297e+07
324		8.95227e+07			7.67213e+07

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
209		1			1
210		3			3
211		6			6
212		10			10
213		15			15
214		21			21
215		28			28
216		36			36
217		45			45
218		55			55
219		66			66
220		78			78
221		91			91
222		105			105
223		120			120
224		136			136
225		153			153
226		171			171
227		190			190
228		210			210
229		231			231
230		253			253
231		276			276
232		300			300
233		325			325
234		351			351
235		378			378
236		406			406
237		435			435
238		465			465
239		496			496
240		528			528
241		561			561
242		595			595
243		630			630
244		666			666
245		703			703
246		741			741
247		780			780
248		820			820
249		861			861
250		904			896.432
251		950			966.056
252		999			944.926
253		1055			1062.67
254		1118			1039.54
255		1196			1136.71
256		1289			1229.25
257		1409			1209.05
258		1556			935.168
259		1746			906.751
260		1979			1552.52
261		2275			914.14
262		2634			1128.65
263		3083			1471.79
264		3624			1873.47
265		4292			2659.05
266		5097			2461.8
267		6098			2960.84
268		7347			4025.01
269		9001			28924.1
270		11314			40580.8
271		14885			11824.2
272		20906			14880.7
273		31986			25664
274		53583			48139.9
275		97356			88880.4
276		187877			179773
277		377087			365416
278		774208			769985
279		1.60868e+06			1.72437e+06
280		3.36109e+06			3.29297e+06
281		7.0364e+06			7.23582e+06
282		1.47317e+07			1.50903e+07
283		3.08163e+07			2.98654e+07
284		6.43776e+07			6.91984e+07
285		1.3429e+08			1.35845e+08
286		2.79701e+08			2.82141e+08

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
70		2			2
71		9			9
72		33			33.0352
73		114			114.034
74		384			383.73
75		1271			1266.79
76		4151			4133.73
77		13416			13489.3
78		43014			42925.4
79		137061			137288
80		434637			436696
81		1.37301e+06			1.37045e+06
82		4.32369e+06			4.26173e+06
83		1.35798e+07			1.35391e+07
84		4.25547e+07			4.21016e+07

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
235		1			1
249		2			2
259		3			3
265		4			4
273		8			8.006
274		10			9.996
275		13			13.012
276		17			16.9936
277		23			23.0504
278		27			26.9704
279		34			33.916
280		39			38.9372
281		45			44.7488
282		52			51.9392
283		63			62.5822
284		70			70.0156
285		78			77.975
286		86			85.5418
287		95			94.6742
288		104			103.483
289		114			113.758
290		129			128.702
291		144			142.177
292		155			152.89
293		167			165.1
294		179			175.985
295		194			191.22
296		209			206.984
297		239			241.443
298		266			272.475
299		308			294.694
300		357			336.292
301		432			384.891
302		515			522.287
303		638			684.09
304		774			627.1
305		964			1473.34
306		1168			1098.99
307		1444			1626.22
308		1732			1196.16
309		2106			1461.73
310		2495			2556.01
311		2980			1701.73
312		3490			4226.85
313		4124			4331.85
314		4788			2801.06
315		5613			3768.61
316		6482			6878.73
317		7541			3073.99
318		8676			4210.26
319		10057			5526.7
320		11533			3688.98
321		13367			5165.56
322		15361			7148.5
323		17849			5630.07
324		20611			6724.15
325		24118			10563
326		28010			14166.6
327		33021			7775.48
328		38655			115115
329		45989			11251
330		54416			32749.8
331		65731			29181.8
332		79479			36106.1
333		99383			32393.4
334		127095			69515.6
335		173079			90939.2
336		250290			155591
337		397323			274498
338		680014			545089
339		1.26002e+06			1.23502e+06
340		2.44232e+06			2.31206e+06
341		4.9319e+06			5.09299e+06
342		1.00985e+07			1.03174e+07
343		2.10422e+07			2.06972e+07
344		4.38324e+07			5.12015e+07
345		9.20834e+07			1.0765e+08

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
94		1			1
109		2			2
113		6			6
121		7			7
122		10			9.9626
123		12			12.018
124		14			13.9714
125		21			21.0116
126		23			23.0022
127		25			24.959
128		27			26.97
129		29			28.9168
130		32			32.0816
131		40			39.6614
132		55			55.085
133		65			65.36
134		76			75.4588
135		88			87.4652
136		101			101.287
137		115			115.153
138		130			129.012
139		146			146.127
140		173			172.948
141		227			227.009
142		265			261.475
143		307			303.758
144		353			350.039
145		408			397.8
146		468			472.918
147		544			559.059
148		622			605.776
149		711			754.749
150		828			827.38
151		978			896.113
152		1143			1213.37
153		1338			1174.83
154		1581			3242.04
155		1879			1555.76
156		2254			1888.11
157		2744			2493.92
158		3394			3113.19
159		4352			6429.98
160		5820			6017.72
161		8217			6870.58
162		12375			14678.8
163		19982			13117.6
164		34215			27921.8
165		61618			58684.8
166		115150			136657
167		220704			173820
168		430102			520179
169		846877			727495
170		1.67801e+06			1.1961e+06
171		3.33735e+06			1.60734e+06
172		6.65279e+06			5.24423e+06
173		1.328e+07			7.5583e+06
174		2.65302e+07			1.43824e+07
175		5.30267e+07			8.58681e+07
176		1.06017e+08			1.09193e+08

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
68		2			2
69		5			5
70		9			9
71		14			14
72		20			20
73		27			27
74		35			35
75		44			44
76		54			54
77		65			65
78		77			77
79		90			90
80		104			104
81		119			119
82		138			134.859
83		159			157.894
84		188			181.168
85		221			207.37
86		271			250.793
87		331			333.947
88		422			571.182
89		538			297.356
90		718			495.417
91		986			600.244
92		1443			1064.45
93		2222			1551
94		3651			2856.71
95		6300			5400.32
96		11394			9677.43
97		21268			18428.1
98		40702			36689.1
99		79106			62996.5
100		155493			145297
101		307716			250510
102		611935			658967
103		1.22046e+06			1.09707e+06
104		2.43927e+06			1.96171e+06
105		4.8815e+06			4.47223e+06
106		9.77825e+06			7.89371e+06
107		1.95988e+07			1.52442e+07
108		3.93005e+07			3.58468e+07

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
72		1			1
73		2			2
74		3			3
75		4			4
76		5			5
77		7			7
78		10			10
79		14			14
80		19			19
81		25			25
82		32			32
83		40			40
84		50			49.7972
85		62			60.3908
86		76			75.5632
87		94			90.9384
88		114			106.202
89		141			115.517
90		175			182.271
91		222			272.364
92		282			231.484
93		361			315.92
94		461			392.168
95		589			896.756
96		751			530.506
97		956			714.177
98		1215			981.129
99		1547			1695.01
100		1974			1321.75
101		2557			1319.74
102		3384			2603.19
103		4701			3496.63
104		6994			4445.84
105		11558			9064.93
106		21599			15318.2
107		45894			41232.5
108		108573			108715
109		278302			322660
110		752787			726206
111		2.10934e+06			1.94282e+06
112		6.0464e+06			6.39177e+06
113		1.7593e+07			1.6599e+07

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
266		3			3
297		7			7
305		9			9
312		13			13
313		17			17
320		19			19
321		21			21
322		23			23
323		25			25
324		27			27
325		29			29
326		35			35
327		37			37
328		45			45.0864
329		47			46.9072
330		55			54.9296
331		61			60.9248
332		63			62.8448
333		65			64.896
334		67			66.9088
335		69			68.984
336		81			80.9488
337		83			83.0152
338		85			84.9848
339		87			87.0504
340		95			94.7616
341		105			104.915
342		107			107.01
343		113			112.997
344		133			132.955
345		143			143.191
346		149			149.601
347		159			158.396
348		161			160.598
349		163			163.442
350		165			164.673
351		177			174.963
352		181			180.622
353		185			182.886
354		189			187.685
355		193			191.272
356		197			196.252
357		209			208.562
358		223			221.199
359		269			268.683
360		297			295.69
361		331			331.232
362		359			357.184
363		379			375.064
364		411			409.528
365		447			442.578
366		475			473.294
367		521			522.025
368		561			559.852
369		605			590.91
370		667			657.178
371		745			707.252
372		813			770.082
373		881			854.05
374		991			891.785
375		1121			1270.18
376		1263			1251.49
377		1347			1336.19
378		1465			1797.81
379		1561			1475.27
380		1675			1367.36
381		1781			1400.85
382		1929			1776.45
383		2067			1577.61
384		2215			1729.46
385		2401			1993.64
386		2645			2451.95
387		2895			2077.29
388		3253			2781.2
389		3587			3800.32
390		4087			31275.9
391		4655			3920.77
392		5175			3685.35
393		5925			4313.94
394		6617			4818.95
395		7477			6020.93
396		8385			10294.3
397		9397			7786.08
398		10559			7448.44
399		11855			9307.21
400		13355			8917.72
401		15063			9407.07
402		16983			12112.7
403		19323			13365.8
404		21929			17738
405		25275			17625.5
406		28837			17284.3
407		32895			16104.5
408		37581			63749.9
409		42853			26569.7
410		49153			24984.9
411		56109			36532.1
412		64001			29818.6
413		72943			32033.8
414		83193			32739.1
415		94921			30815.2
416		108173			38540.3
417		123297			224348
418		140187			44265.1
419		159615			40799.3
420		181871			172688
421		206771			100287
422		235531			76341.7
423		267111			68911
424		303369			119520
425		344435			105091
426		390545			88877.8
427		443363			75247
428		502663			108823
429		570481			111328
430		647073			149689
431		734215			232241
432		833527			181977
433		946065			177524
434		1.07531e+06			161660
435		1.22177e+06			593024
436		1.38882e+06			338680
437		1.57977e+06			278160
438		1.79586e+06			335160
439		2.04477e+06			438453
440		2.32646e+06			385532
441		2.6479e+06			432264
442		3.01441e+06			530152
443		3.43196e+06			1.7323e+06
444		3.9103e+06			3.1514e+06
445		4.45556e+06			784619
446		5.07862e+06			1.07204e+06
447		5.7889e+06			1.21263e+06
448		6.60111e+06			1.38988e+06
449		7.53215e+06			3.20083e+06
450		8.59988e+06			3.06778e+06
451		9.83504e+06			1.14331e+06
452		1.1285e+07			1.52256e+06
453		1.30613e+07			1.79172e+06
454		1.54734e+07			4.03195e+06
455		1.93058e+07			4.15517e+06
456		2.71791e+07			1.03101e+07
457		4.6218e+07			2.56757e+07
458		1.00384e+08			6.27857e+07
459		2.56954e+08			2.015e+08

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
49		1			1
50		3			3
51		7			7
52		15			15
53		31			31
54		63			63
55		127			127
56		256			256
57		516			516
58		1041			1040.99
59		2104			2104.19
60		4265			4265.38
61		8684			8689.33
62		17798			17804.3
63		36821			36820.2
64		77188			76242.2
65		164755			161919
66		360129			354862
67		811079			784841
68		1.89256e+06			1.8112e+06
69		4.59219e+06			4.45163e+06
70		1.15975e+07			1.10281e+07
71		3.04182e+07			3.08978e+07
72		8.2475e+07			8.45843e+07

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
55		1			1
56		2			2
57		3			3
58		4			4
59		5			5
60		6			6
61		7			7
62		8			8
63		9			9
64		10			10
65		11			11
66		12			12
67		13			13
68		15			15
69		19			19
70		27			27
71		44			44
72		80			80
73		157			157
74		327			327
75		708			708
76		1593			1593
77		3727			3727
78		9089			9089.06
79		23092			23091.9
80		60939			60939
81		166155			166155
82		465159			465159
83		1.32888e+06			1.31605e+06
84		3.8535e+06			3.85456e+06
85		1.12942e+07			1.12731e+07
86		3.33501e+07			3.36697e+07

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
255		2			2
256		6			6
257		16			16
258		38			37.9772
259		88			87.8248
260		194			194.026
261		428			428.46
262		918			918.575
263		1984			1977.72
264		4202			4212.61
265		8980			8938.13
266		18878			18791.4
267		40040			39490.5
268		83730			83190.8
269		176572			173638
270		367721			360850
271		771873			757620
272		1.60205e+06			1.5224e+06
273		3.3499e+06			3.38926e+06
274		6.93332e+06			6.36074e+06
275		1.44508e+07			1.50272e+07

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
218		1			1
252		2			2
256		4			4
259		5			5
262		7			7
265		8			8
270		9			9
271		10			10.0416
274		11			11.0032
276		12			12.052
277		13			12.9848
280		22			22.0832
283		27			27.117
284		28			27.972
286		29			28.9964
287		30			30.0788
288		31			30.8128
289		33			32.8172
290		40			40.0844
292		41			41.4118
293		45			44.7052
294		47			46.8034
295		50			49.8242
296		59			58.8524
297		64			63.8348
299		72			71.9164
300		79			78.8884
301		80			80.0192
302		81			80.6638
303		95			96.0246
304		106			106.72
305		123			122.57
306		131			132.476
307		140			139.402
308		148			145.164
309		170			169.593
310		172			172.865
311		177			177.607
312		198			197.909
313		202			201.852
314		246			244.896
315		278			271.909
316		282			278.727
317		331			327.323
318		367			363.415
319		372			371.023
320		395			402.293
321		492			495.084
322		501			500.12
323		514			513.54
324		576			582.514
325		588			589.717
326		632			636.195
327		742			745.765
328		799			808.694
329		840			841.389
330		927			935.669
331		986			954.525
332		1050			1054.85
333		1328			1342.24
334		1412			1391
335		1443			1430.04
336		1589			1622.21
337		1637			1636.6
338		1855			1886.72
339		2106			2106
340		2266			2269.97
341		2502			2516.63
342		2770			2710.65
343		2939			2916.01
344		3096			3040.32
345		3627			3617.62
346		3844			3836.5
347		4054			4107.96
348		4442			4380.73
349		4864			4913.21
350		5492			5384.63
351		6422			6397.94
352		7561			7435.16
353		9076			8953.59
354		11796			11695.7
355		16682			16533.7
356		25298			25053
357		43246			43386.6
358		76839			76880.8
359		143101			142365
360		275039			274972
361		538138			538839
362		1.06397e+06			1.06381e+06
363		2.11374e+06			2.11389e+06
364		4.21203e+06			4.21242e+06
365		8.40848e+06			8.40788e+06
366		1.67987e+07			1.67979e+07
367		3.3578e+07			3.35778e+07

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
95		2			2
96		8			8
97		31			31.004
98		96			95.6816
99		304			305.098
100		854			855.314
101		2509			2521.02
102		6767			6709.36
103		19209			19117.2
104		50769			50170.7
105		141552			140690
106		370027			367990
107		1.0213e+06			1.0296e+06
108		2.65292e+06			2.67377e+06
109		7.27918e+06			7.22888e+06
110		1.88379e+07			1.883e+07
111		5.15077e+07			5.14356e+07
112		1.33002e+08			1.32463e+08
