	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 5000 probes.

blocks

probBLOCKS-15-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
bound		ida*-bfs (exp)		ss-bfs (exp)
12		1			1
13		4			4
14		15			14.9716
15		58			57.8138
16		250			249.647
17		1201			1208.86
18		6364			6515.06
19		36448			36992.8
20		220924			222702
21		1.42258e+06			1.45289e+06
22		9.33543e+06			9.66996e+06
23		6.27376e+07			6.43989e+07
24		4.44318e+08			4.59256e+08

probBLOCKS-5-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		1			1
6		4			4
7		13			12.9824
8		37			37.068
9		132			130.884
10		366			367.665
11		1393			1379.75
12		4109			4128.3

probBLOCKS-7-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
7		4			4
8		14			14.0216
9		44			44.1306
10		169			169.687
11		608			609.674
12		2294			2322.96
13		10272			10353.4
14		34488			35049.6
15		190288			189919
16		568439			568558
17		3.68159e+06			3.89132e+06
18		1.01375e+07			1.03396e+07
19		7.31583e+07			7.70514e+07
20		1.92064e+08			1.98926e+08

probBLOCKS-17-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		1			1
8		7			7
9		44			44.1698
10		303			304.068
11		1697			1730.9
12		10691			10809.6
13		68742			70741.1
14		383490			388122
15		2.92626e+06			2.97762e+06
16		1.50607e+07			1.55406e+07
17		1.30779e+08			1.38882e+08

probBLOCKS-5-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
5		5			5
6		17			17.0238
7		71			71.1782
8		214			214.411
9		820			829.603
10		2627			2647.54

probBLOCKS-11-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
10		4			4
11		15			14.9988
12		57			57.3542
13		230			228.156
14		999			1005.02
15		4803			4962.23
16		23306			23250.3
17		120723			122781
18		677713			673526
19		3.46067e+06			3.50972e+06
20		2.21792e+07			2.26964e+07
21		1.11746e+08			1.26397e+08

probBLOCKS-12-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		1			1
12		4			4
13		15			14.998
14		58			58.0288
15		250			251.73
16		1201			1205.12
17		6351			6352.14
18		35876			35758.2
19		213079			214744
20		1.34968e+06			1.39505e+06
21		8.17152e+06			8.64811e+06
22		5.65489e+07			5.84597e+07
23		3.3553e+08			3.73472e+08

probBLOCKS-15-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		1			1
15		4			4
16		15			15.0264
17		58			58.274
18		250			249.755
19		1202			1203.38
20		6407			6444.02
21		37445			37741.7
22		236922			240966
23		1.59743e+06			1.62902e+06
24		1.13222e+07			1.15077e+07
25		8.42272e+07			8.55994e+07

probBLOCKS-7-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
7		4			4
8		14			13.9896
9		44			44.0988
10		169			170.115
11		615			618.413
12		2306			2361.44
13		10556			10727.2
14		35049			35133.4
15		197881			201939
16		584403			583497
17		3.85019e+06			3.98476e+06
18		1.05023e+07			1.10139e+07
19		7.6532e+07			7.68432e+07
20		1.99474e+08			2.2254e+08
21		1.54567e+09			1.51433e+09

probBLOCKS-8-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		1			1
6		6			6
7		31			31.1648
8		157			156.908
9		750			748.911
10		3278			3290.43
11		18241			18341.9
12		67968			67421.7
13		447372			449114
14		1.45941e+06			1.48047e+06
15		1.10801e+07			1.08438e+07
16		3.27165e+07			3.25546e+07
17		2.77452e+08			2.83539e+08
18		7.63399e+08			7.61665e+08

probBLOCKS-6-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		1			1
8		3			3
9		7			7
10		19			19.03
11		56			55.7512
12		173			173.176
13		679			686.427
14		1991			2021.61
15		9614			9678.97
16		26453			26821.1
17		142971			145372
18		384894			374670
19		2.18703e+06			2.17013e+06
20		5.91226e+06			5.87904e+06

probBLOCKS-14-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		5			5
12		26			25.9402
13		129			129.129
14		653			656.38
15		3413			3427.71
16		19045			19215
17		107794			109906
18		628281			649189
19		3.9818e+06			4.0429e+06
20		2.3668e+07			2.4511e+07
21		1.61877e+08			1.7219e+08

probBLOCKS-10-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
10		4			4
11		14			13.9812
12		52			52.0848
13		212			212.649
14		942			934.381
15		4294			4289.85
16		22140			22334.8
17		103605			104421
18		561112			559148
19		2.77328e+06			2.85196e+06
20		1.43788e+07			1.45328e+07
21		7.89376e+07			8.58098e+07
22		3.70634e+08			3.93486e+08

probBLOCKS-4-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
2		1			1
4		12			12.0224
5		21			21
6		114			114.335

probBLOCKS-7-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
9		3			3
10		7			7
11		19			18.9988
12		61			60.8992
13		218			218.658
14		800			799.511
15		3599			3626.07
16		12227			12221
17		66521			69312.5
18		201967			199006
19		1.27108e+06			1.27582e+06
20		3.55652e+06			3.61413e+06

probBLOCKS-16-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
13		1			1
14		5			5
15		27			27.0374
16		139			139.223
17		775			778.757
18		4614			4646.97
19		29394			29726.1
20		198951			199539
21		1.41394e+06			1.45211e+06
22		1.04874e+07			1.07712e+07
23		8.08929e+07			8.27497e+07

probBLOCKS-10-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		4			4
12		14			14.0204
13		52			51.9468
14		213			213.17
15		977			985.088
16		4835			4945.91
17		24831			25376.5
18		140325			142578
19		724777			735277
20		4.41225e+06			4.62084e+06
21		2.29926e+07			2.35923e+07
22		1.4021e+08			1.4364e+08
23		7.74121e+08			8.05965e+08

probBLOCKS-14-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
7		6			6
8		31			30.992
9		245			247.43
10		1040			1042.49
11		8591			8550.55
12		40766			41637.5
13		300666			307409
14		1.73905e+06			1.77342e+06
15		1.09538e+07			1.10495e+07
16		7.80854e+07			8.06006e+07

probBLOCKS-6-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
3		1			1
4		4			4
5		28			28
6		94			94.3948
7		542			543.52
8		1778			1790.8
9		9824			9904.86
10		31354			31194

probBLOCKS-11-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
6		16			16.0176
7		25			25
8		262			263.242
9		550			552.842
10		5332			5373.34
11		13659			13617.4
12		127054			128044
13		390976			390182
14		3.40073e+06			3.42087e+06
15		1.26263e+07			1.28528e+07
16		9.95915e+07			9.83904e+07
17		4.45849e+08			4.42749e+08

probBLOCKS-10-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
9		4			4
10		15			14.9872
11		53			52.8738
12		202			202.224
13		861			870.375
14		3773			3850.97
15		17011			17162.8
16		90186			90546.5
17		399543			407021
18		2.42484e+06			2.449e+06
19		1.09543e+07			1.16656e+07
20		6.88073e+07			7.41241e+07
21		3.37158e+08			3.50982e+08

probBLOCKS-9-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
10		4			4
11		14			14.0112
12		52			51.9672
13		212			212.993
14		942			946.803
15		4294			4274.61
16		22140			22242
17		103605			106200
18		561140			565840
19		2.77252e+06			2.76617e+06
20		1.43805e+07			1.45513e+07
21		7.87983e+07			8.53486e+07
22		3.70514e+08			3.78454e+08

probBLOCKS-9-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		3			3
12		7			7
13		19			18.9704
14		61			60.9424
15		233			235.06
16		1005			1000.12
17		4539			4539.46
18		23152			23049
19		109478			109470
20		585296			581152
21		2.96935e+06			3.16023e+06
22		1.50414e+07			1.55615e+07
23		8.59272e+07			9.00264e+07
24		3.89455e+08			4.21226e+08
