	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 5000 probes.

visitall-opt11-strips

problem09-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
9		2			2
10		9			9
11		23			23.0416
12		93			92.918
13		270			269.021
14		1081			1082.2
15		3385			3381.48
16		13541			13540.1
17		44466			44390
18		177861			177710
19		602756			601274
20		2.41084e+06			2.40594e+06
21		8.34688e+06			8.38143e+06
22		3.33832e+07			3.3407e+07
23		1.17281e+08			1.17603e+08
24		4.69052e+08			4.67181e+08

problem05-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
6		9			9
8		93			92.8352
10		1065			1065.79
12		12645			12691.4
14		151593			151414
15		151833			151693
16		1.82529e+06			1.82924e+06
17		1.83424e+06			1.82839e+06
18		2.20412e+07			2.20294e+07
19		2.22525e+07			2.2351e+07
20		2.66717e+08			2.67677e+08
21		2.70793e+08			2.7273e+08
22		3.2326e+09			3.24714e+09

problem08-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		1			1
8		2			2
9		9			9
10		23			22.9948
11		93			92.858
12		270			270.455
13		1081			1079.64
14		3385			3379.67
15		13531			13521.2
16		44420			44559.5
17		177059			176201
18		599953			601569
19		2.3804e+06			2.37428e+06
20		8.24962e+06			8.25527e+06
21		3.25447e+07			3.25446e+07
22		1.1469e+08			1.1488e+08
23		4.49715e+08			4.47623e+08
24		1.60523e+09			1.60635e+09

problem06-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
7		3			3
8		11			11
9		35			35
10		123			123.064
11		417			417.276
12		1487			1486.58
13		5213			5208.53
14		18735			18721.4
15		66835			66847.9
16		240743			241532
17		866757			870129
18		3.12336e+06			3.12028e+06
19		1.13034e+07			1.13499e+07
20		4.07291e+07			4.07201e+07
21		1.47856e+08			1.4838e+08
22		5.32705e+08			5.34154e+08
23		1.93765e+09			1.94147e+09

problem11-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		2			2
12		11			11.0278
13		23			22.99
14		123			123.309
15		270			270.786
16		1495			1500.62
17		3385			3382.07
18		19261			19280
19		44471			44606.7
20		257915			257107
21		603373			603012
22		3.54789e+06			3.5623e+06
23		8.37817e+06			8.33875e+06
24		4.97747e+07			4.95875e+07
25		1.18356e+08			1.18464e+08
26		7.08702e+08			7.06682e+08

problem04-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
5		3			3
6		11			11
7		35			35
8		117			117
9		391			393.099
10		1269			1270.73
11		4367			4395.82

problem04-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
5		3			3
6		11			11
7		35			35
8		117			117
9		391			392.541
10		1269			1274.59
11		4319			4370.71
12		13961			13955.4
13		47873			48131.4
14		154971			157135
15		532209			536224

problem02-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
2		1			1
3		7			7

problem09-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
10		9			9
12		93			93.032
14		1081			1079.94
16		13541			13494.2
18		177861			178382
20		2.41084e+06			2.40992e+06
22		3.33832e+07			3.35283e+07
24		4.69043e+08			4.69056e+08

problem07-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
8		9			9
10		93			93.2384
12		1081			1081.61
14		13521			13526.4
16		176257			176190
18		2.34997e+06			2.3486e+06
20		3.17068e+07			3.1813e+07
21		3.17089e+07			3.18177e+07
22		4.30502e+08			4.30283e+08
23		4.30614e+08			4.30361e+08

problem10-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
11		9			9
12		13			13
13		93			93.192
14		153			152.976
15		1081			1081.31
16		1909			1909.36
17		13541			13586.4
18		24981			25013.9
19		177873			177693
20		337853			337361
21		2.41216e+06			2.41235e+06
22		4.67589e+06			4.66092e+06
23		3.34478e+07			3.34004e+07
24		6.5788e+07			6.55764e+07
25		4.71231e+08			4.69986e+08

problem08-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
9		3			3
10		11			11
11		35			35
12		123			122.976
13		417			417.053
14		1495			1495.45
15		5275			5274.31
16		19251			19258.3
17		69589			69560.4
18		256989			256674
19		942917			942334
20		3.50803e+06			3.49899e+06
21		1.29926e+07			1.29666e+07
22		4.85526e+07			4.84763e+07
23		1.80902e+08			1.80072e+08
24		6.77759e+08			6.76303e+08

problem02-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
1		2			2

problem05-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
6		11			10.9496
8		123			122.744
10		1449			1456.01
12		17385			17323.5
13		17465			17437.4
14		210173			209706
15		213023			215318
16		2.55372e+06			2.53832e+06
17		2.62001e+06			2.63199e+06
18		3.11459e+07			3.12464e+07

problem11-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
12		9			9
14		93			93.3296
16		1081			1082.45
18		13541			13603.9
20		177885			178475
22		2.41349e+06			2.3963e+06
24		3.35124e+07			3.34892e+07
26		4.73419e+08			4.70032e+08

problem03-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
2		1			1
4		9			9
5		11			11.0256
6		89			89.7872

problem10-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		3			3
12		11			11
13		35			35
14		123			122.949
15		417			416.898
16		1495			1494.62
17		5275			5265.16
18		19261			19292.1
19		69681			69799.2
20		257903			257196
21		948715			950987
22		3.54654e+06			3.54426e+06
23		1.31995e+07			1.31678e+07
24		4.97074e+07			4.97685e+07
25		1.86562e+08			1.86006e+08
26		7.06366e+08			7.03755e+08

problem07-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
8		9			9
10		93			92.8928
12		1081			1078.54
14		13521			13548.8
16		176257			175188
18		2.34997e+06			2.34231e+06
20		3.17061e+07			3.17284e+07
21		3.17089e+07			3.17126e+07
22		4.30466e+08			4.29842e+08
23		4.30608e+08			4.30475e+08

problem03-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
2		1			1
4		9			9
6		81			81
8		705			705.435

problem06-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		1			1
7		9			9
8		11			11.0168
9		93			92.9696
10		123			123.015
11		1073			1068.26
12		1487			1481.68
13		13083			13112
14		18735			18566.5
15		163925			163032
16		240743			239311
17		2.08487e+06			2.07765e+06
18		3.1242e+06			3.14222e+06
19		2.67608e+07			2.66008e+07
20		4.07743e+07			4.05259e+07
21		3.45593e+08			3.43001e+08
22		5.34146e+08			5.34456e+08
