	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 100 probes.

floortile-opt11-strips

opt-p01-001.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		6			6
29		28			28.28
30		231			239.42
31		917			864.71
32		5258			5087.85
33		20682			16804.1
34		105783			127663
35		416177			547236
36		1.96012e+06			1.61567e+06
37		7.77007e+06			7.03626e+06
38		3.61606e+07			7.01965e+07

opt-p01-002.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
24		1			1
25		31			30.16
26		118			113.55
27		591			538.2
28		2214			2621.82
29		9456			9810.56
30		37208			35499.4
31		150454			139741
32		654579			1.69382e+06
33		3.53239e+06			4.65395e+06
