	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 100 probes.

elevators-opt11-strips

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
41		4			4
42		6			6
43		18			17.88
44		28			28.42
45		35			35.11
46		65			64.17
47		94			98.88
48		193			195.94
49		268			259.26
50		588			554.44
51		1054			1069.58
52		2250			2080.84
53		3731			3395.46
54		6159			4404.42
55		13525			12157.5
56		25172			31506.8

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		4			4
36		5			5
37		7			7
39		9			8.72
40		24			24.29
41		39			35.7
42		63			60.26
43		72			66.38
44		142			138.52
45		237			227.61
46		351			398.92
47		715			721.92
48		1322			1184.92
49		2793			2384.63
50		4289			4693.92
51		7543			6331.92
52		13977			22730.9
53		40581			39682.3
54		315850			60280.2
