	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 1 probe.

elevators-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		42			42
27		149			149
28		1135			1572
29		7977			6406
31		9484			21966
32		12550			9625
33		16087			4575
34		292723			71577
35		1.08561e+06			1.07723e+07

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
31		4			4
33		13			13
35		22			22
36		61			61
37		142			94
38		315			505
39		362			357
40		572			567
41		1038			2126
42		5505			1977
43		12266			3746
44		19410			16123
45		93619			64364
46		169682			176436
47		357317			35497
48		838865			727208

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
44		6313			7083
45		19029			26189
46		32437			39244
47		396527			44845

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
38		23			38
39		53			28
40		72			87
41		299			165
42		591			1471
43		3114			3953
44		4847			6095
45		7065			2622
46		38093			7526
47		44775			4477
48		506279			25999
49		884339			1.09297e+06
50		1.27001e+06			699677

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
25		1			1
27		19			19
28		37			37
32		1162			1117
33		1389			1463
34		2988			2772
35		3897			2419
36		3987			3054
37		15009			17574
38		17934			2856
39		147530			65021
40		369561			51997
41		656115			67205

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		67			67
29		89			89
30		111			111
31		532			511
32		4224			4133
33		5660			6779
34		11170			2581
35		13632			5962
36		214714			23130
37		292809			41192
38		486590			45583
39		2.16181e+06			335239

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
33		1887			1891
34		21313			22309
35		183162			186987
36		806032			564200

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
38		8			8
40		344			311
43		2363			2466
44		2924			2038
45		7956			15785
46		12164			6919
47		30536			17283
48		73915			51665
49		144038			234988
50		412800			212765
51		635663			136411
52		1.47016e+06			797434

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
41		4			4
42		6			6
43		18			24
44		28			34
45		35			34
46		65			48
47		94			61
48		193			183
49		268			508
50		588			701
51		1054			785
52		2250			3122
53		3731			1764
54		6159			6234
55		13525			21596
56		25172			36598

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
41		43			43
44		67			64
45		80			72
46		110			104
47		238			234
48		6151			8667
49		7273			9604
50		8284			12806
51		13667			15297
52		20942			8942
53		197301			134336
54		221219			56436

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		1			1
32		4			4
33		6			6
34		9			9
35		14			14
36		23			23
37		60			111
38		147			206
39		206			222
40		351			327
41		438			744
42		583			608
43		836			518
44		2553			632
45		8870			872
46		24910			3597
47		56901			3100
48		120352			14054
49		251336			8557
50		682761			1.52449e+06
51		1.14893e+06			178993
52		6.15675e+06			28706

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		26			26
27		51			51
30		76			76
31		6679			6679
32		10617			3889
33		16735			11349
34		21101			7929
36		24724			15960
37		1.03568e+06			1.29915e+06

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
48		26			26
49		1302			1041
50		1640			1988
52		37241			90683
53		61745			101174
54		163576			326734

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
37		403			386
38		1329			1715
39		7716			11282
40		48697			38731
41		118675			317251

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		4			4
36		5			5
37		7			7
39		9			11
40		24			37
41		39			54
42		63			25
43		72			35
44		142			247
45		237			81
46		351			160
47		715			305
48		1322			343
49		2793			6684
50		4289			993
51		7543			2842
52		13977			3705
53		40581			2747
54		315850			4218

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		1			1
32		96			112
33		339			531
34		556			449
35		921			871
36		1469			1283
37		2406			2617
38		7367			5206
39		25377			10227
40		58506			15933
41		114624			22358
42		218072			28365
43		471333			212376
44		849232			179302

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
37		1844			1547
38		23005			1666
39		108796			23878
40		394827			198647
41		417408			64665
42		592208			607634

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
35		1			1
38		2			2
42		3			3
44		6			6
45		13			11
47		22			26
48		27			30
49		43			43
50		76			57
51		116			97
52		254			144
53		316			503
54		601			467
55		1259			947
56		2011			2591
57		6843			23337
58		13642			6347
59		79238			58310
60		150356			109700
61		421058			1.36833e+06
62		695139			39546
63		1.20924e+06			56521

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
33		13			13
35		38			38
36		75			75
38		339			411
39		589			305
40		5318			4627
41		14581			14278
42		83471			30490
43		98564			46123
44		223244			132674

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
32		2			2
33		15			18
34		20			15
35		44			46
36		167			149
37		416			369
38		1066			686
39		2798			1509
40		8285			3013
41		19147			7630
42		44820			11742
43		70441			272076
44		132489			177454
45		656734			46153
46		2.36721e+06			45655
47		4.35356e+06			89376
