	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 1 probe.

woodworking-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
80		7			7
85		11			7
90		55			57
95		127			265
100		535			125
105		1554			140
110		6286			1133
115		19208			734
120		77049			7057
125		249048			13236
130		889101			9761
135		2.78447e+06			51075
140		1.01966e+07			49542

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		5			5
90		12			6
95		49			19
100		125			83
105		592			284
110		1782			316
115		7949			172
120		27998			297
125		129849			899
130		504995			26828
135		2.4202e+06			14047
140		1.04937e+07			18463

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
90		2			2
100		4			4
105		30			28
110		40			52
115		158			146
120		289			188
125		1066			3206
130		2833			9650
135		15718			1503
140		56151			1936
145		336669			11183
150		1.47149e+06			48403
155		8.52781e+06			111216

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		6			5
75		13			12
80		73			39
85		280			142
90		1613			264
95		9474			384
100		60275			572
105		402850			544
110		2.78402e+06			2.00135e+07
115		1.89352e+07			34109

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			3
80		32			21
85		94			249
90		368			713
95		1858			5921
100		9069			11527
105		35724			141013
110		177975			171811
115		710027			2707
120		2.40917e+06			1.11279e+08
125		1.01918e+07			4.80973e+06
130		4.16458e+07			56803

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		3			3
115		8			9
125		61			11
130		91			25
135		986			1080
140		1889			168
145		16166			509
150		42024			634
155		259467			7754
160		897928			11583
165		3.98687e+06			6294
170		1.63566e+07			8941
175		6.05817e+07			1.15175e+06

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
45		1			1
60		2			2
65		3			3
70		6			6
75		21			21
80		51			45
85		164			89
90		544			107
95		1840			33465
100		6534			13915
105		25210			1687
110		87304			15137
115		292929			2.37562e+07
120		1.05684e+06			981
125		3.71145e+06			1.23568e+08
130		1.23204e+07			4.60107e+07
135		4.22435e+07			11093
140		1.46621e+08			10703

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
75		5			3
80		15			6
85		24			30
90		69			22
95		150			30
100		485			460
105		1243			737
110		4666			1690
115		15819			13719
120		62603			19476
125		246179			378568
130		1.02661e+06			1.00538e+06
135		4.24399e+06			3.1576e+06
140		1.78134e+07			2.80185e+06
145		7.27601e+07			6.78571e+06

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4
75		5			5
80		20			17
85		28			24
90		93			49
95		196			57
100		536			941
105		1070			1969
110		3042			5783
115		7195			18829
120		17621			20123
125		43015			46559
130		111708			233907
135		275275			594909
140		700770			638401
145		1.80798e+06			663697
150		4.65243e+06			5.89412e+06
155		1.20153e+07			6.63858e+06
160		3.15372e+07			4.89506e+06
165		8.27478e+07			4.33835e+06
170		2.17045e+08			3.28379e+07

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
80		2			2
85		5			5
90		10			8
95		51			41
100		106			159
105		799			3164
110		2140			6379
115		17107			91675
120		60635			43712
125		414691			6689
130		1.74888e+06			3424
135		1.03788e+07			148317
140		4.76053e+07			73714

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		3			3
115		11			11
125		66			222
130		70			236
135		704			600
140		860			154
145		7468			821
150		10998			495
155		84121			1672
160		154640			2708
165		927598			6176
170		2.06641e+06			16000
175		1.04184e+07			75724
180		2.71615e+07			39980
185		1.17677e+08			143695

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
75		3			3
80		8			8
85		14			14
90		75			74
95		87			89
100		710			80
105		926			4549
110		8846			2441
115		12840			1486
120		108365			3989
125		169006			6027
130		1.30205e+06			15217
135		2.21813e+06			5240
140		1.31859e+07			1.08719e+06
145		2.38291e+07			19700

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		3			3
95		15			15
105		171			209
110		211			149
115		2015			177
120		2983			229
125		28932			991
130		50464			1599
135		458310			2263
140		933258			2263
145		7.37105e+06			23055

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		4			4
115		10			10
125		95			115
130		122			106
135		1931			829
140		3117			1621
145		42142			622
150		93440			806
155		937140			4603
160		2.91348e+06			25928

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
75		4			4
80		23			23
85		43			29
90		295			567
95		805			353
100		3889			401
105		13759			120
110		52031			14786
115		190075			14574
120		650433			2516
125		2.11288e+06			7398
130		7.1169e+06			124006
135		2.12007e+07			13196
140		6.56617e+07			106378

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
50		1			1
80		16			16
85		18			16
90		65			46
95		90			76
100		269			136
105		412			151
110		1803			361
115		3432			256
120		15662			1276
125		38122			2686
130		150696			6316
135		421071			19231
140		1.51264e+06			49471
