	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 1 probe.

woodworking-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
145		4.4792e+06			102706
150		1.52214e+07			173581

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		2			2
115		4			4
125		34			34
130		45			41
135		737			468
140		1335			561
145		17311			220
150		45493			373
155		428681			1611
160		1.57649e+06			2335
165		1.07909e+07			2089

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		6			6
75		15			19
80		59			70
85		181			409
90		762			2233
95		2575			230
100		10238			151
105		39216			225
110		153304			2394
115		608349			2520
120		2.49015e+06			22949
125		1.01467e+07			65918

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4
75		8			8
80		50			52
85		133			125
90		1045			1343
95		4734			35988
100		30755			200
105		182245			384
110		1.09017e+06			18172
115		6.79585e+06			7582

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
80		13			9
90		67			111
95		76			45
100		134			35
105		425			53
110		916			203
115		1085			419
120		2604			287
125		5886			287
130		9824			1211
135		21254			3101
140		38992			3101
145		71511			28993
150		149981			82327
155		317716			302207
160		528952			302207
165		1.10564e+06			47601
170		2.30967e+06			99377
175		4.23023e+06			162747
180		8.30342e+06			425757
185		1.74681e+07			529855
190		3.28075e+07			2.13739e+06
195		6.35551e+07			2.54608e+06
200		1.33861e+08			1.43968e+07
