	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 10 probes.

elevators-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
23		1750			1278
24		3043			3553.2
25		4237			5314
26		5702			2959.4
27		13008			8681.5
28		28768			22461.4
29		77289			56653.2
30		141166			37731
31		236474			75200.4
32		369747			49448.4
33		575296			247219
34		1.45312e+06			1.20561e+06
35		3.47996e+06			441166
36		8.52502e+06			3.16381e+06
37		1.51577e+07			1.23124e+06

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		1			1
16		4			4
17		6			6
18		9			9
19		10			10
20		13			13
21		18			19
22		28			29.8
23		49			42
24		69			69.4
25		100			89.9
26		141			151
27		228			243.3
28		330			354.2
29		484			539.9
30		744			595.7
31		1110			1076.6
32		2136			1792.8
33		4053			3473
34		6438			5081.6
35		9481			4152.7
36		13601			9288
37		23120			9460.7
38		49694			47817.1
39		108910			71843.9
40		201411			183558
41		325585			111098
42		511106			50898.3
43		861425			190286
44		1.85865e+06			566674
45		4.19696e+06			1.64706e+06
46		8.38066e+06			752069
47		1.5137e+07			1.89772e+06
48		2.53289e+07			1.06539e+06

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
16		13			13
17		19			19
18		28			28
19		32			32
20		43			43
21		55			58.6
22		313			263
23		847			715.3
24		1194			1418.3
25		1594			1383
26		2337			779.4
27		6960			4521.4
28		28352			20182.2
29		66185			514724
30		129660			10328.8
31		193629			69225.7
32		307419			393372
33		756265			112376
34		3.3145e+06			117877

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		7			7
15		22			22
16		25			25
17		28			28
19		60			73
20		225			209.2
21		426			336.4
22		772			504.4
23		975			1403.7
24		1126			1561.9
25		1381			654.4
26		5916			3176.3
27		17918			23893.4
28		32290			46659.8
29		51765			15538
30		67989			22028
31		93482			78379.7
32		228760			166209
33		766891			69684.4
34		1.89276e+06			843433
35		3.59185e+06			386618
36		5.49037e+06			3.99727e+06
37		7.84087e+06			1.4364e+06
38		1.47963e+07			2.58895e+06

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
13		26			26
14		101			101
15		201			201
16		251			251
18		276			276
19		4515			2514
20		21805			13282
21		54018			28389.6
22		78557			50802
23		90754			26516.3
24		101066			160775
25		1.59868e+06			733313
26		7.61492e+06			2.16732e+06

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		1			1
16		26			26
17		101			101
18		151			151
19		201			201
20		251			251
21		326			326
22		5622			6326.5
23		20583			34250.2
24		34120			49463
25		49789			22145.8
26		66879			36880.9
27		191951			173179
28		1.88323e+06			34866.9
29		4.76616e+06			4.11794e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		1			1
13		19			19
14		91			91
15		118			118
16		145			145
19		814			959.8
20		5674			4278.7
21		15649			6120.4
22		20634			13020.2
23		25862			8297.9
24		26827			39326.5
25		63735			27712.4
26		628587			58568.4
27		2.97885e+06			206007

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
16		6			6
17		8			8
18		10			10
20		14			14
21		23			17.6
22		51			62
23		89			94.4
24		111			81.9
25		147			159.6
26		205			237.3
27		369			268.4
28		767			644.8
29		1257			668.8
30		2004			2572.5
31		2691			1408.8
32		4338			1953.1
33		7420			5061
34		14649			5606
35		28018			8729.2
36		44463			28000.7
37		71679			33701.2
38		111221			71750.2
39		202480			137566
40		391012			137794
41		750684			267703
42		1.39236e+06			126442
43		2.27927e+06			1.48235e+06
44		3.98156e+06			3.2764e+07
45		6.86727e+06			801685
46		1.32401e+07			6.97998e+06
47		2.63036e+07			1.47549e+06

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
13		8			8
14		29			29
15		71			71
16		92			92
17		106			106
19		280			202
20		1312			795.9
21		3071			3173.6
22		5800			2774.3
23		7853			10108.7
24		9507			5415.7
25		17473			12929.7
26		60393			16040.2
27		183717			252892
28		385114			370802
29		672343			606118
30		925476			190112
31		1.51268e+06			151381
32		4.62925e+06			1.92698e+06
33		1.37768e+07			1.01873e+06

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		51			51
15		88			88
16		151			151
17		188			188
18		226			226
19		2763			2958.2
20		8543			3586.1
21		21794			35367.7
22		31260			21600.8
23		40578			29502.1
24		49530			49951.3
25		443433			36626.7
26		2.35158e+06			2.18153e+07
27		5.05985e+06			1.33597e+07
28		9.1657e+06			1.21974e+06

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		2			2
15		4			4
16		8			8
18		11			11
19		12			12
20		20			18.4
21		39			32.8
22		65			71.6
23		120			101.2
24		153			147.9
25		227			199.4
26		301			335.8
27		563			482.2
28		1127			1242.7
29		2169			1083.9
30		4008			4438.1
31		5949			4073.2
32		8955			8574.2
33		13930			7762.3
34		30672			16093.6
35		70410			67217.9
36		143449			102714
37		262108			1.47311e+06
38		411404			194540
39		686153			90406.8
40		1.3697e+06			713524
41		3.31483e+06			2.07731e+06
42		7.92476e+06			1.64596e+06
43		1.55277e+07			995654

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		149			149
15		334			334
16		445			445
17		519			519
18		556			556
19		1222			826
20		38035			28268.8
21		108192			17549.5
22		188034			77669.2
23		241746			213701
24		279012			182583
25		1.32116e+06			428228

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		4			4
15		22			22
16		37			37
17		43			43
20		220			151
21		844			553.6
22		1424			1269.6
23		1843			941.4
24		2034			1562.8
25		2452			4635
26		14772			9860.2
27		50467			68829
28		92722			7903
29		122292			68918.4
30		142238			50828.4
31		224578			58951.1
32		1.30574e+06			46491.1
33		4.69119e+06			304854
34		9.21924e+06			255147
35		1.31689e+07			236454
36		1.58594e+07			2.16152e+06
