	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 10 probes.

woodworking-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
80		7			7
85		11			11.2
90		55			55.8
95		127			90.5
100		535			462
105		1554			1602.6
110		6286			5005.3
115		19208			1674.6
120		77049			5551
125		249048			338667
130		889101			79583.6
135		2.78447e+06			98069.1
140		1.01966e+07			205682

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		5			5
90		12			13.2
95		49			45.4
100		125			157
105		592			450.6
110		1782			714.9
115		7949			2546.5
120		27998			65454.5
125		129849			75450.7
130		504995			365808
135		2.4202e+06			77535
140		1.04937e+07			3.14276e+07

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
90		2			2
100		4			4
105		30			30
110		40			40
115		158			121
120		289			230.6
125		1066			497.6
130		2833			1078.2
135		15718			2631
140		56151			27020
145		336669			20736.2
150		1.47149e+06			75032.4
155		8.52781e+06			5.72599e+07

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		6			5.6
75		13			13.2
80		73			98.4
85		280			231.2
90		1613			1783.2
95		9474			6410.6
100		60275			99481.4
105		402850			2187
110		2.78402e+06			1.27035e+06
115		1.89352e+07			40142.3

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4
80		32			36.4
85		94			70.2
90		368			348
95		1858			338
100		9069			1019
105		35724			824.8
110		177975			2.88506e+06
115		710027			25222.8
120		2.40917e+06			380214
125		1.01918e+07			109508
130		4.16458e+07			9.39068e+07

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		3			3
115		8			8.1
125		61			78.5
130		91			103.3
135		986			869
140		1889			2057.6
145		16166			25547.1
150		42024			11417.2
155		259467			17234.4
160		897928			4.51513e+06
165		3.98687e+06			1.96385e+07
170		1.63566e+07			1.14133e+07
175		6.05817e+07			1.75594e+07

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
45		1			1
60		2			2
65		3			3
70		6			6
75		21			21
80		51			48.6
85		164			193.4
90		544			935.7
95		1840			159.4
100		6534			1766.4
105		25210			8206.8
110		87304			447908
115		292929			101421
120		1.05684e+06			50990.6
125		3.71145e+06			1.12787e+07
130		1.23204e+07			2.24317e+07
135		4.22435e+07			799632
140		1.46621e+08			1.44156e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
75		5			4.6
80		15			13.2
85		24			22.8
90		69			49.9
95		150			82.4
100		485			415
105		1243			939.8
110		4666			5059.1
115		15819			9634
120		62603			358840
125		246179			253779
130		1.02661e+06			732770
135		4.24399e+06			1.36371e+06
140		1.78134e+07			4.57427e+06
145		7.27601e+07			5.70467e+06

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4
75		5			5
80		20			19.2
85		28			30
90		93			75.8
95		196			194.2
100		536			237.8
105		1070			973.8
110		3042			5121
115		7195			5723
120		17621			18573.4
125		43015			8757.6
130		111708			45639
135		275275			226158
140		700770			488607
145		1.80798e+06			5.78079e+06
150		4.65243e+06			2.27707e+06
155		1.20153e+07			522731
160		3.15372e+07			576741
165		8.27478e+07			3.28527e+07
170		2.17045e+08			2.98349e+07

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
80		2			2
85		5			5
90		10			10
95		51			52.2
100		106			103.1
105		799			500.4
110		2140			1535.3
115		17107			29419.1
120		60635			11920
125		414691			12555.4
130		1.74888e+06			130540
135		1.03788e+07			2.38303e+08
140		4.76053e+07			1.24099e+07

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		3			3
115		11			11
125		66			77.4
130		70			58.8
135		704			403.5
140		860			----zero_info----
145		7468			20339.2
150		10998			4905.4
155		84121			250650
160		154640			14270
165		927598			454941
170		2.06641e+06			3.03618e+06
175		1.04184e+07			6.31443e+06
180		2.71615e+07			2.44619e+06
185		1.17677e+08			3.70649e+07

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
75		3			3
80		8			8
85		14			14
90		75			74
95		87			86.4
100		710			361
105		926			2552.6
110		8846			687.8
115		12840			7855.8
120		108365			8881.7
125		169006			1.20836e+06
130		1.30205e+06			107649
135		2.21813e+06			398870
140		1.31859e+07			97279.5
145		2.38291e+07			289637

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		3			3
95		15			15
105		171			176.6
110		211			201.8
115		2015			6303.8
120		2983			3494.2
125		28932			49121
130		50464			1672.8
135		458310			10639
140		933258			19517.6
145		7.37105e+06			281794

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		4			4
115		10			10
125		95			97.9
130		122			123.7
135		1931			2164
140		3117			2044
145		42142			35260.9
150		93440			34389.8
155		937140			24249.6
160		2.91348e+06			13435.1

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
75		4			4
80		23			23
85		43			30.8
