	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 10 probes.

woodworking-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
90		295			322.8
95		805			842.9
100		3889			3477.4
105		13759			6179.2
110		52031			36211.3
115		190075			184955
120		650433			7.31419e+06
125		2.11288e+06			333289
130		7.1169e+06			1.561e+07
135		2.12007e+07			2.95465e+07
140		6.56617e+07			2.60807e+07

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
50		1			1
80		16			16
85		18			19
90		65			76
95		90			83.5
100		269			359.5
105		412			373
110		1803			712
115		3432			1570
120		15662			1870
125		38122			53747.5
130		150696			10639
135		421071			25988.5
140		1.51264e+06			1.18243e+06
145		4.4792e+06			150444
150		1.52214e+07			1.55974e+06

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		2			2
115		4			4
125		34			34
130		45			43.4
135		737			524.4
140		1335			3705.4
145		17311			7956.6
150		45493			83479.8
155		428681			538157
160		1.57649e+06			1.51228e+06
165		1.07909e+07			3.41013e+07

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		6			6
75		15			14.2
80		59			56.8
85		181			186.7
90		762			631.4
95		2575			9530.3
100		10238			5098
105		39216			67731.3
110		153304			775277
115		608349			258312
120		2.49015e+06			219969
125		1.01467e+07			61302

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4
75		8			8
80		50			51.3
85		133			125.3
90		1045			695.4
95		4734			3291.4
100		30755			41105.6
105		182245			129539
110		1.09017e+06			1.32334e+06
115		6.79585e+06			2.92973e+06

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
80		13			12.6
90		67			72.6
95		76			66.6
100		134			97.4
105		425			250.4
110		916			838
115		1085			255.6
120		2604			3759.4
125		5886			6541.2
130		9824			9073
135		21254			45121.6
140		38992			20980
145		71511			47808
150		149981			254365
155		317716			55557.6
160		528952			285225
165		1.10564e+06			576786
170		2.30967e+06			1.78877e+06
175		4.23023e+06			4.24812e+06
180		8.30342e+06			1.01564e+06
185		1.74681e+07			1.29318e+07
190		3.28075e+07			8.76427e+06
195		6.35551e+07			1.18103e+08
200		1.33861e+08			1.51762e+08
