	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 10 probes.

tidybot-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		5			5
10		27			24
11		127			141.8
12		575			598.4
13		2236			2226.3
14		9504			11699.2
15		34210			38779.6
16		142108			106911
17		487809			541093
18		2.01548e+06			2.42135e+06

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
13		8			8
14		51			51.4
15		250			247.4
16		1585			1178.9
17		5222			7368.9
18		34248			43856
19		93422			152
20		624050			729579
21		1.5317e+06			1.77327e+06

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		4			4
10		7			7.8
11		44			46.2
12		115			116.4
13		498			463
14		1577			1446.2
15		6134			5645.8
16		20986			17829
17		78401			76604
18		276476			322203
19		1.01744e+06			924434

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
13		22			2671.5
14		288			236.2
15		1886			2169.9
16		11201			11128.7
17		66287			65241.1
18		289088			245200
19		1.67548e+06			1.213e+06

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
13		13			13
14		39			9055
15		256			266
16		976			1027.9
17		4242			4079.1
18		19144			17677.1
19		68102			78997.2
20		337874			264125
21		1.08869e+06			1.0872e+06

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		3			3
9		11			10.8
10		43			41.4
11		169			174.8
12		527			435.6
13		2256			2096.8
14		6266			3937.1
15		28808			29656.1
16		74289			83955.5
17		363909			235438
18		889119			1.32537e+06

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		2			2
8		10			10
9		48			46.8
10		227			163.1
11		963			1139.9
12		3961			3306.6
13		16426			7568.6
14		64093			45594.3
15		257457			79598.2
16		975342			519352
17		3.78642e+06			1.8122e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
16		11			11
17		78			78
18		304			281.4
19		2491			2960
20		6856			8933.7
21		56604			60452.8
22		135572			140114
23		1.08652e+06			989861
24		2.41259e+06			2.00746e+06

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
1		1			1
2		8			8
3		49			48.6
4		278			243.9

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
13		13			13
14		28			30
15		236			253.7
16		573			796.3
17		3417			3264
18		9699			10338.2
19		46775			48665.9
20		154249			122204
21		639057			471155
22		2.38703e+06			1.61521e+06

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
16		9			1.95588e+06
17		57			57
18		201			210
19		1174			1161.8
20		3304			3721
21		16719			17367
22		46440			47435.6
23		204958			178403
24		593506			441898
25		2.34015e+06			2.09448e+06
26		7.16016e+06			7.97889e+06

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
16		9			9
17		12			12
18		139			135.6
19		281			259.6
20		1891			1688.3
21		5729			4283.4
22		26605			24435.2
23		107616			112317
24		395280			425075
25		1.8902e+06			1.53953e+06
26		6.12089e+06			6.08749e+06

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		6			6
13		33			33
14		137			136.9
15		677			692.5
16		2480			2549.7
17		10810			11018.1
18		40249			38189.7
19		158401			154118
20		615895			613629
21		2.23564e+06			2.72068e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
16		9			9
17		10			10
18		125			125
19		157			165.1
20		1378			1362.9
21		2019			2095.6
22		14194			14100.6
23		24521			24244.7
24		142818			149993
25		290031			278312
26		1.44209e+06			1.41544e+06

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
7		5			5.2
8		25			34.5
9		115			86.2
10		497			442.9
11		2115			964.2
12		8801			13608.7
13		35920			17391.6
14		145400			422828
15		574649			258099
16		2.27658e+06			987906

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		6			6
12		50			50.3
13		251			249.4
14		1151			35
15		5354			4757.8
16		20161			19822.7
17		91084			67415
18		338203			666794
19		1.46782e+06			1.24786e+06

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		6			6
12		28			28
13		93			89
14		461			480.4
15		1085			1031.8
16		5371			5120
17		11216			13464.3
18		55143			62134.8
19		108888			111840
20		534574			543064
21		1.02578e+06			1.20181e+06
22		5.07366e+06			5.25235e+06

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
13		13			13
14		19			19
15		232			236.4
16		367			374.2
17		3330			3146.3
18		5855			6077.2
19		44421			45504.6
20		86361			78852.1
21		575801			612804
22		1.22509e+06			1.6165e+06

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		2			2
8		6			6
9		23			21.4
10		80			73
11		228			269
12		866			821.2
13		2122			2301.8
14		8464			9055
15		19124			17174.8
16		79258			95447.6
17		170426			199463
18		729384			461694
19		1.52366e+06			1.98066e+06

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		5			5
12		22			21
13		77			75.8
14		331			310.4
15		882			996.6
16		3464			3587
17		8716			7450.8
18		31362			35099.4
19		78201			74854
20		261164			263332
21		655382			897365
22		2.06138e+06			2.11977e+06
23		5.23236e+06			4.98751e+06
24		1.57105e+07			1.38701e+07
