	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 10 probes.

nomystery-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
5		5			5
6		19			19
7		80			81.4
8		318			317.4
9		1292			1438.2
10		5090			6069.4
11		19952			16601
12		77430			96015
13		301278			246243
14		1.1782e+06			2.60558e+06
15		4.65789e+06			1.15032e+07
16		1.8648e+07			7.9589e+06
17		7.57934e+07			4.099e+08
18		3.12838e+08			3.59751e+07

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		2			2
6		6			6
7		29			28.6
8		114			110.9
9		569			491.7
10		2681			2873.9
11		13956			11746
12		72459			56003.9
13		395141			286530
14		2.17889e+06			1.82237e+06
15		1.23268e+07			1.85397e+07

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		1			1
6		5			5
7		13			9.8
8		62			70.6
9		233			211.6
10		1116			903.2
11		5050			4504.8
12		25122			22193.6
13		124825			91503.6
14		643239			569416
15		3.33449e+06			3.69407e+06
16		1.75004e+07			6.50174e+06
17		9.22495e+07			4.65087e+07

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
5		3			3
6		15			15.2
7		54			49.2
8		229			231.6
9		954			917.4
10		4179			4068.8
11		18139			17161.4
12		80015			93085
13		358226			467145
14		1.62867e+06			2.41762e+06
15		7.5308e+06			6.9852e+06
16		3.53041e+07			6.68073e+07
17		1.67843e+08			1.75468e+08

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		3			3
5		8			8
6		33			33.6
7		110			109.2
8		344			353.3
9		1035			1147.4
10		2990			2827.8
11		8603			8258.3
12		24661			8066.7
13		71921			117836
14		215522			22591.5

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		2			2
5		9			9.6
6		37			39.4
7		135			137.2
8		475			642.9
9		1654			1524.3
10		5691			2096.9
11		19689			39026.6
12		68405			123601
13		241046			269712
14		860811			117098
15		3.13474e+06			3.39455e+07

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		2			2
6		5			5
7		24			24.8
8		106			114
9		523			599
10		2568			2297
11		13101			9538.5
12		67425			70714.7
13		355115			530182
14		1.89101e+06			1.65003e+06
15		1.02446e+07			7.78982e+06
16		5.60511e+07			6.6991e+07

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
5		3			3
6		15			14.6
7		54			58.2
8		229			233
9		954			976
10		4269			4069.4
11		19527			19303
12		92763			75582.8
13		449269			430190
14		2.21295e+06			2.92175e+06
15		1.10676e+07			7.75168e+06
16		5.60323e+07			5.79018e+07

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
3		1			1
4		4			4
5		14			13.6
6		46			44.8
7		132			130.3
8		410			424
9		1162			950.2
10		3400			2152
11		9656			4866.4

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		2			2
6		4			4
7		23			25.4
8		104			89.6
9		623			473.2
10		3565			2479.6
11		22189			19203.3
12		137422			142611
13		877421			1.16208e+06
14		5.61268e+06			5.58972e+06
15		3.64172e+07			5.01356e+07

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
5		5			5
6		19			20.6
7		80			87.4
8		329			326.2
9		1464			1390.2
10		6501			5611.4
11		29756			20708.6
12		135445			172492
13		619432			688971
14		2.81793e+06			1.01976e+06
15		1.28281e+07			9.55719e+06
16		5.83707e+07			7.89408e+06
17		2.66497e+08			1.54081e+08

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		2			2
6		7			7
7		36			37.5
8		158			171.5
9		774			855.2
10		3796			3714.1
11		19359			17491.3
12		100332			105265
13		533406			836937
14		2.88877e+06			3.21869e+06
15		1.59937e+07			1.28568e+07

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		2			2
6		5			5
