	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 10 probes.

nomystery-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		24			23.4
8		106			101.3
9		523			472.1
10		2568			2584.9
11		13081			11814
12		66890			44726.2
13		346194			317349
14		1.78478e+06			1.50083e+06
15		9.19785e+06			1.33005e+07
16		4.71007e+07			4.2865e+07

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		2			2
6		4			4
7		23			25.4
8		104			136
9		623			753.6
10		3565			3637.2
11		22167			22822.3
12		137075			180376
13		871869			206488
14		5.55093e+06			4.15131e+06
15		3.57621e+07			2.53225e+07

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		2			2
5		10			10
6		46			45
7		187			147.6
8		743			310.3
9		2858			2381.2
10		10890			10860.7
11		40967			61209.8
12		154195			155539
13		581047			289430
14		2.20799e+06			1.02327e+06
15		8.47814e+06			4.49055e+07

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		2			2
6		6			6
7		29			9.8
8		114			109.1
9		569			577.2
10		2681			3291
11		13956			15800.5
12		72459			142611
13		395349			676748
14		2.1852e+06			1.79242e+06
15		1.24405e+07			7.68369e+06

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		1			1
6		5			5
7		13			15
8		62			68.6
9		233			264.4
10		1116			1497.2
11		5050			4513.4
12		25135			29679.6
13		125222			114083
14		652745			959452
15		3.45596e+06			4.44707e+06
16		1.88042e+07			1.88823e+07

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		2			2
6		7			7
7		36			30.5
8		158			163.8
9		774			628.6
10		3796			4312.7
11		19343			23681.2
12		99922			90917
13		526894			552877
14		2.81287e+06			2.19683e+06
15		1.52284e+07			1.72105e+07
16		8.32922e+07			7.24367e+07

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
3		1			1
4		4			4
5		10			10
6		30			24.4
7		80			72.7
8		191			180.7
9		462			539.2
10		1082			964.3
11		2657			4783.6
12		6430			5481.4

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		3			3
5		8			8
6		35			35.4
7		122			121.9
8		483			520.2
9		1758			2043.5
10		6375			5247.3
11		22348			20363.6
12		77589			98330.8
13		267617			137118
14		928947			1.09031e+06
