	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 10 probes.

blocks

probBLOCKS-15-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		15			15
15		58			57.1
16		250			215
17		1201			1243.1
18		6364			6868.7
19		36448			52131.7
20		220924			274961
21		1.42258e+06			1.47132e+06
22		9.33543e+06			1.19788e+07
23		6.27376e+07			6.8593e+07
24		4.44318e+08			3.89827e+08

probBLOCKS-5-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		1			1
6		4			4
7		13			12.2
8		37			35.8
9		132			136
10		366			318.2
11		1393			1193.8
12		4109			2704.6

probBLOCKS-7-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
7		4			4
8		14			13.6
9		44			43.2
10		169			168.2
11		608			673.4
12		2294			1799.8
13		10272			9408.6
14		34488			29752.9
15		190288			78136.1
16		568439			469226
17		3.68159e+06			1.66305e+06
18		1.01375e+07			9.30852e+06
19		7.31583e+07			5.29965e+07
20		1.92064e+08			1.65741e+08

probBLOCKS-17-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		1			1
8		7			7
9		44			44.5
10		303			280.3
11		1697			1232
12		10691			10754
13		68742			72345.4
14		383490			296872
15		2.92626e+06			3.32049e+06
16		1.50607e+07			1.18383e+07
17		1.30779e+08			9.95091e+07

probBLOCKS-5-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
5		5			5
6		17			17.7
7		71			70.2
8		214			205.5
9		820			701.5
10		2627			2636.6

probBLOCKS-11-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
10		4			4
11		15			15.6
12		57			57.5
13		230			294.7
14		999			931.7
15		4803			5019.4
16		23306			29575.8
17		120723			227777
18		677713			486065
19		3.46067e+06			2.25734e+06
20		2.21792e+07			7.48256e+06
21		1.11746e+08			3.82857e+07

probBLOCKS-12-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		1			1
12		4			4
13		15			15.2
14		58			59.7
15		250			232.9
16		1201			1039.1
17		6351			5691.4
18		35876			40817.4
19		213079			372643
20		1.34968e+06			864979
21		8.17152e+06			2.67017e+06
22		5.65489e+07			9.8083e+07
23		3.3553e+08			1.70445e+08

probBLOCKS-15-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		1			1
15		4			4
16		15			15.6
17		58			60.5
18		250			252.4
19		1202			977.5
20		6407			6218.1
21		37445			31140
22		236922			193059
23		1.59743e+06			910202
24		1.13222e+07			1.04374e+07
25		8.42272e+07			8.38239e+07

probBLOCKS-7-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
7		4			4
8		14			14.8
9		44			49
10		169			198.9
11		615			658.4
12		2306			2701.5
13		10556			13174.6
14		35049			57654
15		197881			269931
16		584403			631812
17		3.85019e+06			1.6754e+06
18		1.05023e+07			2.59613e+06
19		7.6532e+07			1.01922e+08
20		1.99474e+08			2.14371e+08
21		1.54567e+09			1.83212e+09

probBLOCKS-8-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		1			1
6		6			6
7		31			32.6
8		157			153.2
9		750			781
10		3278			3488.9
11		18241			20057.6
12		67968			90561.9
13		447372			751843
14		1.45941e+06			1.5664e+06
15		1.10801e+07			1.04929e+07
16		3.27165e+07			1.7902e+07
17		2.77452e+08			2.60466e+08
18		7.63399e+08			3.97109e+08

probBLOCKS-6-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		1			1
8		3			3
9		7			7
10		19			18.8
11		56			52.6
12		173			150.2
13		679			537.2
14		1991			2266.2
15		9614			8285.4
16		26453			30518.2
17		142971			197040
18		384894			364387
19		2.18703e+06			2.8441e+06
20		5.91226e+06			3.95201e+06

probBLOCKS-14-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		5			5
12		26			25.8
13		129			118.5
14		653			657.2
15		3413			2964.1
16		19045			24952.7
17		107794			139465
18		628281			860678
19		3.9818e+06			3.83092e+06
20		2.3668e+07			1.66102e+07
21		1.61877e+08			7.16848e+07

probBLOCKS-10-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
10		4			4
11		14			13.6
12		52			45.2
13		212			185
14		942			680.8
15		4294			4099.8
16		22140			20609.8
17		103605			99848.8
18		561112			377306
19		2.77328e+06			7.57818e+06
20		1.43788e+07			1.1141e+07
21		7.89376e+07			3.4758e+07
22		3.70634e+08			1.92958e+08

probBLOCKS-4-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
2		1			1
4		12			11.4
5		21			21
6		114			106.2

probBLOCKS-7-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
9		3			3
10		7			7
11		19			18.6
12		61			58.8
13		218			223.8
14		800			728
15		3599			3549.4
16		12227			10679.6
17		66521			58202.4
18		201967			258812
19		1.27108e+06			1.06352e+06
20		3.55652e+06			3.12535e+06

probBLOCKS-16-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
13		1			1
14		5			5
15		27			28.1
16		139			132.8
17		775			673.3
18		4614			5066
19		29394			29918.7
20		198951			189508
21		1.41394e+06			1.0685e+06
22		1.04874e+07			1.15974e+07
23		8.08929e+07			4.18156e+07

probBLOCKS-10-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		4			4
12		14			13.6
13		52			49.2
14		213			246
15		977			720
16		4835			3962.4
17		24831			25204.2
18		140325			65217.8
19		724777			416675
20		4.41225e+06			7.58596e+06
21		2.29926e+07			1.61384e+07
22		1.4021e+08			1.35137e+08
23		7.74121e+08			2.14069e+08

probBLOCKS-14-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
7		6			6
8		31			30.8
9		245			262
10		1040			1119.4
11		8591			9423.8
12		40766			31768.4
13		300666			276678
14		1.73905e+06			2.28757e+06
15		1.09538e+07			1.1961e+07
16		7.80854e+07			1.06575e+08

probBLOCKS-6-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
3		1			1
4		4			4
5		28			28
6		94			87.2
7		542			589.4
8		1778			1970.2
9		9824			11510.6
10		31354			40324

probBLOCKS-11-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
6		16			16.2
7		25			25
8		262			257.4
9		550			510.2
10		5332			5321
11		13659			10726.6
12		127054			115082
13		390976			406751
14		3.40073e+06			3.56576e+06
15		1.26263e+07			9.47254e+06
16		9.95915e+07			1.73433e+08
17		4.45849e+08			5.25535e+08

probBLOCKS-10-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
9		4			4
10		15			14.6
11		53			53.6
12		202			222.2
13		861			951.6
14		3773			3045.9
15		17011			14918.4
16		90186			34054.3
17		399543			119505
18		2.42484e+06			1.04896e+06
19		1.09543e+07			5.0437e+06
20		6.88073e+07			1.30866e+08
21		3.37158e+08			5.83819e+08

probBLOCKS-9-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
10		4			4
11		14			14.8
12		52			54
13		212			224.6
14		942			1110.4
15		4294			3371.6
16		22140			15836.6
17		103605			63945
18		561140			477613
19		2.77252e+06			4.95782e+06
20		1.43805e+07			1.50208e+07
21		7.87983e+07			4.86089e+07
22		3.70514e+08			6.00801e+08

probBLOCKS-9-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		3			3
12		7			7
13		19			19
14		61			67.6
15		233			235
16		1005			850
17		4539			5151.4
18		23152			32304.6
19		109478			122129
20		585296			577049
21		2.96935e+06			1.95872e+06
22		1.50414e+07			1.74179e+07
23		8.59272e+07			1.51397e+08
24		3.89455e+08			3.12129e+08
