	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 10 probes.

blocks

probBLOCKS-15-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		1			1
8		7			7
9		62			62
10		393			395.6
11		3110			3017
12		19126			16190.5
13		144630			149632
14		929372			676486
15		6.54968e+06			6.85512e+06
16		4.65705e+07			4.95109e+07
17		2.99296e+08			3.75373e+08

probBLOCKS-16-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
15		1			1
16		4			4
17		15			14.8
18		58			53.9
19		250			223.9
20		1202			770.6
21		6408			7084.6
22		37502			46362
23		238667			212753
24		1.63543e+06			1.42809e+06
25		1.19203e+07			1.05344e+07
26		9.11146e+07			6.99239e+07

probBLOCKS-5-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
7		3			3
8		7			7
9		18			16.8
10		43			41.4
11		149			157
12		348			397
13		1482			1260.2
14		3582			4173.2
15		16187			28863.6
16		42071			52268.2

probBLOCKS-9-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
10		4			4
11		14			14.2
12		52			55
13		212			181.4
14		944			1085.2
15		4366			5247.2
16		22337			15228
17		109283			79883.6
18		570611			948555
19		3.04172e+06			7.65987e+06
20		1.47372e+07			1.56434e+07
21		8.90116e+07			6.3288e+07
22		3.82704e+08			7.27868e+08

probBLOCKS-8-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		1			1
6		7			7
7		56			54
8		282			283.4
9		2012			1845
10		7713			7924.4
11		59229			64027.5
12		189873			150655
13		1.59743e+06			1.03386e+06
14		4.5786e+06			4.68244e+06
15		4.16095e+07			3.57524e+07
16		1.11177e+08			9.79563e+07

probBLOCKS-6-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
6		7			7
7		15			16.2
8		51			48
9		178			179.8
10		507			582.6
11		2383			2591
12		6488			6376.4

probBLOCKS-4-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
3		1			1
4		4			4
5		12			12
6		50			56.4

probBLOCKS-8-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
6		17			19.4
7		47			63
8		267			297.4
9		1209			1849.8
10		4770			6304.2
11		29180			37722.6
12		94565			70943.4
13		703899			564473
14		2.0286e+06			3.14985e+06
15		1.71776e+07			7.31958e+06
16		4.60757e+07			3.40316e+07
17		4.24936e+08			1.14741e+08
18		1.09013e+09			4.46765e+08

probBLOCKS-4-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		1			1
6		3			3
7		7			7
8		17			17.2
9		41			41
10		124			120.6

probBLOCKS-13-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		5			5
12		26			26.4
13		130			124.2
14		696			769.9
15		3935			3823.4
16		22940			21907.6
17		140606			105073
18		883583			1.08376e+06
19		5.41788e+06			4.54e+06
20		3.72406e+07			3.83374e+07
21		2.17259e+08			3.0936e+08

probBLOCKS-11-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
9		5			5
10		27			27.5
11		137			134.1
12		688			657.1
13		3697			3894.6
14		20253			19267.2
15		105994			80014.7
16		658056			788590
17		3.29165e+06			3.27748e+06
18		2.25382e+07			2.86853e+07
19		1.11755e+08			1.95715e+08

probBLOCKS-12-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		5			5
12		26			25.3
13		130			125.2
14		696			689.7
15		3935			3327.1
16		22949			27327.5
17		140792			147564
18		885578			591984
19		5.45654e+06			2.70188e+06
20		3.74505e+07			6.19618e+07
21		2.21621e+08			6.04265e+08

probBLOCKS-13-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		1			1
13		4			4
