	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 10 probes.

elevators-opt08-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		1			1
31		7			7
33		67			70.2
35		79			67.8
36		118			114
37		181			227.2
38		3565			7898.3
39		3586			2848
40		397153			43271
41		397813			378865
42		412783			73054.6
43		833229			336633
44		5.7959e+06			1.46578e+07
45		2.76111e+07			3.5675e+07
46		2.81213e+07			8.90241e+06

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
44		63			63.4
46		102			99.2
48		104			101.2
49		1472			1399.9
51		11156			9727.4
53		14960			10425.4
54		34646			17851.1
55		37738			75558.9
56		998485			443078
57		1.00442e+06			503238
58		2.45762e+06			1.08509e+06
59		2.74641e+06			2.51186e+06
60		4.12841e+06			1.45528e+06
61		5.58893e+07			2.22412e+07
62		6.28887e+07			4.24873e+07

p29.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
42		112			106.6
45		148			145
47		1483			1331.7
48		10639			8293.5
49		73721			105678
50		83001			63863.8
51		116831			84193.4
52		871250			3.33483e+06
53		1.00294e+06			327118
54		1.05817e+07			4.87539e+06

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
34		10			10
35		96			84
36		123			130.6
37		200			244
38		266			188.8
39		293			184.6
40		1708			1781.6
41		23348			35522.1
42		43857			16528.1
43		86903			49465.9
44		453795			1.23004e+06
45		504536			100001
46		3.45045e+06			2.50207e+06
47		1.16266e+07			1.1017e+07

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		3			3
36		4			4
37		8			8.2
38		9			8.6
39		13			12.4
40		24			29.8
41		33			33.3
42		84			66.9
43		102			100.6
44		235			208
45		284			284.6
46		596			678.4
47		1102			815.8
48		1702			1838.9
49		5989			5953.5
50		7208			6357.1
51		23504			36056.7
52		29761			14483.1
53		57090			20312.2
54		124633			137806
55		173530			62872.3
56		1.09893e+06			653422
57		1.25826e+06			411247
58		4.80197e+06			6.90986e+06
59		6.12116e+06			3.04171e+06
60		1.12915e+07			3.31456e+07
61		9.79147e+07			5.04648e+07

p25.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		22			22
44		2286			1977.5
45		2873			2721.9
46		79936			70291.4
48		84512			78372.3
49		220113			85403.8
50		346024			509819

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		2			2
29		3			3
32		13			13
33		17			17.4
34		30			32
35		37			37.8
36		41			40.8
37		155			136.6
38		199			222.8
39		600			636.6
40		851			1166
41		1274			1475.6
42		3533			6287.4
43		5046			2453.3
44		19077			9651.5
45		27301			9621.8
46		89272			73374.2
47		183196			5.83169e+06
48		759179			52804.3
49		2.6807e+06			163882
50		3.48761e+06			61364.8
51		8.18974e+06			488440
52		1.41758e+07			4.39262e+06
53		5.78546e+07			2.39875e+06
54		2.09614e+08			2.92121e+09

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
32		1477			1475.8
37		277242			243665
38		937148			463225
39		9.40345e+06			1.29687e+07
40		9.45179e+06			6.26794e+06
41		1.0125e+07			4.19625e+06
42		2.29643e+07			1.49777e+07
43		8.69942e+07			4.9105e+07

p30.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
38		40458			40083.6

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
34		779			844.1
35		1253			1428.2
36		1297			1415.2
37		1341			1897.2
38		2345			1958
39		86861			93336.5
40		176036			97153.1
41		1.50599e+06			1.01619e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		1			1
32		38			38
33		536			539.6
34		75697			77341.1
35		75722			76992.7
37		78960			78996.1
38		220922			249438
39		4.5577e+06			3.85672e+06
40		1.89151e+07			5.29291e+06

p22.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		64			64
18		7660			2019.2
19		22734			6641
20		31579			25869.1
21		39070			34313
22		41730			18883.3
23		42374			25156.9
24		751704			1.88779e+08
25		3.94458e+06			3.04066e+06
26		9.27924e+06			5.57241e+06
27		1.47034e+07			2.44634e+06
28		1.80949e+07			1.95966e+06
29		2.0518e+07			3.36014e+06
30		9.21097e+07			7.42221e+06

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		11			11
36		56			56
37		600			654.6
38		5037			4275.2
39		5057			6922.6
40		5086			5687.8
41		6963			11981.6
42		33975			31381.9

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		53			53

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
21		1626			1626
26		716259			629236
28		3.78832e+06			699638
30		4.92764e+06			1.17736e+06

p26.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		49			49
32		1.77144e+06			1.3928e+06
34		9.63724e+06			9.21149e+06
35		9.76636e+06			1.08941e+07

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
25		1			1
30		10			10
31		424			404.8
32		478			678.8
34		56515			59367
36		136147			121868
37		1.93261e+07			1.48476e+07
38		3.77785e+07			1.29021e+08

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
35		1			1
40		305			329
41		343			477.4
43		802			754
45		10722			9980.5
46		90040			95009
47		170559			65143.8
48		260880			243011
49		370866			207914
50		1.64444e+06			495191

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
25		1			1
30		4			4
32		38			41.2
33		59			67.3
34		78			85.2
35		84			93.6
36		127			110.2
37		2076			1761.5
38		2640			3664.3
39		132187			105401
40		229919			12037.6
41		375778			184411
42		505467			2.12108e+06
43		876470			197854
44		6.73479e+06			3.61882e+06
45		1.40267e+07			6.80475e+06

p28.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
22		1			1
27		508			512.8
28		1775			1623.2
29		6246			5118
30		17581			21132.2
31		18494			13210.4
32		40099			55665
33		4.55823e+06			4.1312e+06
34		9.46695e+06			3.35259e+06
35		2.0016e+07			1.78491e+06

p23.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
43		4			4
47		32			32
48		1042			954.8
50		46995			67381.9
51		49025			39426.7
52		1.35551e+06			1.91315e+06
53		3.69454e+07			2.88738e+07
54		3.69487e+07			7.07983e+07
55		3.94449e+07			2.43142e+07
56		3.97297e+07			3.8415e+07

p21.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		247			241.2
32		22576			22943.4
36		32063			57455.8
37		708724			302533
38		4.04953e+06			6.06052e+06
39		1.71392e+08			1.2494e+08
40		1.73363e+08			4.77252e+08

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
31		5			5
34		27			27
35		53			53
36		84			84.8
37		168			151.3
38		259			283.6
39		304			311.2
40		645			509.8
41		1971			1430.8
42		6578			4076.7
43		10472			9946.3
44		17881			18255.2
45		33504			26344
46		59676			38459.7
47		195526			97857.4
48		330334			119492
49		1.03647e+06			363347
50		8.25941e+06			3.03315e+06
51		9.45861e+06			9.45011e+06
52		3.85191e+07			3.50671e+06
53		9.60582e+07			5.8048e+06
54		1.44418e+08			2.12777e+08

p24.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
19		298			298
24		3124			3080.8
25		76375			53285.6
26		411712			99682.8
27		488995			172597
28		767984			163086
29		790448			422097
30		1.53967e+06			672149
31		4.24962e+07			3.03223e+07

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		1			1
33		10			10
35		38			37.2
37		134			140.8
38		170			160.1
39		173			163.1
40		2116			2145.6
41		2497			3459.7
42		12143			6536.4
43		21661			17038.7
44		59473			34181.9
45		153912			83116.6
46		209768			344936
47		3.50073e+06			703354
48		6.03508e+06			985355
49		2.17797e+07			3.53234e+07
50		3.65862e+07			5.49692e+06

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
12		35			35
13		257			257
17		3426			3454.8
18		6357			6472.6
19		17367			11769.8
20		80185			44690
21		80811			41578.4
22		1.82683e+06			1.8606e+06
23		2.71953e+06			4.43034e+06
24		7.61989e+06			2.20834e+06
25		1.24578e+07			2.09138e+07
26		2.08719e+07			2.97178e+07

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		1			1
33		10			10
34		13			13
35		31			31.8
36		36			37.2
37		57			67
38		96			104.4
39		150			167.8
40		526			424.5
41		979			705.1
42		3450			3169.9
43		4864			7848.6
44		7726			16562.1
45		16544			12620.9
46		26399			4924.8
47		272892			25349.1
48		449988			524150
49		1.27532e+06			916828
50		1.79305e+06			290345
51		2.69853e+06			985126
52		1.25219e+07			3.48888e+06
53		2.28071e+07			775121

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
41		3			3
44		659			651.8
45		660			569
46		671			745
47		691			630.6
48		697			750.2
49		39305			42873.1
50		53547			44383.5
51		89556			98658
52		105799			162070
53		147355			133164
54		1.16584e+06			1.96045e+07
55		2.20403e+06			5.29995e+06
56		7.35599e+06			2.27293e+06

p27.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
41		1			1
43		2			2
45		3			3
46		7			7
47		8			7.9
48		61			40.6
49		62			57.4
50		125			173.9
51		137			83.4
52		311			327
53		4632			2891.8
54		8340			3281.4
55		26117			23980.6
56		26462			29750.9
57		118919			56366.1
58		136070			42560.7
59		1.76706e+06			566038
60		2.37699e+07			4.00001e+06
61		2.47144e+07			1.90442e+07

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		13			13
12		522			404
13		2948			2368.8
14		3313			3944.2
15		4207			3251
18		41998			43032.9
19		161204			166120
