	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 10 probes.

blocks

probBLOCKS-15-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		4.40907e+06			3.59016e+06
28		1.72089e+08			8.58875e+07
29		2.15908e+08			4.87267e+07
30		8.24758e+09			3.83929e+08

probBLOCKS-12-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
32		6			2.15713e+07
34		378			2.50054e+10
35		383			3.38424e+08
36		23938			4.53334e+09
37		24643			3.58702e+11
38		1.47186e+06			6.97717e+13
39		1.54168e+06			7.57485e+13
40		9.86696e+07			5.67904e+11
41		1.04724e+08			1.39345e+12
42		8.44534e+09			1.90705e+16

probBLOCKS-13-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
24		2			2
25		3			3
26		18			18.6
27		23			22.2
28		146			133.8
29		179			145.8
30		1400			1357.8
31		1675			847.8
32		18011			17199.6
33		21211			12428.4
34		330699			50755.2
35		389140			62599.2
36		8.21884e+06			474611
37		9.74226e+06			1.59283e+06
38		2.6014e+08			8.16321e+07
39		3.08652e+08			1.91427e+07
40		1.0654e+10			7.90343e+08

probBLOCKS-5-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		3			3
7		4			4
8		16			16.4
9		20			20.4
10		79			74.6
11		98			97
12		464			484

probBLOCKS-7-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		3			3
12		29			30.6
14		256			169.8
16		2260			1957.2
17		2269			802.2
18		20469			18369
19		20730			15640.8
20		201387			222969

probBLOCKS-17-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
32		6			6
34		378			246
35		383			252
36		23938			5097.5
37		24643			13792.5
38		1.47186e+06			184960
39		1.54168e+06			478960
40		9.86696e+07			2.10304e+07
41		1.04724e+08			3.16489e+07
42		8.44534e+09			1.15999e+09

probBLOCKS-5-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		3			3
7		5			5
8		25			24.2
9		37			36
10		199			165.7

probBLOCKS-11-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
16		2			2
18		13			12.6
20		96			79
22		808			1109.8
23		816			583.2
24		7581			11510.2
25		7743			5624
26		79821			127847
27		82829			43267.6
28		989930			1.69075e+06
29		1.0491e+06			839174
30		1.54211e+07			1.00578e+07
31		1.66549e+07			1.1041e+07
32		3.08102e+08			1.91665e+08
33		3.35076e+08			2.00958e+08
34		7.54899e+09			9.13472e+08

probBLOCKS-12-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
22		3			3
24		21			21.6
25		23			23.4
26		165			159
27		186			181.2
28		1621			1861.8
29		1855			2569.8
30		20625			13208.4
31		23635			14029.2
32		389465			375679
33		434440			143996
34		1.41259e+07			1.75097e+07

probBLOCKS-15-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		3			3
28		23			22.8
30		187			213.6
32		1808			2892
34		20530			12731.4
36		262065			110263
38		3.63558e+06			511261
39		3.63713e+06			1.02692e+06
40		5.43013e+07			4.35954e+07
41		5.44712e+07			1.87018e+07
42		8.93324e+08			4.3062e+08
43		9.04538e+08			4.3062e+08

probBLOCKS-7-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		2			2
12		15			17
14		97			80
15		99			81.2
16		644			857.2
17		668			875.6
18		5015			4865.6
19		5324			6673.4
20		57370			33246
21		62437			75380.8
22		1.05948e+06			693480

probBLOCKS-8-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		5			5
11		7			7
12		94			83
13		127			109.6
14		1498			1727
15		2001			2458
16		23355			30191
17		30577			35289.6
18		380001			353506
19		482629			623768
20		6.71614e+06			7.9593e+06

probBLOCKS-6-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		2			2
12		6			6
13		7			7.4
14		23			22
15		29			27.2
16		154			105.4
17		198			162
18		1948			796.2
19		2448			1593.4
20		32649			6073

probBLOCKS-14-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
22		3			3
24		29			25.4
26		295			317.5
27		305			344.5
28		3807			5483.7
29		4067			3173.3
30		72380			49174.3
31		79198			450449
32		2.18189e+06			2.16257e+06
33		2.41801e+06			704617
34		8.90774e+07			2.32381e+07
35		9.94127e+07			3.08343e+07
36		4.09385e+09			1.9238e+08
37		4.59419e+09			1.03266e+09

probBLOCKS-10-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
18		5			5.4
20		38			21.8
22		327			375.4
24		3502			3031.6
25		3505			3729.8
26		46122			129701
27		46493			38540.2
28		770552			273765
29		796776			1.42922e+06
30		1.70839e+07			2.21459e+06
31		1.8525e+07			2.21459e+06
32		4.87578e+08			2.52781e+09
33		5.56401e+08			3.89736e+08
34		1.62797e+10			2.19844e+08

probBLOCKS-4-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		7			7

probBLOCKS-7-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		1			1
13		2			2
14		5			4.8
15		7			6.4
16		21			28
17		27			34.2
18		133			123
19		160			262.2
20		1753			1004

probBLOCKS-16-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		3			3
31		4			4
32		50			47.2
33		62			61.6
34		801			973.6
35		971			649.6
36		14231			15065.2
37		16983			14707.6
38		315635			523769
39		371353			427534
40		1.11229e+07			1.56775e+07
41		1.28852e+07			3.04486e+06
42		6.78888e+08			8.1679e+07
43		7.71909e+08			8.42008e+07

probBLOCKS-10-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
18		3			3
20		18			17
22		119			102.8
23		120			102.8
24		1149			9723.2
25		1212			2061
26		16896			22657.8
27		19211			25422.6
28		362011			28566
29		437903			333026
30		1.04763e+07			881282
31		1.30125e+07			881282
32		3.64288e+08			2.7574e+06
33		4.52207e+08			1.31361e+06
34		1.37079e+10			1.50621e+08

probBLOCKS-14-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		9			9.8
27		10			10.8
28		460			459.8
29		498			420.2
30		27864			12211
31		29972			33564
32		2.21613e+06			1.09696e+06
33		2.38745e+06			991944
34		2.16682e+08			1.12074e+08
35		2.34922e+08			1.07016e+08

probBLOCKS-6-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		65			43.4

probBLOCKS-11-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		23			38.6
21		28			19.4
22		1315			824.6
23		1618			557
24		69606			28898.2
25		86557			47174.6
26		3.51914e+06			6.34643e+06
27		4.40907e+06			1.52814e+07
28		1.72089e+08			5.32269e+07
29		2.15908e+08			2.93125e+07
30		8.24758e+09			5.04167e+08

probBLOCKS-10-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
18		3			3
20		28			25.2
22		281			291.6
24		3574			1338.6
26		59308			106045
27		59573			42730.2
28		1.24711e+06			147581
29		1.27009e+06			244932
30		3.26303e+07			6.69375e+07
31		3.40564e+07			8.18976e+06
32		1.06758e+09			3.27974e+09

probBLOCKS-9-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		3			3
16		18			17.4
18		118			133.4
20		989			1644.8
22		10038			21685
24		115684			114410
26		1.4694e+06			7.4683e+06
27		1.47066e+06			7.4683e+06
28		2.07445e+07			1.23586e+07
29		2.08679e+07			1.23586e+07
30		3.40274e+08			3.61484e+07

probBLOCKS-9-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		1			1
16		3			3
18		9			9.7
20		34			34.6
22		183			290.5
24		1352			3054.1
25		1377			741.1
26		13278			3178.6
27		14012			3373
28		179863			38412.4
