	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 10 probes.

floortile-opt11-strips

opt-p02-003.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		1			1
21		2			2
22		4			4
23		9			9.7
24		24			27.1
25		58			58.1
26		172			76.1
27		481			568.5
28		1719			922.8
29		5152			1735.8
30		20038			10617.7
31		61347			8803.6
32		248979			2705.9
33		769300			164204
34		3.20198e+06			993009
35		9.94192e+06			103962
36		4.21998e+07			2.51155e+08
37		1.31426e+08			1.71423e+07
38		5.67065e+08			3.23768e+07
39		1.7693e+09			6.27967e+08
40		7.74178e+09			2.71596e+09

opt-p01-001.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		32			33.1
21		256			240.1
22		2128			1619.9
23		9012			9732.2
24		59582			45798.6
25		202745			145806
26		1.20934e+06			1.06664e+06
27		3.72027e+06			4.02268e+06
28		2.10944e+07			8.91819e+07
29		6.15286e+07			2.93445e+07
30		3.38538e+08			4.56616e+08
31		9.57198e+08			5.69603e+08
32		5.16522e+09			1.89627e+08
33		1.43314e+10			1.40849e+09

opt-p01-002.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
23		1003			723.6
24		15513			14141.4
25		181935			179310
26		823372			752024
27		8.5931e+06			4.73557e+06
28		2.97322e+07			1.95049e+07
29		2.65183e+08			1.5273e+08
30		8.16401e+08			5.87436e+08
31		6.48904e+09			8.94795e+08
32		1.88254e+10			2.17751e+09

opt-p02-004.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
23		42			42.5
24		352			508.5
25		4067			2426.1
26		19602			14238.2
27		188187			193916
28		700154			657133
29		5.89709e+06			4.84807e+06
30		1.92516e+07			3.33566e+07
31		1.47404e+08			4.04982e+08
32		4.48767e+08			1.15236e+09
33		3.19207e+09			3.44252e+08
34		9.36604e+09			3.2877e+08

opt-p03-005.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
31		2007			1477
32		29205			35142
33		469701			458424
34		2.52687e+06			1.28253e+06
35		3.71615e+07			4.04823e+07
36		1.69714e+08			3.22251e+08
37		2.03137e+09			3.0187e+09
38		9.33236e+09			1.04377e+09
