	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 5000 probes.

elevators-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
12		35			35
13		257			257
17		3426			3420.76
18		6357			6285.45
19		17367			15896.1
20		80185			60385
21		80811			65806.2
22		1.82683e+06			1.5907e+06
23		2.71953e+06			2.00783e+06
24		7.61989e+06			3.67799e+06
25		1.24578e+07			6.23534e+06
26		2.08719e+07			9.04638e+06

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
43		4			4
47		32			32
48		1042			1025.88
50		46995			47252.6
51		49025			49878.3
52		1.35551e+06			1.35906e+06
53		3.69454e+07			3.55585e+07
54		3.69487e+07			3.44748e+07
55		3.94449e+07			3.85521e+07
56		3.97297e+07			3.81122e+07

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
34		10			10
35		96			94.8864
36		123			124.828
37		200			200.138
38		266			267.738
39		293			298.852
40		1708			1685.45
41		23348			22624.8
42		43857			44982.7
43		86903			84592.4
44		453795			430253
45		504536			443219
46		3.45045e+06			3.01195e+06
47		1.16266e+07			1.37562e+07

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		1			1
33		10			10
35		38			37.9066
37		134			133.289
38		170			169.512
39		173			172.357
40		2116			2141.86
41		2497			2551.87
42		12143			12442.5
43		21661			21772.2
44		59473			54450.9
45		153912			144018
46		209768			193258
47		3.50073e+06			4.17343e+06
48		6.03508e+06			4.85566e+06
49		2.17797e+07			1.96408e+07
50		3.65862e+07			2.76816e+07

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
25		1			1
30		10			10
31		424			424.792
32		478			487.242
34		56515			56448.3
36		136147			135942
37		1.93261e+07			1.92856e+07
38		3.77785e+07			5.49812e+07

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
34		779			782.99
35		1253			1268.01
36		1297			1306.11
37		1341			1368.35
38		2345			2387.47
39		86861			85520.5
40		176036			167558
41		1.50599e+06			1.28802e+06

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		49			49
32		1.77144e+06			1.62453e+06
34		9.63724e+06			9.04666e+06
35		9.76636e+06			9.1047e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
32		1477			1476.8
37		277242			248807
38		937148			864476
39		9.40345e+06			7.65659e+06
40		9.45179e+06			7.83282e+06
41		1.0125e+07			8.21697e+06
42		2.29643e+07			1.96143e+07
43		8.69942e+07			9.03472e+07

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
41		3			3
44		659			663.508
45		660			659.04
46		671			671.968
47		691			690.854
48		697			700.784
49		39305			38516
50		53547			50717.3
51		89556			82347.6
52		105799			95323.8
53		147355			128104
54		1.16584e+06			1.16109e+06
55		2.20403e+06			1.74131e+06
56		7.35599e+06			5.38068e+06

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		1			1
31		7			7
33		67			66.9456
35		79			78.7664
36		118			119.678
37		181			179.006
38		3565			3850.95
39		3586			3845.82
40		397153			384092
41		397813			376449
42		412783			370375
43		833229			809923
44		5.7959e+06			4.77206e+06
45		2.76111e+07			2.11746e+07
46		2.81213e+07			1.86624e+07

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
31		5			5
34		27			27
35		53			53
36		84			84.0544
37		168			166.978
38		259			254.349
39		304			299.282
40		645			645.604
41		1971			1947.75
42		6578			6335.65
43		10472			10069.8
44		17881			16281.4
45		33504			30949
46		59676			51098.5
47		195526			173003
48		330334			278577
49		1.03647e+06			851770
50		8.25941e+06			6.49913e+06
51		9.45861e+06			9.60277e+06
52		3.85191e+07			2.02061e+07
53		9.60582e+07			5.53939e+07
54		1.44418e+08			1.44243e+08

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
21		1626			1626
26		716259			628720
28		3.78832e+06			2.2303e+06
30		4.92764e+06			2.48214e+06

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
35		1			1
40		305			311.029
41		343			347.954
43		802			809.987
45		10722			10797.6
46		90040			90969.6
47		170559			167584
48		260880			249694
49		370866			345778
50		1.64444e+06			1.52481e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
19		298			298
24		3124			3122.56
25		76375			67904.2
26		411712			234907
27		488995			310873
28		767984			388701
29		790448			386689
30		1.53967e+06			1.19196e+06
31		4.24962e+07			1.6209e+07

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		2			2
29		3			3
32		13			13
33		17			17.0128
34		30			29.998
35		37			37.0224
36		41			41.0792
37		155			155.592
38		199			201.345
39		600			593.819
40		851			843.489
41		1274			1287.43
42		3533			3683.79
43		5046			5133.16
44		19077			19465.3
45		27301			27507.8
46		89272			74888.8
47		183196			207455
48		759179			734944
49		2.6807e+06			3.73729e+06
50		3.48761e+06			4.14499e+06
51		8.18974e+06			9.30223e+06
52		1.41758e+07			8.79063e+06
53		5.78546e+07			2.95807e+07
54		2.09614e+08			4.49864e+08

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		64			64
18		7660			7372.95
19		22734			20320.9
20		31579			24743.7
21		39070			36622.4
22		41730			36420
23		42374			33395.4
24		751704			561692
25		3.94458e+06			3.10777e+06
26		9.27924e+06			5.02174e+06
27		1.47034e+07			9.37179e+06
28		1.80949e+07			1.40482e+07
29		2.0518e+07			1.12518e+07
30		9.21097e+07			3.55381e+07

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		1			1
32		38			38
33		536			535.532
34		75697			75680.6
35		75722			75687.5
37		78960			79070.1
38		220922			206644
39		4.5577e+06			5.0385e+06
40		1.89151e+07			1.27912e+07

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		3			3
36		4			4
37		8			8.0128
38		9			9.029
39		13			13.012
40		24			24.2928
41		33			33.1946
42		84			82.8416
43		102			102.323
44		235			232.888
45		284			281.79
46		596			594.529
47		1102			1089.13
48		1702			1701.87
49		5989			5801.78
50		7208			6973.24
51		23504			23551.6
52		29761			27810.4
53		57090			50973.2
54		124633			112404
55		173530			163217
56		1.09893e+06			938909
57		1.25826e+06			1.06902e+06
58		4.80197e+06			4.46502e+06
59		6.12116e+06			5.30335e+06
60		1.12915e+07			1.0048e+07
61		9.79147e+07			4.25606e+07

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
22		1			1
27		508			509.546
28		1775			1796.34
29		6246			6232.12
30		17581			17055.8
31		18494			17635.4
32		40099			39839.8
33		4.55823e+06			4.47765e+06
34		9.46695e+06			9.85842e+06
35		2.0016e+07			2.03174e+07

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		247			245.091
32		22576			22449.5
36		32063			31577.3
37		708724			875919
38		4.04953e+06			3.37935e+06
39		1.71392e+08			1.53846e+08
40		1.73363e+08			1.65363e+08
