	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 5000 probes.

blocks

probBLOCKS-15-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
bound		ida*-bfs (exp)		ss-bfs (exp)
6		3			3
7		4			4
8		16			15.9696
9		20			19.9696
10		79			79.0188
11		98			98.3612
12		464			461.455

probBLOCKS-7-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		3			3
12		29			29.142
14		256			256.267
16		2260			2302.71
17		2269			2310.24
18		20469			20800.2
19		20730			21012.1
20		201387			201036

probBLOCKS-17-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
32		6			6
34		378			361.752
35		383			381.905
36		23938			24761.1
37		24643			25448.1
38		1.47186e+06			1.59752e+06
39		1.54168e+06			1.65025e+06
40		9.86696e+07			8.57676e+07
41		1.04724e+08			9.11977e+07
42		8.44534e+09			8.51122e+09

probBLOCKS-5-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		3			3
7		5			5
8		25			25.08
9		37			37.1672
10		199			198.144

probBLOCKS-11-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
16		2			2
18		13			13.06
20		96			97.1516
22		808			827.131
23		816			812.025
24		7581			7661.98
25		7743			7817.49
26		79821			78405.3
27		82829			87414.5
28		989930			964375
29		1.0491e+06			1.05663e+06
30		1.54211e+07			1.63931e+07
31		1.66549e+07			1.62676e+07
32		3.08102e+08			3.5075e+08
33		3.35076e+08			3.58554e+08
34		7.54899e+09			1.3667e+10

probBLOCKS-12-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
22		3			3
24		21			21.0312
25		23			23.0448
26		165			166.031
27		186			188.214
28		1621			1623.33
29		1855			1902.43
30		20625			22994.9
31		23635			23669.4
32		389465			410203
33		434440			334956
34		1.41259e+07			1.69541e+07

probBLOCKS-15-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		3			3
28		23			23.0412
30		187			186.03
32		1808			1843.89
34		20530			21038.7
36		262065			266567
38		3.63558e+06			3.68815e+06
39		3.63713e+06			3.69551e+06
40		5.43013e+07			5.90042e+07
41		5.44712e+07			5.90999e+07
42		8.93324e+08			1.49396e+09
43		9.04538e+08			8.35286e+08

probBLOCKS-7-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		2			2
12		15			14.92
14		97			97.3904
15		99			99.3904
16		644			653.243
17		668			674.947
18		5015			5119.07
19		5324			5446.52
20		57370			58274.9
21		62437			69140
22		1.05948e+06			999560

probBLOCKS-8-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		5			4.9744
11		7			6.9616
12		94			94.5716
13		127			127.285
14		1498			1551.61
15		2001			2054.58
16		23355			24544.7
17		30577			31426.6
18		380001			397882
19		482629			507006
20		6.71614e+06			7.07293e+06

probBLOCKS-6-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		2			2
12		6			6
13		7			6.9864
14		23			23.152
15		29			29.3328
16		154			168.003
17		198			204.969
18		1948			2239.54
19		2448			2817.34
20		32649			37513.2

probBLOCKS-14-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
22		3			3
24		29			29.0986
26		295			294.854
27		305			308.146
28		3807			3901.42
29		4067			4354.91
30		72380			65812.6
31		79198			72169.6
32		2.18189e+06			1.69408e+06
33		2.41801e+06			3.06866e+06
34		8.90774e+07			7.78387e+07
35		9.94127e+07			8.50033e+07
36		4.09385e+09			1.92885e+09
37		4.59419e+09			6.38631e+09

probBLOCKS-10-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
18		5			5.0216
20		38			37.976
22		327			329.889
24		3502			3691.94
25		3505			3467.74
26		46122			50061.3
27		46493			42587.9
28		770552			729953
29		796776			753081
30		1.70839e+07			1.21773e+07
31		1.8525e+07			1.2862e+07
32		4.87578e+08			3.31458e+08
33		5.56401e+08			3.60823e+08
34		1.62797e+10			1.97834e+10

probBLOCKS-4-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		7			7

probBLOCKS-7-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		1			1
13		2			2
14		5			4.9976
15		7			6.9852
16		21			20.9472
17		27			26.958
18		133			135.81
19		160			166.946
20		1753			1866.6

probBLOCKS-16-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		3			3
31		4			4
32		50			50.0488
33		62			62.0824
34		801			811.134
35		971			988.922
36		14231			14705.3
37		16983			18359.1
38		315635			304071
39		371353			387504
40		1.11229e+07			9.9533e+06
41		1.28852e+07			1.21219e+07
42		6.78888e+08			4.62991e+08
43		7.71909e+08			3.07774e+08

probBLOCKS-10-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
18		3			3
20		18			17.9096
22		119			114.584
23		120			119.567
24		1149			1117.95
25		1212			1230
26		16896			16907
27		19211			17655.3
28		362011			327151
29		437903			505677
30		1.04763e+07			8.37554e+06
31		1.30125e+07			7.23997e+06
32		3.64288e+08			2.0902e+08
33		4.52207e+08			2.089e+08
34		1.37079e+10			9.24198e+09

probBLOCKS-14-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		9			8.9104
27		10			9.9584
28		460			454.173
29		498			503.609
30		27864			35472
31		29972			37846
32		2.21613e+06			1.51125e+06
33		2.38745e+06			2.11907e+06
34		2.16682e+08			1.83408e+08
35		2.34922e+08			2.21172e+08

probBLOCKS-6-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		65			65.2936

probBLOCKS-11-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		23			22.5528
21		28			28.0968
22		1315			1312.8
23		1618			1630.31
24		69606			64158.2
25		86557			80526.1
26		3.51914e+06			3.82096e+06
27		4.40907e+06			5.00758e+06
28		1.72089e+08			1.51414e+08
29		2.15908e+08			2.01232e+08
30		8.24758e+09			7.76143e+09

probBLOCKS-10-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
18		3			3
20		28			28.1832
22		281			284.18
24		3574			3920.89
26		59308			57067
27		59573			66921.4
28		1.24711e+06			1.03987e+06
29		1.27009e+06			1.16267e+06
30		3.26303e+07			4.38254e+07
31		3.40564e+07			4.00635e+07
32		1.06758e+09			6.64938e+08

probBLOCKS-9-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		3			3
16		18			17.976
18		118			118.924
20		989			992.133
22		10038			10477.7
24		115684			124126
26		1.4694e+06			1.67502e+06
27		1.47066e+06			1.59268e+06
28		2.07445e+07			2.14417e+07
29		2.08679e+07			1.85389e+07
30		3.40274e+08			3.10052e+08

probBLOCKS-9-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		1			1
16		3			3
18		9			9.0172
20		34			34.0852
22		183			183.926
24		1352			1345.24
25		1377			1392.38
26		13278			12905.6
27		14012			13611.6
28		179863			187320
