	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 5000 probes.

blocks

probBLOCKS-15-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		38			37.691
28		2993			2952.36
30		181180			182136
32		9.92211e+06			1.14333e+07
33		9.92522e+06			1.14333e+07
34		5.20199e+08			5.21887e+08
35		5.20998e+08			4.9812e+08

probBLOCKS-16-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		3			3
28		21			20.9688
29		23			23.0364
30		175			176.966
31		194			195.168
32		1943			2045.88
33		2140			2245.15
34		29110			31984.1
35		32004			30193.1
36		565198			567528
37		626809			611952
38		1.34376e+07			1.00751e+07
39		1.51338e+07			1.42781e+07
40		3.69302e+08			3.32445e+08
41		4.2336e+08			3.87715e+08
42		1.11719e+10			8.04441e+09

probBLOCKS-5-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		2			2
10		7			6.9948
12		29			29.1064
14		170			168.069
15		177			181.904
16		1497			1452.63

probBLOCKS-9-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
16		3			3
18		16			16.0956
19		18			18.1584
20		98			100.802
21		118			117.851
22		793			827.503
23		987			1002.85
24		9115			9620.53
25		11097			12079.6
26		193819			167185

probBLOCKS-8-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		82			84.3616
15		84			78.2272
16		4261			4316.45

probBLOCKS-6-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		6			6
11		7			7
12		70			72.3726

probBLOCKS-4-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		10			9.9768

probBLOCKS-8-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		5			5.0168
13		7			7.0036
14		113			113.44
15		150			151.021
16		2316			2281.95
17		3051			3025.2
18		47413			47229.1

probBLOCKS-4-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
5		2			2
6		4			4
7		6			6
8		12			12.04
9		17			17.06
10		48			48.0692

probBLOCKS-13-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
24		4			4
26		55			54.0364
28		927			807.444
30		26066			19550.1
31		26142			19550.1
32		981982			750598
33		995413			525666
34		4.01068e+07			4.04218e+07
35		4.14996e+07			2.76012e+07
36		1.69652e+09			2.09434e+09
37		1.8084e+09			1.28334e+09

probBLOCKS-11-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		23			526.249
21		28			648.41
22		1315			9542.38
23		1618			10933.1
24		69606			174431
25		86557			197732
26		3.51914e+06			3.39784e+06
27		4.40907e+06			3.63791e+06
28		1.72089e+08			6.01992e+07
29		2.15908e+08			6.74214e+07
30		8.24758e+09			1.18654e+09

probBLOCKS-12-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
32		6			9.97613e+08
34		378			2.43154e+10
35		383			2.86818e+10
36		23938			1.16074e+12
37		24643			1.12708e+12
38		1.47186e+06			1.3703e+13
39		1.54168e+06			3.04712e+14
40		9.86696e+07			2.34382e+15
41		1.04724e+08			1.47129e+15
42		8.44534e+09			1.03311e+17

probBLOCKS-13-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
24		2			2
25		3			3
26		18			17.9916
27		23			23.076
28		146			146.347
29		179			180.271
30		1400			1349.4
31		1675			1698.4
32		18011			17402.4
33		21211			21096.3
34		330699			330343
35		389140			387908
36		8.21884e+06			6.23088e+06
37		9.74226e+06			8.75451e+06
38		2.6014e+08			1.58275e+08
39		3.08652e+08			1.86837e+08
40		1.0654e+10			1.01166e+10

probBLOCKS-5-0.pddl
