	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 5000 probes.

floortile-opt11-strips

opt-p02-003.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		1			1
21		2			2
22		4			4
23		9			8.9878
24		24			23.9052
25		58			57.7664
26		172			167.64
27		481			459.572
28		1719			1617.98
29		5152			5210.15
30		20038			18618.2
31		61347			54971.1
32		248979			258380
33		769300			719809
34		3.20198e+06			3.07596e+06
35		9.94192e+06			7.12364e+06
36		4.21998e+07			3.67095e+07
37		1.31426e+08			6.50436e+07
38		5.67065e+08			5.63941e+08
39		1.7693e+09			1.68099e+09
40		7.74178e+09			6.55941e+09

opt-p01-001.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		32			----zero_info----
21		256			256.49
22		2128			2104.48
23		9012			8852.34
24		59582			59545.5
25		202745			195227
26		1.20934e+06			1.23458e+06
27		3.72027e+06			3.70114e+06
28		2.10944e+07			1.97511e+07
29		6.15286e+07			5.833e+07
30		3.38538e+08			3.61103e+08
31		9.57198e+08			9.78531e+08
32		5.16522e+09			4.89448e+09
33		1.43314e+10			1.19718e+10

opt-p01-002.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
23		1003			1005.2
24		15513			15290.2
25		181935			185431
26		823372			831987
27		8.5931e+06			8.42653e+06
28		2.97322e+07			2.95513e+07
29		2.65183e+08			2.62465e+08
30		8.16401e+08			7.84954e+08
31		6.48904e+09			6.12239e+09
32		1.88254e+10			1.56776e+10

opt-p02-004.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
23		42			41.9088
24		352			348.963
25		4067			4003.96
26		19602			19844.7
27		188187			184959
28		700154			661361
29		5.89709e+06			5.36811e+06
30		1.92516e+07			1.85404e+07
31		1.47404e+08			1.29379e+08
32		4.48767e+08			4.38686e+08
33		3.19207e+09			2.4493e+09
34		9.36604e+09			8.87396e+09

opt-p03-005.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
31		2007			2027.11
32		29205			28709.9
33		469701			456745
34		2.52687e+06			2.57711e+06
35		3.71615e+07			3.79134e+07
36		1.69714e+08			1.62613e+08
37		2.03137e+09			1.99589e+09
38		9.33236e+09			9.17528e+09

Files that contains zero_info:	1
opt-p01-001.pddl
