	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 5000 probes.

elevators-opt08-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		1			1
31		7			7
33		67			66.8656
35		79			78.7312
36		118			121.868
37		181			182.926
38		3565			3747.87
39		3586			3726.1
40		397153			407126
41		397813			376118
42		412783			424442
43		833229			783742
44		5.7959e+06			4.96077e+06
45		2.76111e+07			2.19895e+07
46		2.81213e+07			2.12809e+07

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
44		63			62.9328
46		102			102.042
48		104			103.97
49		1472			1449.73
51		11156			10476.9
53		14960			13477.5
54		34646			33139.3
55		37738			35145.9
56		998485			840290
57		1.00442e+06			847255
58		2.45762e+06			1.92049e+06
59		2.74641e+06			2.16322e+06
60		4.12841e+06			3.17183e+06
61		5.58893e+07			4.25539e+07
62		6.28887e+07			3.77135e+07

p29.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
42		112			112.011
45		148			147.934
47		1483			1482.67
48		10639			10395.8
49		73721			69455.8
50		83001			77840.7
51		116831			106327
52		871250			832863
53		1.00294e+06			987185
54		1.05817e+07			9.1737e+06

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
34		10			10
35		96			95.8944
36		123			124.3
37		200			200.085
38		266			267.801
39		293			296.862
40		1708			1687.12
41		23348			21803.6
42		43857			43533
43		86903			78380
44		453795			450264
45		504536			405853
46		3.45045e+06			3.06082e+06
47		1.16266e+07			7.17019e+06

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		3			3
36		4			4
37		8			8.0374
38		9			8.9858
39		13			13.0176
40		24			24.2912
41		33			32.8406
42		84			84.2334
43		102			101.939
44		235			235.704
45		284			281.768
46		596			602.461
47		1102			1093.31
48		1702			1685.42
49		5989			5755.47
50		7208			7065.06
51		23504			22295.3
52		29761			27739.6
53		57090			53425.8
54		124633			112505
55		173530			164359
56		1.09893e+06			958157
57		1.25826e+06			1.10454e+06
58		4.80197e+06			4.59288e+06
59		6.12116e+06			6.37869e+06
60		1.12915e+07			1.20302e+07
61		9.79147e+07			5.12616e+07

p25.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		22			22
44		2286			2222.58
45		2873			2789.2
46		79936			77237.9
48		84512			80204.4
49		220113			201802
50		346024			310235

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		2			2
29		3			3
32		13			13
33		17			16.9944
34		30			30.112
35		37			37.0728
36		41			41.1184
37		155			156.193
38		199			198.052
39		600			595.23
40		851			846.139
41		1274			1260.24
42		3533			3516.52
43		5046			5068.66
44		19077			20028.8
45		27301			26708.7
46		89272			92140.7
47		183196			185459
48		759179			686368
49		2.6807e+06			3.9174e+06
50		3.48761e+06			3.33083e+06
51		8.18974e+06			6.49151e+06
52		1.41758e+07			5.4002e+06
53		5.78546e+07			4.14963e+07
54		2.09614e+08			7.75274e+07

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
32		1477			1476.49
37		277242			249564
38		937148			850309
39		9.40345e+06			7.18084e+06
40		9.45179e+06			7.53147e+06
41		1.0125e+07			8.27105e+06
42		2.29643e+07			1.82837e+07
43		8.69942e+07			8.06318e+07

p30.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
38		40458			40481

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
34		779			774.422
35		1253			1261.14
36		1297			1299.54
37		1341			1377.33
38		2345			2383.14
39		86861			83525.5
40		176036			165553
41		1.50599e+06			1.22957e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		1			1
32		38			38
33		536			535.165
34		75697			75727.8
35		75722			75811.7
37		78960			78938.1
38		220922			205474
39		4.5577e+06			4.85512e+06
40		1.89151e+07			1.48546e+07

p22.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		64			64
18		7660			7107.31
19		22734			18627.4
20		31579			31218.1
21		39070			37571.7
22		41730			36908.9
23		42374			34959.5
24		751704			515100
25		3.94458e+06			2.18152e+06
26		9.27924e+06			1.06472e+07
27		1.47034e+07			9.00239e+06
28		1.80949e+07			1.32217e+07
29		2.0518e+07			9.83851e+06
30		9.21097e+07			5.89543e+07

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		11			11
36		56			56
37		600			599.866
38		5037			5010.88
39		5057			5043.36
40		5086			5069.62
41		6963			6831.74
42		33975			31056.9

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		53			53

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
21		1626			1626
26		716259			629052
28		3.78832e+06			2.08212e+06
30		4.92764e+06			2.26203e+06

p26.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		49			49
32		1.77144e+06			1.64575e+06
34		9.63724e+06			9.01959e+06
35		9.76636e+06			9.16196e+06

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
25		1			1
30		10			10
31		424			423.798
32		478			502.983
34		56515			56719.5
36		136147			134055
37		1.93261e+07			1.99511e+07
38		3.77785e+07			5.35853e+07

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
35		1			1
40		305			314.485
41		343			346.072
43		802			817.13
45		10722			10924.5
46		90040			93735.6
47		170559			168633
48		260880			247595
49		370866			354932
50		1.64444e+06			1.46086e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
25		1			1
30		4			4
32		38			38.0206
33		59			58.5208
34		78			76.8472
35		84			84.4848
36		127			127.982
37		2076			2092.65
38		2640			2640.98
39		132187			114811
40		229919			207932
41		375778			382602
42		505467			466232
43		876470			772996
44		6.73479e+06			6.4974e+06
45		1.40267e+07			1.19552e+07

p28.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
22		1			1
27		508			510.554
28		1775			1789.16
29		6246			6039.51
30		17581			16734.8
31		18494			18285.3
32		40099			39564
33		4.55823e+06			4.53071e+06
34		9.46695e+06			9.44812e+06
35		2.0016e+07			1.61811e+07

p23.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
43		4			4
47		32			32
48		1042			1035.5
50		46995			46803
51		49025			48202.9
52		1.35551e+06			1.34082e+06
53		3.69454e+07			3.71106e+07
54		3.69487e+07			3.78093e+07
55		3.94449e+07			3.51734e+07
56		3.97297e+07			3.28799e+07

p21.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		247			246.706
32		22576			22594.5
36		32063			32287
37		708724			844621
38		4.04953e+06			3.59594e+06
39		1.71392e+08			1.67939e+08
40		1.73363e+08			1.60628e+08

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
31		5			5
34		27			27
35		53			53
36		84			84.1024
37		168			167.363
38		259			254.374
39		304			300.485
40		645			638.674
41		1971			1928.97
42		6578			6343.74
43		10472			10129.3
44		17881			16862.9
45		33504			31502.6
46		59676			53283
47		195526			172826
48		330334			303159
49		1.03647e+06			823767
50		8.25941e+06			7.17332e+06
51		9.45861e+06			7.77215e+06
52		3.85191e+07			3.42715e+07
53		9.60582e+07			6.29573e+07
54		1.44418e+08			4.32343e+08

p24.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
19		298			298
24		3124			3118.85
25		76375			65443.2
26		411712			222744
27		488995			296345
28		767984			408422
29		790448			416306
30		1.53967e+06			1.29475e+06
31		4.24962e+07			1.66776e+07

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		1			1
33		10			10
35		38			38.04
37		134			134.117
38		170			169.615
39		173			172.532
40		2116			2086.48
41		2497			2512.34
42		12143			12135.8
43		21661			21302.5
44		59473			55069.1
45		153912			148068
46		209768			192921
47		3.50073e+06			2.11156e+06
48		6.03508e+06			6.28057e+06
49		2.17797e+07			1.41365e+07
50		3.65862e+07			2.58875e+07

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
12		35			35
13		257			257
17		3426			3425.42
18		6357			6300.24
19		17367			15797
20		80185			58982.5
21		80811			69327.8
22		1.82683e+06			1.70447e+06
23		2.71953e+06			1.85787e+06
24		7.61989e+06			3.81755e+06
25		1.24578e+07			6.48277e+06
26		2.08719e+07			1.17686e+07

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		1			1
33		10			10
34		13			13
35		31			30.9152
36		36			36.0136
37		57			57.3728
38		96			96.9108
39		150			150.992
40		526			519.723
41		979			962.835
42		3450			3312.07
43		4864			4540.01
44		7726			7233
45		16544			15603
46		26399			23503.2
47		272892			239659
48		449988			374749
49		1.27532e+06			1.1796e+06
50		1.79305e+06			1.08384e+06
51		2.69853e+06			2.91563e+06
52		1.25219e+07			9.1403e+06
53		2.28071e+07			1.61758e+07

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
41		3			3
44		659			665.015
45		660			660.971
46		671			676.763
47		691			682.384
48		697			707.147
49		39305			39046.6
50		53547			52135.9
51		89556			87436.3
52		105799			96503.4
53		147355			133573
54		1.16584e+06			1.00782e+06
55		2.20403e+06			1.77836e+06
56		7.35599e+06			5.63498e+06

p27.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
41		1			1
43		2			2
45		3			3
46		7			6.9948
47		8			8.0422
48		61			60.066
49		62			62.3832
50		125			125.921
51		137			137.079
52		311			312.652
53		4632			4534.01
54		8340			7801.01
55		26117			23572
56		26462			25203.3
57		118919			112376
58		136070			121819
59		1.76706e+06			1.63474e+06
60		2.37699e+07			2.68155e+07
61		2.47144e+07			2.33718e+07

p02.pddl
