	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 5000 probes.

tidybot-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
19		178873			182067
20		482443			487957
21		1.24626e+06			1.25576e+06
22		3.34087e+06			3.45511e+06
23		8.6012e+06			8.8151e+06
24		2.29597e+07			2.31068e+07
25		5.89488e+07			6.09499e+07
26		1.56844e+08			1.6096e+08
27		4.01839e+08			4.13511e+08

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		3			3
12		7			7
13		15			15
14		36			36.0178
15		79			79.7288
16		193			193.489
17		440			443.635
18		1087			1103.45
19		2548			2585.42
20		6388			6463.74
21		15348			15525
22		39376			40366.9
23		97397			99650.9
24		258462			265157
25		664160			684603
26		1.84196e+06			1.92916e+06
27		4.9634e+06			5.26351e+06
28		1.44657e+07			1.47149e+07
29		4.10545e+07			4.22198e+07
30		1.2542e+08			1.36461e+08

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		2			2
7		8			8
8		31			31
9		90			90.0744
10		298			297.798
11		835			838.445
12		2680			2704.63
13		7871			7982.83
14		25802			25983.8
15		81845			83625.1
16		279751			288857
17		957468			997549
18		3.40655e+06			3.6391e+06
19		1.23286e+07			1.30971e+07
20		4.50548e+07			4.78893e+07

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
9		3			3
10		7			7
11		15			15
12		36			35.987
13		79			79.6082
14		193			194.446
15		440			441.137
16		1087			1092.15
17		2548			2578.26
18		6388			6457.18
19		15342			15457.7
20		39365			39819.1
21		97264			97946.1
22		258410			265414
23		663522			686131
24		1.8495e+06			1.81192e+06
25		4.99917e+06			5.43611e+06
26		1.47692e+07			1.56834e+07
27		4.24246e+07			4.46212e+07

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		5			5
8		27			27
9		95			95
10		317			317.13
11		1084			1087.64
12		3543			3557.02
13		12173			12231.3
14		42555			43115
15		154176			158040
16		591627			570240

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		5			5
9		27			27
10		95			95
11		317			317.068
12		1084			1084.27
13		3337			3346.84
14		10753			10721.7
15		31782			31930.6
16		97691			99786.4
17		282017			286119
18		848508			862273
19		2.44027e+06			2.50267e+06
20		7.39381e+06			7.46574e+06
21		2.18199e+07			2.20376e+07
22		6.8771e+07			6.79407e+07

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		2			2
10		8			8
11		23			23
12		62			61.862
13		180			180.206
14		473			473.881
15		1342			1343.49
16		3512			3508.96
17		9749			9869.8
18		25482			25856.7
19		70239			70161.1
20		184550			185410
21		513033			522152
22		1.36898e+06			1.41163e+06
23		3.89587e+06			3.952e+06
24		1.06921e+07			1.08922e+07
25		3.15501e+07			3.32872e+07
26		9.009e+07			1.00087e+08
27		2.77555e+08			2.73966e+08

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
7		3			3
8		9			9
9		21			21
10		59			59.1596
11		148			148.766
12		442			447.019
13		1229			1244.37
14		3846			3938.76
15		11447			11493.1
16		36657			38082.1
17		113008			111792
18		366810			369820
19		1.15143e+06			1.15607e+06
20		3.78373e+06			3.80419e+06
21		1.20098e+07			1.22601e+07
22		4.00018e+07			3.83883e+07

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		2			2
9		8			8
10		31			31
11		90			89.8728
12		309			309.95
13		877			877.91
14		2976			2985.24
15		8595			8665.49
16		29160			29284.1
17		86162			86376.1
18		292293			296569
19		884067			880647
20		3.00258e+06			3.06013e+06
21		9.30537e+06			9.89872e+06
22		3.17225e+07			3.25003e+07
23		1.00886e+08			9.95631e+07

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		2			2
10		8			8
11		23			23
12		62			61.96
13		180			180.529
14		473			471.967
15		1342			1350.23
16		3512			3533.16
17		9720			9748.29
18		25324			25282
19		68967			69501.1
20		178873			182419
21		482443			491980
22		1.24626e+06			1.27906e+06
23		3.34087e+06			3.41703e+06
24		8.60125e+06			8.80471e+06
25		2.29599e+07			2.34039e+07
26		5.89515e+07			5.90413e+07
27		1.56851e+08			1.65831e+08
28		4.01916e+08			4.11269e+08

Files that contains zero_info:	1
p10.pddl
