	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 5000 probes.

barman-opt11-strips

pfile01-004.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		11			11.0248
21		39			39.5208
22		393			396.386
23		1535			1536.25
24		11535			11624.2
25		46079			46463.1
26		313741			321940
27		1.24e+06			1.23842e+06
28		8.05636e+06			7.99093e+06
29		3.12866e+07			3.09596e+07
30		1.98289e+08			2.06527e+08
31		7.56641e+08			7.64571e+08
32		4.72728e+09			4.8279e+09
33		1.77578e+10			1.83956e+10

pfile02-005.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
21		9			9
22		15			14.904
23		315			312.489
24		665			667.979
25		8917			8726.03
26		23849			23649.3
27		246839			243019
28		781103			784937
29		6.70237e+06			6.81352e+06
30		2.39819e+07			2.54503e+07
31		1.79038e+08			1.8083e+08
32		7.03811e+08			7.24574e+08
33		4.72021e+09			4.80806e+09

pfile01-003.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		11			10.9504
21		39			39.7412
22		393			399.822
23		1535			1551.52
24		11553			11650.6
25		46085			45482.3
26		314473			318933
27		1.24037e+06			1.23805e+06
28		8.07732e+06			8.40591e+06
29		3.1301e+07			3.18275e+07
30		1.98813e+08			2.09151e+08
31		7.57102e+08			7.54986e+08
32		4.73944e+09			4.77835e+09
33		1.77709e+10			1.76114e+10

pfile01-002.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		11			----zero_info----
21		39			38.6812
22		393			389.761
23		1535			1566.62
24		11535			11701
25		46079			47617.5
26		313741			319936
27		1.24e+06			1.2685e+06
28		8.05636e+06			8.1935e+06
29		3.12866e+07			3.10851e+07
30		1.98289e+08			2.02756e+08
31		7.56641e+08			7.78572e+08
32		4.72728e+09			4.89679e+09
33		1.77578e+10			1.835e+10

pfile01-001.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
19		7			7
20		9			9
21		165			166.241
22		233			235.813
23		3077			3114.26
24		4889			4926.93
25		56981			58883.7
26		100793			102999
27		1.05778e+06			1.0883e+06
28		2.05559e+06			2.02972e+06
29		1.968e+07			2.02001e+07
30		4.15379e+07			4.20488e+07
31		3.66864e+08			3.75848e+08
32		8.32958e+08			8.91744e+08
33		6.85133e+09			9.1256e+09

Files that contains zero_info:	1
pfile01-002.pddl
