Experiment 2: transport-opt08-strips using gapdb_deep heuristic with 500 probes



instance_name: p01_F_123.csv

A*:		{(0_ipdb, 112),(1_gapdb, 112),(2_lmcut, 126),(3_gapdb, 112),(4_mands, 112),(5_gapdb, 112),(6_gapdb, 112),(7_gapdb, 112),(8_gapdb, 112),(9_gapdb, 112),(10_gapdb, 112),(11_gapdb, 112),(12_gapdb, 112),}
ss:		{(0_ipdb, 1.39862e+14),(1_gapdb, 1.39663e+14),(2_lmcut, 1.43345e+14),(3_gapdb, 1.39663e+14),(4_mands, 1.39663e+14),(5_gapdb, 1.39663e+14),(6_gapdb, 1.39663e+14),(7_gapdb, 1.39663e+14),(8_gapdb, 1.39663e+14),(9_gapdb, 1.39663e+14),(10_gapdb, 1.39663e+14),(11_gapdb, 1.39663e+14),(12_gapdb, 1.39663e+14),}

Measure_1:

-A* h1/h2
	11_gapdb		5.17667e+19		896
	12_gapdb		5.17667e+19		896
	1_gapdb		5.17667e+19		896
	2_lmcut		5.17669e+19		860
	3_gapdb		5.17667e+19		896
	4_gapdb		5.17667e+19		896
	5_mands		5.17667e+19		896
	6_gapdb		5.17667e+19		896
	7_gapdb		5.17667e+19		896
	8_gapdb		5.17667e+19		896
	9_gapdb		5.17667e+19		896



instance_name: p12_F_1190.csv

A*:		{(0_ipdb, 106126),(1_gapdb, 103247),(2_lmcut, 101616),(3_gapdb, 104954),(4_mands, 87193),(5_gapdb, 103247),(6_gapdb, 103247),(7_gapdb, 103247),(8_gapdb, 105660),(9_gapdb, 104954),(10_gapdb, 104954),(11_gapdb, 103247),(12_gapdb, 103247),}
ss:		{(0_ipdb, 9.5259e+44),(1_gapdb, 6.51305e+21),(2_lmcut, 6.05494e+24),(3_gapdb, 1.77579e+23),(4_mands, 1.87517e+34),(5_gapdb, 6.51305e+21),(6_gapdb, 6.51305e+21),(7_gapdb, 6.51305e+21),(8_gapdb, 2.02892e+23),(9_gapdb, 1.77579e+23),(10_gapdb, 1.77579e+23),(11_gapdb, 6.51305e+21),(12_gapdb, 6.51305e+21),}

Measure_1:

-A* h1/h2
	1	1.02788	1.04438	1.01117	1.21714	1.02788	1.02788	1.02788	1.00441	1.01117	1.01117	1.02788	1.02788
	0.972872	1	1.01605	0.983736	1.18412	1	1	1	0.977163	0.983736	0.983736	1	1
	0.957503	0.984203	1	0.968196	1.16541	0.984203	0.984203	0.984203	0.961726	0.968196	0.968196	0.984203	0.984203
	0.988957	1.01653	1.03285	1	1.2037	1.01653	1.01653	1.01653	0.993318	1	1	1.01653	1.01653
	0.821599	0.844509	0.858064	0.830773	1	0.844509	0.844509	0.844509	0.825222	0.830773	0.830773	0.844509	0.844509
	0.972872	1	1.01605	0.983736	1.18412	1	1	1	0.977163	0.983736	0.983736	1	1
	0.972872	1	1.01605	0.983736	1.18412	1	1	1	0.977163	0.983736	0.983736	1	1
	0.972872	1	1.01605	0.983736	1.18412	1	1	1	0.977163	0.983736	0.983736	1	1
	0.995609	1.02337	1.0398	1.00673	1.21179	1.02337	1.02337	1.02337	1	1.00673	1.00673	1.02337	1.02337
	0.988957	1.01653	1.03285	1	1.2037	1.01653	1.01653	1.01653	0.993318	1	1	1.01653	1.01653
	0.988957	1.01653	1.03285	1	1.2037	1.01653	1.01653	1.01653	0.993318	1	1	1.01653	1.01653
	0.972872	1	1.01605	0.983736	1.18412	1	1	1	0.977163	0.983736	0.983736	1	1
	0.972872	1	1.01605	0.983736	1.18412	1	1	1	0.977163	0.983736	0.983736	1	1

-ss h1/h2
	1	1.46259e+23	1.57324e+20	5.36432e+21	5.08002e+10	1.46259e+23	1.46259e+23	1.46259e+23	4.69507e+21	5.36432e+21	5.36432e+21	1.46259e+23	1.46259e+23
	6.8372e-24	1	0.00107566	0.0366769	3.47331e-13	1	1	1	0.0321011	0.0366769	0.0366769	1	1
	6.3563e-21	929.663	1	34.0972	3.22901e-10	929.663	929.663	929.663	29.8433	34.0972	34.0972	929.663	929.663
	1.86417e-22	27.2651	0.0293279	1	9.47002e-12	27.2651	27.2651	27.2651	0.875241	1	1	27.2651	27.2651
	1.9685e-11	2.8791e+12	3.09692e+09	1.05596e+11	1	2.8791e+12	2.8791e+12	2.8791e+12	9.24223e+10	1.05596e+11	1.05596e+11	2.8791e+12	2.8791e+12
	6.8372e-24	1	0.00107566	0.0366769	3.47331e-13	1	1	1	0.0321011	0.0366769	0.0366769	1	1
	6.8372e-24	1	0.00107566	0.0366769	3.47331e-13	1	1	1	0.0321011	0.0366769	0.0366769	1	1
	6.8372e-24	1	0.00107566	0.0366769	3.47331e-13	1	1	1	0.0321011	0.0366769	0.0366769	1	1
	2.12989e-22	31.1515	0.0335084	1.14254	1.08199e-11	31.1515	31.1515	31.1515	1	1.14254	1.14254	31.1515	31.1515
	1.86417e-22	27.2651	0.0293279	1	9.47002e-12	27.2651	27.2651	27.2651	0.875241	1	1	27.2651	27.2651
	1.86417e-22	27.2651	0.0293279	1	9.47002e-12	27.2651	27.2651	27.2651	0.875241	1	1	27.2651	27.2651
	6.8372e-24	1	0.00107566	0.0366769	3.47331e-13	1	1	1	0.0321011	0.0366769	0.0366769	1	1
	6.8372e-24	1	0.00107566	0.0366769	3.47331e-13	1	1	1	0.0321011	0.0366769	0.0366769	1	1

Measure_2:
- The heuristics that have the similar ratio are:
	(h1     ,h2     ):	fracss	-	fracastar	=	diff
	(3_gapdb, 8_gapdb):	0.875241	-	0.993318	=	-0.118077
	(9_gapdb, 8_gapdb):	0.875241	-	0.993318	=	-0.118077
	(10_gapdb, 8_gapdb):	0.875241	-	0.993318	=	-0.118077
	(1_gapdb, 5_gapdb):	1	-	1	=	0
	(1_gapdb, 6_gapdb):	1	-	1	=	0
	(1_gapdb, 7_gapdb):	1	-	1	=	0
	(1_gapdb, 11_gapdb):	1	-	1	=	0
	(1_gapdb, 12_gapdb):	1	-	1	=	0
	(3_gapdb, 9_gapdb):	1	-	1	=	0
	(3_gapdb, 10_gapdb):	1	-	1	=	0
	(5_gapdb, 1_gapdb):	1	-	1	=	0
	(5_gapdb, 6_gapdb):	1	-	1	=	0
	(5_gapdb, 7_gapdb):	1	-	1	=	0
	(5_gapdb, 11_gapdb):	1	-	1	=	0
	(5_gapdb, 12_gapdb):	1	-	1	=	0
	(6_gapdb, 1_gapdb):	1	-	1	=	0
	(6_gapdb, 5_gapdb):	1	-	1	=	0
	(6_gapdb, 7_gapdb):	1	-	1	=	0
	(6_gapdb, 11_gapdb):	1	-	1	=	0
	(6_gapdb, 12_gapdb):	1	-	1	=	0
	(7_gapdb, 1_gapdb):	1	-	1	=	0
	(7_gapdb, 5_gapdb):	1	-	1	=	0
	(7_gapdb, 6_gapdb):	1	-	1	=	0
	(7_gapdb, 11_gapdb):	1	-	1	=	0
	(7_gapdb, 12_gapdb):	1	-	1	=	0
	(9_gapdb, 3_gapdb):	1	-	1	=	0
	(9_gapdb, 10_gapdb):	1	-	1	=	0
	(10_gapdb, 3_gapdb):	1	-	1	=	0
	(10_gapdb, 9_gapdb):	1	-	1	=	0
	(11_gapdb, 1_gapdb):	1	-	1	=	0
	(11_gapdb, 5_gapdb):	1	-	1	=	0
	(11_gapdb, 6_gapdb):	1	-	1	=	0
	(11_gapdb, 7_gapdb):	1	-	1	=	0
	(11_gapdb, 12_gapdb):	1	-	1	=	0
	(12_gapdb, 1_gapdb):	1	-	1	=	0
	(12_gapdb, 5_gapdb):	1	-	1	=	0
	(12_gapdb, 6_gapdb):	1	-	1	=	0
	(12_gapdb, 7_gapdb):	1	-	1	=	0
	(12_gapdb, 11_gapdb):	1	-	1	=	0
	(8_gapdb, 3_gapdb):	1.14254	-	1.00673	=	0.135815
	(8_gapdb, 9_gapdb):	1.14254	-	1.00673	=	0.135815
	(8_gapdb, 10_gapdb):	1.14254	-	1.00673	=	0.135815

Measure_3:
	-h1(10):		SS		A*
	10_gapdb		1.77579e+23		104954
	11_gapdb		6.51305e+21		103247
	12_gapdb		6.51305e+21		103247
	1_gapdb		6.51305e+21		103247
	3_gapdb		1.77579e+23		104954
	5_gapdb		6.51305e+21		103247
	6_gapdb		6.51305e+21		103247
	7_gapdb		6.51305e+21		103247
	8_gapdb		2.02892e+23		105660
	9_gapdb		1.77579e+23		104954

	-h2(10):		SS		A*
	10_gapdb		1.77579e+23		104954
	11_gapdb		6.51305e+21		103247
	12_gapdb		6.51305e+21		103247
	1_gapdb		6.51305e+21		103247
	3_gapdb		1.77579e+23		104954
	5_gapdb		6.51305e+21		103247
	6_gapdb		6.51305e+21		103247
	7_gapdb		6.51305e+21		103247
	8_gapdb		2.02892e+23		105660
	9_gapdb		1.77579e+23		104954



instance_name: p13_F_1100.csv

A*:		{(0_ipdb, 3.67175e+06),(1_gapdb, 3.04438e+06),(2_mands, 3.6173e+06),(3_lmcut, 2.86977e+06),(4_gapdb, 2.89313e+06),(5_gapdb, 3.02655e+06),(6_gapdb, 2.89436e+06),(7_gapdb, 2.89436e+06),(8_gapdb, 2.89436e+06),(9_gapdb, 3.1183e+06),(10_gapdb, 2.89574e+06),(11_gapdb, 2.89513e+06),(12_gapdb, 2.89574e+06),}
ss:		{(0_ipdb, 1.99424e+45),(1_gapdb, 4.39235e+31),(2_mands, 4.93686e+44),(3_lmcut, 6.60485e+31),(4_gapdb, 8.66139e+31),(5_gapdb, 4.39235e+31),(6_gapdb, 8.66139e+31),(7_gapdb, 8.66139e+31),(8_gapdb, 8.66139e+31),(9_gapdb, 8.67465e+31),(10_gapdb, 8.66139e+31),(11_gapdb, 8.66139e+31),(12_gapdb, 8.66139e+31),}

Measure_1:

-A* h1/h2
	1	1.20607	1.01505	1.27946	1.26913	1.21318	1.26859	1.26859	1.26859	1.17748	1.26798	1.26825	1.26798
	0.829136	1	0.841617	1.06084	1.05228	1.00589	1.05183	1.05183	1.05183	0.976295	1.05133	1.05155	1.05133
	0.985171	1.18819	1	1.26048	1.25031	1.19519	1.24978	1.24978	1.24978	1.16002	1.24918	1.24944	1.24918
	0.781581	0.942645	0.793346	1	0.991926	0.948198	0.991504	0.991504	0.991504	0.9203	0.991032	0.99124	0.991032
	0.787943	0.950318	0.799804	1.00814	1	0.955917	0.999575	0.999575	0.999575	0.927791	0.999099	0.999309	0.999099
	0.82428	0.994143	0.836688	1.05463	1.04612	1	1.04567	1.04567	1.04567	0.970577	1.04517	1.04539	1.04517
	0.788278	0.950722	0.800144	1.00857	1.00043	0.956323	1	1	1	0.928185	0.999523	0.999734	0.999523
	0.788278	0.950722	0.800144	1.00857	1.00043	0.956323	1	1	1	0.928185	0.999523	0.999734	0.999523
	0.788278	0.950722	0.800144	1.00857	1.00043	0.956323	1	1	1	0.928185	0.999523	0.999734	0.999523
	0.849268	1.02428	0.862052	1.0866	1.07783	1.03032	1.07737	1.07737	1.07737	1	1.07686	1.07708	1.07686
	0.788654	0.951176	0.800525	1.00905	1.0009	0.956779	1.00048	1.00048	1.00048	0.928628	1	1.00021	1
	0.788488	0.950975	0.800357	1.00884	1.00069	0.956578	1.00027	1.00027	1.00027	0.928432	0.999789	1	0.999789
	0.788654	0.951176	0.800525	1.00905	1.0009	0.956779	1.00048	1.00048	1.00048	0.928628	1	1.00021	1

-ss h1/h2
	1	4.54025e+13	4.03948	3.01935e+13	2.30244e+13	4.54025e+13	2.30244e+13	2.30244e+13	2.30244e+13	2.29892e+13	2.30244e+13	2.30244e+13	2.30244e+13
	2.20252e-14	1	8.89705e-14	0.665019	0.507118	1	0.507118	0.507118	0.507118	0.506343	0.507118	0.507118	0.507118
	0.247556	1.12397e+13	1	7.4746e+12	5.69985e+12	1.12397e+13	5.69985e+12	5.69985e+12	5.69985e+12	5.69113e+12	5.69985e+12	5.69985e+12	5.69985e+12
	3.31197e-14	1.50372	1.33786e-13	1	0.762562	1.50372	0.762562	0.762562	0.762562	0.761396	0.762562	0.762562	0.762562
	4.34321e-14	1.97193	1.75443e-13	1.31137	1	1.97193	1	1	1	0.998472	1	1	1
	2.20252e-14	1	8.89705e-14	0.665019	0.507118	1	0.507118	0.507118	0.507118	0.506343	0.507118	0.507118	0.507118
	4.34321e-14	1.97193	1.75443e-13	1.31137	1	1.97193	1	1	1	0.998472	1	1	1
	4.34321e-14	1.97193	1.75443e-13	1.31137	1	1.97193	1	1	1	0.998472	1	1	1
	4.34321e-14	1.97193	1.75443e-13	1.31137	1	1.97193	1	1	1	0.998472	1	1	1
	4.34986e-14	1.97495	1.75712e-13	1.31338	1.00153	1.97495	1.00153	1.00153	1.00153	1	1.00153	1.00153	1.00153
	4.34321e-14	1.97193	1.75443e-13	1.31137	1	1.97193	1	1	1	0.998471	1	1	1
	4.34321e-14	1.97193	1.75443e-13	1.31137	1	1.97193	1	1	1	0.998472	1	1	1
	4.34321e-14	1.97193	1.75443e-13	1.31137	1	1.97193	1	1	1	0.998471	1	1	1

Measure_2:
- The heuristics that have the similar ratio are:
	(h1     ,h2     ):	fracss	-	fracastar	=	diff
	(1_gapdb, 9_gapdb):	0.506343	-	0.976295	=	-0.469952
	(5_gapdb, 9_gapdb):	0.506343	-	0.970577	=	-0.464234
	(1_gapdb, 3_lmcut):	0.665019	-	1.06084	=	-0.395825
	(5_gapdb, 3_lmcut):	0.665019	-	1.05463	=	-0.389612
	(3_lmcut, 4_gapdb):	0.762562	-	0.991926	=	-0.229364
	(3_lmcut, 6_gapdb):	0.762562	-	0.991504	=	-0.228942
	(3_lmcut, 7_gapdb):	0.762562	-	0.991504	=	-0.228942
	(3_lmcut, 8_gapdb):	0.762562	-	0.991504	=	-0.228942
	(3_lmcut, 11_gapdb):	0.762562	-	0.99124	=	-0.228679
	(3_lmcut, 10_gapdb):	0.762562	-	0.991032	=	-0.22847
	(3_lmcut, 12_gapdb):	0.762562	-	0.991032	=	-0.22847
	(3_lmcut, 9_gapdb):	0.761396	-	0.9203	=	-0.158903
	(9_gapdb, 4_gapdb):	1.00153	-	1.07783	=	-0.0762984
	(9_gapdb, 6_gapdb):	1.00153	-	1.07737	=	-0.0758403
	(9_gapdb, 7_gapdb):	1.00153	-	1.07737	=	-0.0758403
	(9_gapdb, 8_gapdb):	1.00153	-	1.07737	=	-0.0758403
	(9_gapdb, 11_gapdb):	1.00153	-	1.07708	=	-0.0755538
	(9_gapdb, 10_gapdb):	1.00153	-	1.07686	=	-0.0753268
	(9_gapdb, 12_gapdb):	1.00153	-	1.07686	=	-0.0753268
	(1_gapdb, 5_gapdb):	1	-	1.00589	=	-0.00589143
	(10_gapdb, 4_gapdb):	1	-	1.0009	=	-0.000902263
	(12_gapdb, 4_gapdb):	1	-	1.0009	=	-0.000902263
	(11_gapdb, 4_gapdb):	1	-	1.00069	=	-0.000691293
	(10_gapdb, 6_gapdb):	1	-	1.00048	=	-0.000476915
	(10_gapdb, 7_gapdb):	1	-	1.00048	=	-0.000476915
	(10_gapdb, 8_gapdb):	1	-	1.00048	=	-0.000476915
	(12_gapdb, 6_gapdb):	1	-	1.00048	=	-0.000476915
	(12_gapdb, 7_gapdb):	1	-	1.00048	=	-0.000476915
	(12_gapdb, 8_gapdb):	1	-	1.00048	=	-0.000476915
	(6_gapdb, 4_gapdb):	1	-	1.00043	=	-0.000425145
	(7_gapdb, 4_gapdb):	1	-	1.00043	=	-0.000425145
	(8_gapdb, 4_gapdb):	1	-	1.00043	=	-0.000425145
	(11_gapdb, 6_gapdb):	1	-	1.00027	=	-0.000266035
	(11_gapdb, 7_gapdb):	1	-	1.00027	=	-0.000266035
	(11_gapdb, 8_gapdb):	1	-	1.00027	=	-0.000266035
	(10_gapdb, 11_gapdb):	1	-	1.00021	=	-0.000210825
	(12_gapdb, 11_gapdb):	1	-	1.00021	=	-0.000210825
	(6_gapdb, 7_gapdb):	1	-	1	=	0
	(6_gapdb, 8_gapdb):	1	-	1	=	0
	(7_gapdb, 6_gapdb):	1	-	1	=	0
	(7_gapdb, 8_gapdb):	1	-	1	=	0
	(8_gapdb, 6_gapdb):	1	-	1	=	0
	(8_gapdb, 7_gapdb):	1	-	1	=	0
	(10_gapdb, 12_gapdb):	1	-	1	=	0
	(12_gapdb, 10_gapdb):	1	-	1	=	0
	(11_gapdb, 10_gapdb):	1	-	0.999789	=	0.00021078
	(11_gapdb, 12_gapdb):	1	-	0.999789	=	0.00021078
	(6_gapdb, 11_gapdb):	1	-	0.999734	=	0.000265964
	(7_gapdb, 11_gapdb):	1	-	0.999734	=	0.000265964
	(8_gapdb, 11_gapdb):	1	-	0.999734	=	0.000265964
	(4_gapdb, 6_gapdb):	1	-	0.999575	=	0.000424964
	(4_gapdb, 7_gapdb):	1	-	0.999575	=	0.000424964
	(4_gapdb, 8_gapdb):	1	-	0.999575	=	0.000424964
	(6_gapdb, 10_gapdb):	1	-	0.999523	=	0.000476688
	(6_gapdb, 12_gapdb):	1	-	0.999523	=	0.000476688
	(7_gapdb, 10_gapdb):	1	-	0.999523	=	0.000476688
	(7_gapdb, 12_gapdb):	1	-	0.999523	=	0.000476688
	(8_gapdb, 10_gapdb):	1	-	0.999523	=	0.000476688
	(8_gapdb, 12_gapdb):	1	-	0.999523	=	0.000476688
	(4_gapdb, 11_gapdb):	1	-	0.999309	=	0.000690815
	(4_gapdb, 10_gapdb):	1	-	0.999099	=	0.00090145
	(4_gapdb, 12_gapdb):	1	-	0.999099	=	0.00090145
	(5_gapdb, 1_gapdb):	1	-	0.994143	=	0.00585693
	(10_gapdb, 9_gapdb):	0.998471	-	0.928628	=	0.0698436
	(12_gapdb, 9_gapdb):	0.998471	-	0.928628	=	0.0698436
	(11_gapdb, 9_gapdb):	0.998472	-	0.928432	=	0.0700394
	(6_gapdb, 9_gapdb):	0.998472	-	0.928185	=	0.0702863
	(7_gapdb, 9_gapdb):	0.998472	-	0.928185	=	0.0702863
	(8_gapdb, 9_gapdb):	0.998472	-	0.928185	=	0.0702863
	(4_gapdb, 9_gapdb):	0.998472	-	0.927791	=	0.0706807
	(9_gapdb, 3_lmcut):	1.31338	-	1.0866	=	0.226774
	(10_gapdb, 3_lmcut):	1.31137	-	1.00905	=	0.30232
	(12_gapdb, 3_lmcut):	1.31137	-	1.00905	=	0.30232
	(11_gapdb, 3_lmcut):	1.31137	-	1.00884	=	0.302532
	(6_gapdb, 3_lmcut):	1.31137	-	1.00857	=	0.302801
	(7_gapdb, 3_lmcut):	1.31137	-	1.00857	=	0.302801
	(8_gapdb, 3_lmcut):	1.31137	-	1.00857	=	0.302801
	(4_gapdb, 3_lmcut):	1.31137	-	1.00814	=	0.303229

Measure_3:
	-h1(11):		SS		A*
	10_gapdb		8.66139e+31		2.89574e+06
	11_gapdb		8.66139e+31		2.89513e+06
	12_gapdb		8.66139e+31		2.89574e+06
	1_gapdb		4.39235e+31		3.04438e+06
	3_lmcut		6.60485e+31		2.86977e+06
	4_gapdb		8.66139e+31		2.89313e+06
	5_gapdb		4.39235e+31		3.02655e+06
	6_gapdb		8.66139e+31		2.89436e+06
	7_gapdb		8.66139e+31		2.89436e+06
	8_gapdb		8.66139e+31		2.89436e+06
	9_gapdb		8.67465e+31		3.1183e+06

	-h2(11):		SS		A*
	10_gapdb		8.66139e+31		2.89574e+06
	11_gapdb		8.66139e+31		2.89513e+06
	12_gapdb		8.66139e+31		2.89574e+06
	1_gapdb		4.39235e+31		3.04438e+06
	3_lmcut		6.60485e+31		2.86977e+06
	4_gapdb		8.66139e+31		2.89313e+06
	5_gapdb		4.39235e+31		3.02655e+06
	6_gapdb		8.66139e+31		2.89436e+06
	7_gapdb		8.66139e+31		2.89436e+06
	8_gapdb		8.66139e+31		2.89436e+06
	9_gapdb		8.67465e+31		3.1183e+06



instance_name: p21_F_1000.csv

A*:		{(0_ipdb, 966),(1_gapdb, 966),(2_gapdb, 966),(3_lmcut, 954),(4_mands, 966),(5_gapdb, 966),(6_gapdb, 966),(7_gapdb, 966),(8_gapdb, 966),(9_gapdb, 966),(10_gapdb, 966),(11_gapdb, 966),(12_gapdb, 966),}
ss:		{(0_ipdb, 1.03456e+29),(1_gapdb, 1.11207e+21),(2_gapdb, 1.11207e+21),(3_lmcut, 1.11207e+21),(4_mands, 1.11207e+21),(5_gapdb, 1.11207e+21),(6_gapdb, 1.11207e+21),(7_gapdb, 1.11207e+21),(8_gapdb, 1.11207e+21),(9_gapdb, 1.11207e+21),(10_gapdb, 1.11207e+21),(11_gapdb, 1.11207e+21),(12_gapdb, 1.11207e+21),}

Measure_1:

-A* h1/h2
	1	1	1	1.01258	1	1	1	1	1	1	1	1	1
	1	1	1	1.01258	1	1	1	1	1	1	1	1	1
	1	1	1	1.01258	1	1	1	1	1	1	1	1	1
	0.987578	0.987578	0.987578	1	0.987578	0.987578	0.987578	0.987578	0.987578	0.987578	0.987578	0.987578	0.987578
	1	1	1	1.01258	1	1	1	1	1	1	1	1	1
	1	1	1	1.01258	1	1	1	1	1	1	1	1	1
	1	1	1	1.01258	1	1	1	1	1	1	1	1	1
	1	1	1	1.01258	1	1	1	1	1	1	1	1	1
	1	1	1	1.01258	1	1	1	1	1	1	1	1	1
	1	1	1	1.01258	1	1	1	1	1	1	1	1	1
	1	1	1	1.01258	1	1	1	1	1	1	1	1	1
	1	1	1	1.01258	1	1	1	1	1	1	1	1	1
	1	1	1	1.01258	1	1	1	1	1	1	1	1	1

-ss h1/h2
	1	9.30301e+07	9.30301e+07	9.30301e+07	9.30301e+07	9.30301e+07	9.30301e+07	9.30301e+07	9.30301e+07	9.30301e+07	9.30301e+07	9.30301e+07	9.30301e+07
	1.07492e-08	1	1	1	1	1	1	1	1	1	1	1	1
	1.07492e-08	1	1	1	1	1	1	1	1	1	1	1	1
	1.07492e-08	1	1	1	1	1	1	1	1	1	1	1	1
	1.07492e-08	1	1	1	1	1	1	1	1	1	1	1	1
	1.07492e-08	1	1	1	1	1	1	1	1	1	1	1	1
	1.07492e-08	1	1	1	1	1	1	1	1	1	1	1	1
	1.07492e-08	1	1	1	1	1	1	1	1	1	1	1	1
	1.07492e-08	1	1	1	1	1	1	1	1	1	1	1	1
	1.07492e-08	1	1	1	1	1	1	1	1	1	1	1	1
	1.07492e-08	1	1	1	1	1	1	1	1	1	1	1	1
	1.07492e-08	1	1	1	1	1	1	1	1	1	1	1	1
	1.07492e-08	1	1	1	1	1	1	1	1	1	1	1	1

Measure_2:
- The heuristics that have the similar ratio are:
	(h1     ,h2     ):	fracss	-	fracastar	=	diff
	(1_gapdb, 3_lmcut):	1	-	1.01258	=	-0.0125786
	(2_gapdb, 3_lmcut):	1	-	1.01258	=	-0.0125786
	(4_mands, 3_lmcut):	1	-	1.01258	=	-0.0125786
	(5_gapdb, 3_lmcut):	1	-	1.01258	=	-0.0125786
	(6_gapdb, 3_lmcut):	1	-	1.01258	=	-0.0125786
	(7_gapdb, 3_lmcut):	1	-	1.01258	=	-0.0125786
	(8_gapdb, 3_lmcut):	1	-	1.01258	=	-0.0125786
	(9_gapdb, 3_lmcut):	1	-	1.01258	=	-0.0125786
	(10_gapdb, 3_lmcut):	1	-	1.01258	=	-0.0125786
	(11_gapdb, 3_lmcut):	1	-	1.01258	=	-0.0125786
	(12_gapdb, 3_lmcut):	1	-	1.01258	=	-0.0125786
	(1_gapdb, 2_gapdb):	1	-	1	=	0
	(1_gapdb, 4_mands):	1	-	1	=	0
	(1_gapdb, 5_gapdb):	1	-	1	=	0
	(1_gapdb, 6_gapdb):	1	-	1	=	0
	(1_gapdb, 7_gapdb):	1	-	1	=	0
	(1_gapdb, 8_gapdb):	1	-	1	=	0
	(1_gapdb, 9_gapdb):	1	-	1	=	0
	(1_gapdb, 10_gapdb):	1	-	1	=	0
	(1_gapdb, 11_gapdb):	1	-	1	=	0
	(1_gapdb, 12_gapdb):	1	-	1	=	0
	(2_gapdb, 1_gapdb):	1	-	1	=	0
	(2_gapdb, 4_mands):	1	-	1	=	0
	(2_gapdb, 5_gapdb):	1	-	1	=	0
	(2_gapdb, 6_gapdb):	1	-	1	=	0
	(2_gapdb, 7_gapdb):	1	-	1	=	0
	(2_gapdb, 8_gapdb):	1	-	1	=	0
	(2_gapdb, 9_gapdb):	1	-	1	=	0
	(2_gapdb, 10_gapdb):	1	-	1	=	0
	(2_gapdb, 11_gapdb):	1	-	1	=	0
	(2_gapdb, 12_gapdb):	1	-	1	=	0
	(4_mands, 1_gapdb):	1	-	1	=	0
	(4_mands, 2_gapdb):	1	-	1	=	0
	(4_mands, 5_gapdb):	1	-	1	=	0
	(4_mands, 6_gapdb):	1	-	1	=	0
	(4_mands, 7_gapdb):	1	-	1	=	0
	(4_mands, 8_gapdb):	1	-	1	=	0
	(4_mands, 9_gapdb):	1	-	1	=	0
	(4_mands, 10_gapdb):	1	-	1	=	0
	(4_mands, 11_gapdb):	1	-	1	=	0
	(4_mands, 12_gapdb):	1	-	1	=	0
	(5_gapdb, 1_gapdb):	1	-	1	=	0
	(5_gapdb, 2_gapdb):	1	-	1	=	0
	(5_gapdb, 4_mands):	1	-	1	=	0
	(5_gapdb, 6_gapdb):	1	-	1	=	0
	(5_gapdb, 7_gapdb):	1	-	1	=	0
	(5_gapdb, 8_gapdb):	1	-	1	=	0
	(5_gapdb, 9_gapdb):	1	-	1	=	0
	(5_gapdb, 10_gapdb):	1	-	1	=	0
	(5_gapdb, 11_gapdb):	1	-	1	=	0
	(5_gapdb, 12_gapdb):	1	-	1	=	0
	(6_gapdb, 1_gapdb):	1	-	1	=	0
	(6_gapdb, 2_gapdb):	1	-	1	=	0
	(6_gapdb, 4_mands):	1	-	1	=	0
	(6_gapdb, 5_gapdb):	1	-	1	=	0
	(6_gapdb, 7_gapdb):	1	-	1	=	0
	(6_gapdb, 8_gapdb):	1	-	1	=	0
	(6_gapdb, 9_gapdb):	1	-	1	=	0
	(6_gapdb, 10_gapdb):	1	-	1	=	0
	(6_gapdb, 11_gapdb):	1	-	1	=	0
	(6_gapdb, 12_gapdb):	1	-	1	=	0
	(7_gapdb, 1_gapdb):	1	-	1	=	0
	(7_gapdb, 2_gapdb):	1	-	1	=	0
	(7_gapdb, 4_mands):	1	-	1	=	0
	(7_gapdb, 5_gapdb):	1	-	1	=	0
	(7_gapdb, 6_gapdb):	1	-	1	=	0
	(7_gapdb, 8_gapdb):	1	-	1	=	0
	(7_gapdb, 9_gapdb):	1	-	1	=	0
	(7_gapdb, 10_gapdb):	1	-	1	=	0
	(7_gapdb, 11_gapdb):	1	-	1	=	0
	(7_gapdb, 12_gapdb):	1	-	1	=	0
	(8_gapdb, 1_gapdb):	1	-	1	=	0
	(8_gapdb, 2_gapdb):	1	-	1	=	0
	(8_gapdb, 4_mands):	1	-	1	=	0
	(8_gapdb, 5_gapdb):	1	-	1	=	0
	(8_gapdb, 6_gapdb):	1	-	1	=	0
	(8_gapdb, 7_gapdb):	1	-	1	=	0
	(8_gapdb, 9_gapdb):	1	-	1	=	0
	(8_gapdb, 10_gapdb):	1	-	1	=	0
	(8_gapdb, 11_gapdb):	1	-	1	=	0
	(8_gapdb, 12_gapdb):	1	-	1	=	0
	(9_gapdb, 1_gapdb):	1	-	1	=	0
	(9_gapdb, 2_gapdb):	1	-	1	=	0
	(9_gapdb, 4_mands):	1	-	1	=	0
	(9_gapdb, 5_gapdb):	1	-	1	=	0
	(9_gapdb, 6_gapdb):	1	-	1	=	0
	(9_gapdb, 7_gapdb):	1	-	1	=	0
	(9_gapdb, 8_gapdb):	1	-	1	=	0
	(9_gapdb, 10_gapdb):	1	-	1	=	0
	(9_gapdb, 11_gapdb):	1	-	1	=	0
	(9_gapdb, 12_gapdb):	1	-	1	=	0
	(10_gapdb, 1_gapdb):	1	-	1	=	0
	(10_gapdb, 2_gapdb):	1	-	1	=	0
	(10_gapdb, 4_mands):	1	-	1	=	0
	(10_gapdb, 5_gapdb):	1	-	1	=	0
