	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 100 probes.

elevators-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
12		35			35
13		257			257
17		3426			3459.12
18		6357			6259.2
19		17367			17623.1
20		80185			47629.6
21		80811			65528.5
22		1.82683e+06			1.34249e+06
23		2.71953e+06			1.47996e+06
24		7.61989e+06			1.06686e+07
25		1.24578e+07			9.23837e+06
26		2.08719e+07			5.28626e+06

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
43		4			4
47		32			32
48		1042			1122.69
50		46995			57557.3
51		49025			46597.5
52		1.35551e+06			1.34664e+06
53		3.69454e+07			3.8457e+07
54		3.69487e+07			4.39807e+07
55		3.94449e+07			2.27536e+07
56		3.97297e+07			2.32566e+07

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
34		10			10
35		96			90.96
36		123			123.76
37		200			200.56
38		266			265.72
39		293			287.2
40		1708			1819.92
41		23348			23486
42		43857			56260.2
43		86903			100116
44		453795			448571
45		504536			349268
46		3.45045e+06			4.16867e+06
47		1.16266e+07			5.57736e+06

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		1			1
33		10			10
35		38			38.04
37		134			135.28
38		170			163.82
39		173			166.82
40		2116			2048.79
41		2497			2579.99
42		12143			21103
43		21661			28123.3
44		59473			55392.2
45		153912			131579
46		209768			223498
47		3.50073e+06			973551
48		6.03508e+06			4.35053e+06
49		2.17797e+07			2.0107e+07
50		3.65862e+07			1.80227e+07

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
25		1			1
30		10			10
31		424			430.72
32		478			499.32
34		56515			54543.4
36		136147			138580
37		1.93261e+07			2.49243e+07
38		3.77785e+07			5.56668e+07

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
34		779			798.74
35		1253			1222.57
36		1297			1377.48
37		1341			1285.44
38		2345			2428.03
39		86861			80829.4
40		176036			168953
41		1.50599e+06			1.0052e+06

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		49			49
32		1.77144e+06			1.6049e+06
34		9.63724e+06			8.87366e+06
35		9.76636e+06			9.06517e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
32		1477			1474.2
37		277242			230446
38		937148			589716
39		9.40345e+06			7.01402e+06
40		9.45179e+06			6.95865e+06
41		1.0125e+07			1.19213e+07
42		2.29643e+07			1.76084e+07
43		8.69942e+07			4.0539e+07

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
41		3			3
44		659			681.02
45		660			652
46		671			613.3
47		691			714.7
48		697			708.14
49		39305			39279.5
50		53547			45316
51		89556			146426
52		105799			76378.1
53		147355			192656
54		1.16584e+06			1.35205e+06
55		2.20403e+06			3.57119e+06
56		7.35599e+06			5.11567e+06

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		1			1
31		7			7
33		67			66.52
35		79			80.28
36		118			112.29
37		181			207.96
38		3565			2532.17
39		3586			4603.79
40		397153			475402
41		397813			553639
42		412783			294722
43		833229			572374
44		5.7959e+06			3.17799e+06
45		2.76111e+07			1.56383e+07
46		2.81213e+07			7.91216e+06

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
31		5			5
34		27			27
35		53			53
36		84			84.32
37		168			172.38
38		259			254.37
39		304			272.46
40		645			695.27
41		1971			1827.82
42		6578			5818.36
43		10472			9576.84
44		17881			13702
45		33504			49850.2
46		59676			45315.8
47		195526			143765
48		330334			489058
49		1.03647e+06			900552
50		8.25941e+06			7.21197e+06
51		9.45861e+06			4.13124e+06
52		3.85191e+07			6.48548e+06
53		9.60582e+07			8.15758e+07
54		1.44418e+08			1.98247e+08

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
21		1626			1626
26		716259			618076
28		3.78832e+06			2.19305e+06
30		4.92764e+06			1.90038e+06

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
35		1			1
40		305			282.92
41		343			334.84
43		802			849.04
45		10722			10930.7
46		90040			63527
47		170559			156713
48		260880			262549
49		370866			325713
50		1.64444e+06			1.52147e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
19		298			298
24		3124			3133.12
25		76375			76773.5
26		411712			275962
27		488995			133895
28		767984			259674
29		790448			395285
30		1.53967e+06			647971
31		4.24962e+07			1.26503e+07

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		2			2
29		3			3
32		13			13
33		17			17.12
34		30			30
35		37			36.36
36		41			41.22
37		155			143.76
38		199			182.3
39		600			520.42
40		851			913.15
41		1274			1420.41
42		3533			4027.88
43		5046			6055.77
44		19077			24694.5
45		27301			41716.1
46		89272			67982.3
47		183196			123218
48		759179			332156
49		2.6807e+06			1.30457e+06
50		3.48761e+06			2.96296e+06
51		8.18974e+06			3.63413e+06
52		1.41758e+07			3.15405e+07
53		5.78546e+07			8.25653e+07
54		2.09614e+08			1.65127e+08

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		64			64
18		7660			7653.76
19		22734			15922.9
20		31579			21547.5
21		39070			27000.3
22		41730			54097.1
23		42374			28212.7
24		751704			489625
25		3.94458e+06			1.63118e+06
26		9.27924e+06			4.78951e+06
27		1.47034e+07			5.63325e+06
28		1.80949e+07			1.46614e+07
29		2.0518e+07			6.35361e+06
30		9.21097e+07			3.33215e+07

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		1			1
32		38			38
33		536			538.52
34		75697			76414.6
35		75722			74222.2
37		78960			76703.7
38		220922			223135
39		4.5577e+06			6.24226e+06
40		1.89151e+07			9.52532e+06

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		3			3
36		4			4
37		8			7.96
38		9			8.93
39		13			13
40		24			23.92
41		33			34.4
42		84			95
43		102			107.18
44		235			244.81
45		284			277.18
46		596			578.53
47		1102			986.36
48		1702			1540.53
49		5989			6316.92
50		7208			8254.72
51		23504			23693.9
52		29761			27539.3
53		57090			46647
54		124633			109422
55		173530			161298
56		1.09893e+06			662978
57		1.25826e+06			1.55584e+06
58		4.80197e+06			2.9489e+06
59		6.12116e+06			5.08101e+06
60		1.12915e+07			1.45302e+07
61		9.79147e+07			2.88258e+07

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
22		1			1
27		508			522.88
28		1775			1848.84
29		6246			6217.32
30		17581			15475.2
31		18494			17665.6
32		40099			39107.7
33		4.55823e+06			4.34512e+06
34		9.46695e+06			7.93406e+06
35		2.0016e+07			4.0611e+06

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		247			243.08
32		22576			22698.8
36		32063			30937.1
37		708724			1.40157e+06
38		4.04953e+06			2.81598e+06
39		1.71392e+08			2.14045e+08
40		1.73363e+08			1.51929e+08
