	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 100 probes.

blocks

probBLOCKS-15-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
probBLOCKS-16-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		3			3
31		4			4
32		50			51.28
33		62			63.16
34		801			817.48
35		971			982.72
36		14231			12291.9
37		16983			14688.6
38		315635			234133
39		371353			334262
40		1.11229e+07			5.2747e+06
41		1.28852e+07			1.56419e+07
42		6.78888e+08			4.34596e+08
43		7.71909e+08			2.53311e+08

probBLOCKS-10-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
18		3			3
20		18			17.64
22		119			112.56
23		120			112.56
24		1149			1560.88
25		1212			2386.82
26		16896			9989.26
27		19211			11668.3
28		362011			370112
29		437903			533819
30		1.04763e+07			2.20487e+06
31		1.30125e+07			638653
32		3.64288e+08			3.61628e+07
33		4.52207e+08			3.91892e+07
34		1.37079e+10			1.81739e+09

probBLOCKS-14-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		9			8.68
27		10			10.32
28		460			637.48
29		498			420.96
30		27864			22586.2
31		29972			15078.2
32		2.21613e+06			2.0661e+06
33		2.38745e+06			3.8105e+06
34		2.16682e+08			1.09943e+08
35		2.34922e+08			1.74363e+08

probBLOCKS-6-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		65			69.16

probBLOCKS-11-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		23			22.8
21		28			26.44
22		1315			1438.56
23		1618			1796.16
24		69606			76261.9
25		86557			86564.4
26		3.51914e+06			3.96957e+06
27		4.40907e+06			5.30589e+06
28		1.72089e+08			2.12912e+08
29		2.15908e+08			1.53389e+08
30		8.24758e+09			1.29518e+10

probBLOCKS-10-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
18		3			3
20		28			27.72
22		281			303.54
24		3574			3493.68
26		59308			36579.8
27		59573			36579.8
28		1.24711e+06			2.6607e+06
29		1.27009e+06			573912
30		3.26303e+07			4.09179e+07
31		3.40564e+07			1.98905e+07
32		1.06758e+09			2.14216e+08

probBLOCKS-9-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		3			3
16		18			18.32
18		118			115.8
20		989			969.96
22		10038			9787.88
24		115684			99461.5
26		1.4694e+06			709572
27		1.47066e+06			1.04621e+06
28		2.07445e+07			1.21456e+07
29		2.08679e+07			7.81992e+06
30		3.40274e+08			6.21261e+08

probBLOCKS-9-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		1			1
16		3			3
18		9			9.13
20		34			32.65
22		183			232.18
24		1352			1125.19
25		1377			1100.14
26		13278			17864.8
27		14012			12087.9
28		179863			120167
