	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 100 probes.

blocks

probBLOCKS-15-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		38			41.5
28		2993			1722.15
30		181180			105052
32		9.92211e+06			6.40319e+06
33		9.92522e+06			4.49403e+07
34		5.20199e+08			4.25571e+08
35		5.20998e+08			4.20293e+08

probBLOCKS-16-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		3			3
28		21			21.12
29		23			23.04
30		175			165.78
31		194			184.8
32		1943			1607.4
33		2140			1799.76
34		29110			25803.4
35		32004			27248.1
36		565198			773333
37		626809			907143
38		1.34376e+07			1.13904e+07
39		1.51338e+07			5.86362e+06
40		3.69302e+08			1.04667e+08
41		4.2336e+08			1.08338e+08
42		1.11719e+10			4.99741e+09

probBLOCKS-5-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		2			2
10		7			7.14
12		29			28.68
14		170			190.94
15		177			163.32
16		1497			1391.7

probBLOCKS-9-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
16		3			3
18		16			15.7
19		18			18.16
20		98			116.62
21		118			144.7
22		793			820.94
23		987			926.88
24		9115			9713.92
25		11097			12177.3
26		193819			457328

probBLOCKS-8-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		82			54.24
15		84			82.04
16		4261			2778.73

probBLOCKS-6-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		6			6
11		7			7
12		70			63.85

probBLOCKS-4-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		10			9.88

probBLOCKS-8-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		5			5.08
13		7			7.06
14		113			135.98
15		150			183.5
16		2316			2667.34
17		3051			2650.33
18		47413			58636

probBLOCKS-4-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
5		2			2
6		4			4
7		6			6
8		12			12.32
9		17			17.18
10		48			52.88

probBLOCKS-13-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
24		4			4
26		55			52.06
28		927			724.27
30		26066			11446.7
31		26142			8879.65
32		981982			434370
33		995413			284512
34		4.01068e+07			2.49241e+07
35		4.14996e+07			2.49241e+07
36		1.69652e+09			1.28877e+09
37		1.8084e+09			6.26158e+08

probBLOCKS-11-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		23			535.33
21		28			572.59
22		1315			12277.1
23		1618			9987.22
24		69606			210994
25		86557			215843
26		3.51914e+06			2.05285e+06
27		4.40907e+06			3.2928e+06
28		1.72089e+08			5.90777e+07
29		2.15908e+08			5.56777e+07
30		8.24758e+09			8.62711e+08

probBLOCKS-12-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
32		6			1.19479e+08
34		378			3.53561e+09
35		383			4.75394e+10
36		23938			5.2976e+10
37		24643			5.65757e+10
38		1.47186e+06			3.62459e+12
39		1.54168e+06			1.28054e+13
40		9.86696e+07			1.04381e+15
41		1.04724e+08			1.2163e+15
42		8.44534e+09			3.09477e+16

probBLOCKS-13-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
24		2			2
25		3			3
26		18			17.94
27		23			23.28
28		146			141.36
29		179			184.68
30		1400			1236.84
31		1675			1363.08
32		18011			18371.7
33		21211			19906.9
34		330699			207812
35		389140			196370
36		8.21884e+06			2.18783e+06
37		9.74226e+06			5.48887e+06
38		2.6014e+08			1.04184e+09
39		3.08652e+08			1.31776e+09
40		1.0654e+10			1.4637e+09

probBLOCKS-5-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		3			3
7		4			4
8		16			15.6
9		20			19.6
10		79			78.61
11		98			102.94
12		464			461.3

probBLOCKS-7-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		3			3
12		29			25.86
14		256			243.72
16		2260			2833.62
17		2269			1923.6
18		20469			14809.4
19		20730			18779.2
20		201387			233739

probBLOCKS-17-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
32		6			6
34		378			356.5
35		383			321.6
36		23938			25047.2
37		24643			21759.9
38		1.47186e+06			1.15669e+06
39		1.54168e+06			791390
40		9.86696e+07			1.21885e+08
41		1.04724e+08			1.27248e+08
42		8.44534e+09			5.2077e+09

probBLOCKS-5-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		3			3
7		5			5
8		25			25.18
9		37			37.34
10		199			212.41

probBLOCKS-11-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
16		2			2
18		13			13.08
20		96			89
22		808			811.22
23		816			814.18
24		7581			8246.32
25		7743			8596.84
26		79821			85619.9
27		82829			84756.1
28		989930			855985
29		1.0491e+06			1.04173e+06
30		1.54211e+07			1.39053e+07
31		1.66549e+07			1.3024e+07
32		3.08102e+08			2.06238e+08
33		3.35076e+08			3.93655e+08
34		7.54899e+09			2.38414e+09

probBLOCKS-12-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
22		3			3
24		21			21.06
25		23			22.98
26		165			184.68
27		186			185.64
28		1621			1459.02
29		1855			1935.9
30		20625			17054.8
31		23635			20146.4
32		389465			232667
33		434440			359012
34		1.41259e+07			1.02619e+07

probBLOCKS-15-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		3			3
28		23			22.5
30		187			184.74
32		1808			1591.02
34		20530			16557.3
36		262065			238419
38		3.63558e+06			4.39147e+06
39		3.63713e+06			2.9843e+06
40		5.43013e+07			3.316e+07
41		5.44712e+07			2.65133e+07
42		8.93324e+08			1.49933e+09
43		9.04538e+08			1.50005e+09

probBLOCKS-7-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		2			2
12		15			14.88
14		97			95.06
15		99			96.68
16		644			580.32
17		668			679.8
18		5015			6855.08
19		5324			5554.74
20		57370			66771.3
21		62437			81312
22		1.05948e+06			4.0609e+06

probBLOCKS-8-1.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		5			5.04
11		7			6.7
12		94			94.3
13		127			113.98
14		1498			1526.82
15		2001			2096.82
16		23355			28549.4
17		30577			36553.5
18		380001			352361
19		482629			445843
20		6.71614e+06			6.72762e+06

probBLOCKS-6-2.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		2			2
12		6			6
13		7			7
14		23			23.32
15		29			28.16
16		154			171.38
17		198			231.12
18		1948			2080.06
19		2448			3468
20		32649			19618.5

probBLOCKS-14-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
22		3			3
24		29			29.5
26		295			271.53
27		305			317.52
28		3807			3618.41
29		4067			3179.93
30		72380			93569.7
31		79198			103086
32		2.18189e+06			1.74752e+06
33		2.41801e+06			2.77933e+06
34		8.90774e+07			3.91968e+07
35		9.94127e+07			1.25728e+08
36		4.09385e+09			4.19482e+08
37		4.59419e+09			2.22293e+08

probBLOCKS-10-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
18		5			4.76
20		38			37.14
22		327			326.78
24		3502			3338.4
25		3505			2964.66
26		46122			49630.5
27		46493			51632.1
28		770552			629880
29		796776			414932
30		1.70839e+07			9.47415e+06
31		1.8525e+07			9.91402e+06
32		4.87578e+08			2.95808e+08
33		5.56401e+08			2.39659e+08
34		1.62797e+10			1.79727e+09

probBLOCKS-4-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		7			7

probBLOCKS-7-0.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		1			1
13		2			2
14		5			5.08
15		7			7.1
16		21			22.08
17		27			27.78
18		133			138.74
19		160			138.88
20		1753			1772.5

