	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 100 probes.

tidybot-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
21		1.24626e+06			1.32617e+06
22		3.34087e+06			3.64223e+06
23		8.6012e+06			8.98213e+06
24		2.29597e+07			2.47656e+07
25		5.89488e+07			5.60655e+07
26		1.56844e+08			1.28041e+08
27		4.01839e+08			4.31491e+08

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		3			3
12		7			7
13		15			15
14		36			35.84
15		79			79.01
16		193			196.69
17		440			428.51
18		1087			1110.7
19		2548			2713.8
20		6388			6415.55
21		15348			15719
22		39376			39842.4
23		97397			119610
24		258462			284882
25		664160			727173
26		1.84196e+06			1.55113e+06
27		4.9634e+06			4.34399e+06
28		1.44657e+07			8.22559e+06
29		4.10545e+07			3.2455e+07
30		1.2542e+08			1.13195e+08

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		2			2
7		8			8
8		31			31
9		90			90.78
10		298			305.85
11		835			797.98
12		2680			2753.5
13		7871			8297.04
14		25802			26549.1
15		81845			76815.9
16		279751			255101
17		957468			1.07563e+06
18		3.40655e+06			3.77152e+06
19		1.23286e+07			1.27589e+07
20		4.50548e+07			5.84662e+07

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
9		3			3
10		7			7
11		15			15
12		36			36.26
13		79			80.1
14		193			192.04
15		440			445.44
16		1087			1050.97
17		2548			2596.6
18		6388			6440.22
19		15342			15335.2
20		39365			40322.6
21		97264			101027
22		258410			265173
23		663522			617633
24		1.8495e+06			1.6316e+06
25		4.99917e+06			4.69633e+06
26		1.47692e+07			1.3772e+07
27		4.24246e+07			5.22787e+07

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		5			5
8		27			27
9		95			95
10		317			316.35
11		1084			1083.75
12		3543			3490.14
13		12173			12609.8
14		42555			43748.3
15		154176			138679
16		591627			817261

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		5			5
9		27			27
10		95			95
11		317			314.82
12		1084			1098.97
13		3337			3288.39
14		10753			10530.4
15		31782			31718.8
16		97691			95751.2
17		282017			251795
18		848508			885463
19		2.44027e+06			2.46179e+06
20		7.39381e+06			7.25588e+06
21		2.18199e+07			1.88489e+07
22		6.8771e+07			7.40644e+07

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		2			2
10		8			8
11		23			23
12		62			62.1
13		180			183.52
14		473			471.99
15		1342			1324.13
16		3512			3643
17		9749			9957.25
18		25482			26419.2
19		70239			73110.9
20		184550			185049
21		513033			522289
22		1.36898e+06			1.15391e+06
23		3.89587e+06			4.72502e+06
24		1.06921e+07			1.02548e+07
25		3.15501e+07			3.42719e+07
26		9.009e+07			9.32614e+07
27		2.77555e+08			2.35787e+08

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
7		3			3
8		9			9
9		21			21
10		59			59.28
11		148			150.16
12		442			451.07
13		1229			1201.17
14		3846			3667.1
15		11447			11693
16		36657			36731.7
17		113008			103719
18		366810			388917
19		1.15143e+06			1.06555e+06
20		3.78373e+06			4.14542e+06
21		1.20098e+07			1.57995e+07
22		4.00018e+07			4.2197e+07

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		2			2
9		8			8
10		31			31
11		90			90.5
12		309			306.53
13		877			865.35
14		2976			3067.44
15		8595			8815.77
16		29160			26775
17		86162			85153.5
18		292293			304960
19		884067			805212
20		3.00258e+06			2.67085e+06
21		9.30537e+06			8.87641e+06
22		3.17225e+07			3.107e+07
23		1.00886e+08			1.0717e+08

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		2			2
10		8			8
11		23			23
12		62			61.6
13		180			179.58
14		473			490.84
15		1342			1386.24
16		3512			3582.97
17		9720			10292.6
18		25324			25696.4
19		68967			68996.9
20		178873			185784
21		482443			468000
22		1.24626e+06			1.3235e+06
23		3.34087e+06			3.30931e+06
24		8.60125e+06			9.0461e+06
25		2.29599e+07			2.23477e+07
26		5.89515e+07			6.09352e+07
27		1.56851e+08			1.45039e+08
28		4.01916e+08			4.23467e+08
