	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 100 probes.

tidybot-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		2			2
7		8			8
8		31			31
9		90			90.36
10		309			308.55
11		926			889.28
12		3307			3704.04
13		11001			11302.6
14		41097			41386.5
15		147520			157864
16		560964			662148
17		2.0793e+06			2.56297e+06
18		7.91177e+06			7.12606e+06
19		2.95398e+07			2.93298e+07

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		2			2
7		8			8
8		31			31
9		90			89.1
10		309			305.46
11		877			889.12
12		3007			3180.1
13		8766			9586.42
14		30648			28986.8
15		93240			90135.4
16		334658			281123
17		1.06791e+06			1.0812e+06
18		3.94038e+06			3.99602e+06
19		1.31401e+07			1.2839e+07
20		4.96487e+07			4.06726e+07

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		1			1
8		3			3
9		7			7
10		20			20.08
11		49			49
12		149			153.31
13		375			371.59
14		1222			1143.88
15		3225			3379.15
16		11110			13084.3
17		31047			34750
18		111600			108789
19		330465			397476
20		1.22453e+06			1.66907e+06
21		3.81689e+06			4.59008e+06
22		1.44239e+07			1.60643e+07
23		4.6832e+07			4.38566e+07

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		5			5
7		27			27
8		133			133
9		471			472.94
10		1923			1903.92
11		6569			6611.83
12		26708			25610.6
13		96436			92147.1
14		398599			401489
15		1.51544e+06			1.73172e+06
16		6.26236e+06			5.89509e+06
17		2.44189e+07			2.6212e+07

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		3			3
12		9			9
13		21			21
14		59			59.09
15		150			154.35
16		455			464.4
17		1324			1304.17
18		4298			4057.31
19		13709			12895.2
20		45927			46333.7
21		152937			148724
22		517780			532328
23		1.75337e+06			1.80335e+06
24		5.95434e+06			6.54974e+06
25		2.02851e+07			1.9116e+07
26		6.89772e+07			7.26685e+07

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		2			2
9		8			8
10		31			31
11		90			89.52
12		309			304.7
13		931			939.98
14		3292			3367.96
15		10936			11282.4
16		39918			45059.1
17		141437			136684
18		520240			468190
19		1.88877e+06			1.83253e+06
20		6.91198e+06			7.5365e+06
21		2.51879e+07			2.37167e+07
22		9.14574e+07			1.03082e+08

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		5			5
8		27			27
9		95			95
10		317			319.98
11		1084			1068.39
12		3543			3571.44
13		12073			12490.2
14		40910			40918.9
15		145044			145805
16		502302			495944
17		1.88258e+06			1.6565e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		2			2
10		8			8
11		23			23
12		62			62.2
13		180			180.83
14		473			474.48
15		1342			1290.22
16		3512			3530.84
17		9749			9334.54
18		25482			24398
19		70239			65818
20		184550			168151
21		513033			424396
22		1.36898e+06			1.45666e+06
23		3.89587e+06			3.26499e+06
24		1.06921e+07			1.21686e+07
25		3.15501e+07			4.37869e+07
26		9.009e+07			8.43982e+07
27		2.77555e+08			3.01067e+08

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		65			65

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		3			3
12		9			9
13		21			21
14		59			59.16
15		150			148.79
16		455			458.87
17		1324			1291.96
18		4298			4428.37
19		13709			14210.3
20		45927			48688.7
21		152937			182707
22		517760			535313
23		1.75322e+06			1.73851e+06
24		5.95296e+06			6.12679e+06
25		2.0276e+07			2.00077e+07
26		6.89242e+07			6.6339e+07

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		2			2
9		8			8
10		23			23
11		62			61.6
12		180			182.72
13		473			475.41
14		1342			1368.95
15		3512			3703.04
16		9720			9519.7
17		25324			28005.9
18		68967			76552.1
19		178873			188355
20		482443			513809
