	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 100 probes.

elevators-opt08-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		1			1
31		7			7
33		67			68.44
35		79			77.88
36		118			126.22
37		181			195.86
38		3565			3483.98
39		3586			3406.94
40		397153			398509
41		397813			284207
42		412783			197254
43		833229			254053
44		5.7959e+06			4.8813e+06
45		2.76111e+07			1.24083e+07
46		2.81213e+07			2.99444e+07

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
44		63			62.88
46		102			103.48
48		104			103.2
49		1472			1440.42
51		11156			10154.6
53		14960			15736.1
54		34646			34892.4
55		37738			35310.3
56		998485			683844
57		1.00442e+06			897925
58		2.45762e+06			3.96682e+06
59		2.74641e+06			2.43232e+06
60		4.12841e+06			1.97937e+06
61		5.58893e+07			3.37447e+07
62		6.28887e+07			5.74161e+07

p29.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
42		112			112.9
45		148			147.1
47		1483			1421.81
48		10639			9492.6
49		73721			73961.1
50		83001			55267.1
51		116831			98180.8
52		871250			868346
53		1.00294e+06			791365
54		1.05817e+07			9.09843e+06

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
34		10			10
35		96			94.4
36		123			133.24
37		200			190
38		266			295.6
39		293			310.24
40		1708			2024.46
41		23348			22721.7
42		43857			30536.7
43		86903			75126.8
44		453795			302460
45		504536			528252
46		3.45045e+06			1.78882e+06
47		1.16266e+07			5.21136e+06

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		3			3
36		4			4
37		8			7.81
38		9			9.17
39		13			13.16
40		24			26.08
41		33			32.24
42		84			87.48
43		102			99.28
44		235			241.03
45		284			307.17
46		596			555.21
47		1102			1205.86
48		1702			1841.88
49		5989			5337.68
50		7208			6382.34
51		23504			20994.9
52		29761			27619.5
53		57090			47685.8
54		124633			83937.2
55		173530			172877
56		1.09893e+06			1.26265e+06
57		1.25826e+06			821077
58		4.80197e+06			3.09445e+06
59		6.12116e+06			4.20397e+06
60		1.12915e+07			1.32127e+07
61		9.79147e+07			2.20355e+07

p25.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		22			22
44		2286			2166.87
45		2873			2568.55
46		79936			47236.7
48		84512			69002.1
49		220113			157381
50		346024			288193

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		2			2
29		3			3
32		13			13
33		17			17.36
34		30			29.9
35		37			37.36
36		41			41.54
37		155			136.02
38		199			196.56
39		600			574.64
40		851			823.67
41		1274			1277.99
42		3533			3434.98
43		5046			3898.46
44		19077			37213.7
45		27301			29606.5
46		89272			110359
47		183196			45264.5
48		759179			96150.6
49		2.6807e+06			2.04765e+06
50		3.48761e+06			196015
51		8.18974e+06			907384
52		1.41758e+07			2.28385e+07
53		5.78546e+07			5.21497e+06
54		2.09614e+08			3.32319e+07

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
32		1477			1476.6
37		277242			234423
38		937148			1.17321e+06
39		9.40345e+06			6.93987e+06
40		9.45179e+06			9.94811e+06
41		1.0125e+07			6.00133e+06
42		2.29643e+07			1.51483e+07
43		8.69942e+07			8.13344e+07

p30.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
38		40458			40663.9

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
34		779			751.28
35		1253			1391
36		1297			1157.46
37		1341			1375.4
38		2345			2443.4
39		86861			89444.5
40		176036			231976
41		1.50599e+06			1.08697e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		1			1
32		38			38
33		536			537.8
34		75697			75068.3
35		75722			76077.1
37		78960			78993.3
38		220922			212920
39		4.5577e+06			5.10512e+06
40		1.89151e+07			6.89665e+06

p22.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		64			64
18		7660			7911.08
19		22734			14804.3
20		31579			55560.8
21		39070			29856.4
22		41730			28629.1
23		42374			47570.8
24		751704			375123
25		3.94458e+06			1.48899e+06
26		9.27924e+06			4.14113e+06
27		1.47034e+07			7.65495e+06
28		1.80949e+07			1.60084e+07
29		2.0518e+07			4.97624e+06
30		9.21097e+07			2.46833e+07

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		11			11
36		56			56
37		600			606.92
38		5037			4824.72
39		5057			5134.96
40		5086			5234.94
41		6963			6389.57
42		33975			30507

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		53			53

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
21		1626			1626
26		716259			583366
28		3.78832e+06			1.18425e+06
30		4.92764e+06			1.97943e+06

p26.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		49			49
32		1.77144e+06			1.60061e+06
34		9.63724e+06			8.9545e+06
35		9.76636e+06			9.09168e+06

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
25		1			1
30		10			10
31		424			424.96
32		478			459.04
34		56515			56850.6
36		136147			147019
37		1.93261e+07			1.51865e+07
38		3.77785e+07			5.48717e+07

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
35		1			1
40		305			323.24
41		343			383.32
43		802			866.32
45		10722			11318.4
46		90040			99880.1
47		170559			175022
48		260880			191919
49		370866			401812
50		1.64444e+06			979904

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
25		1			1
30		4			4
32		38			37.66
33		59			58.45
34		78			73.68
35		84			82.6
36		127			127
37		2076			2021.98
38		2640			2112.54
39		132187			81662.4
40		229919			94282.8
41		375778			259783
42		505467			262295
43		876470			524754
44		6.73479e+06			8.45582e+06
45		1.40267e+07			6.17224e+06

p28.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
22		1			1
27		508			496.96
28		1775			1736.7
29		6246			5488.92
30		17581			15759.9
31		18494			13302.2
32		40099			42083.9
33		4.55823e+06			4.68633e+06
34		9.46695e+06			7.64162e+06
35		2.0016e+07			1.387e+07

p23.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
43		4			4
47		32			32
48		1042			1066.23
50		46995			40728
51		49025			55608.1
52		1.35551e+06			1.38046e+06
53		3.69454e+07			2.69921e+07
54		3.69487e+07			4.23541e+07
55		3.94449e+07			3.45953e+07
56		3.97297e+07			3.15715e+07

p21.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		247			245.82
32		22576			23097.1
36		32063			34938.4
37		708724			609326
38		4.04953e+06			3.34487e+06
39		1.71392e+08			1.60622e+08
40		1.73363e+08			1.36917e+08

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
29		1			1
31		5			5
34		27			27
35		53			53
36		84			83.68
37		168			167.71
38		259			248.68
39		304			281.29
40		645			625.5
41		1971			2042.84
42		6578			6973.5
43		10472			9225.87
44		17881			13414.2
45		33504			30564.5
46		59676			50482.1
47		195526			188626
48		330334			290883
49		1.03647e+06			864674
50		8.25941e+06			3.72725e+06
51		9.45861e+06			2.55089e+06
52		3.85191e+07			6.42009e+06
53		9.60582e+07			1.89137e+07
54		1.44418e+08			2.43722e+08

p24.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
19		298			298
24		3124			3110.08
25		76375			49146.7
26		411712			897080
27		488995			351039
28		767984			407102
29		790448			423916
30		1.53967e+06			1.02465e+06
31		4.24962e+07			2.39148e+07

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		1			1
33		10			10
35		38			38.18
37		134			136.14
38		170			171.65
39		173			174.03
40		2116			2047.61
41		2497			2575.51
42		12143			10053
43		21661			22362.2
44		59473			51899.2
45		153912			147702
46		209768			234737
47		3.50073e+06			1.9448e+06
48		6.03508e+06			2.67767e+06
49		2.17797e+07			1.11391e+07
50		3.65862e+07			2.35791e+07

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
12		35			35
13		257			257
17		3426			3415.92
18		6357			6227.16
19		17367			12712.8
20		80185			71032.8
21		80811			78126.7
22		1.82683e+06			2.08043e+06
23		2.71953e+06			1.56816e+06
24		7.61989e+06			2.96533e+06
25		1.24578e+07			3.98869e+06
26		2.08719e+07			5.51133e+06

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		1			1
33		10			10
34		13			13
35		31			30.76
36		36			36.52
37		57			59.44
38		96			96.31
39		150			141.62
40		526			487.41
41		979			1030.58
42		3450			3156.54
43		4864			4772.23
44		7726			6572.26
45		16544			11359.7
46		26399			26629.3
47		272892			245904
48		449988			299311
49		1.27532e+06			1.60906e+06
50		1.79305e+06			2.04496e+06
51		2.69853e+06			1.3182e+06
52		1.25219e+07			6.25347e+07
53		2.28071e+07			2.3019e+06

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
41		3			3
44		659			677.2
45		660			678.2
46		671			688.28
47		691			678.08
48		697			733.62
49		39305			49063.2
50		53547			49656.5
51		89556			65991.7
52		105799			141253
53		147355			192024
54		1.16584e+06			986691
55		2.20403e+06			3.77299e+06
56		7.35599e+06			2.54253e+06

p27.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
41		1			1
43		2			2
45		3			3
46		7			6.94
47		8			7.9
48		61			49.46
49		62			48.88
50		125			122.35
51		137			130.84
52		311			297.66
53		4632			7036.54
54		8340			6154
55		26117			33013.7
56		26462			24336.7
57		118919			88687.2
58		136070			52964.6
59		1.76706e+06			1.14034e+06
60		2.37699e+07			8.74867e+06
61		2.47144e+07			9.89292e+06

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		13			13
