	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 100 probes.

elevators-opt08-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		522			493.28
13		2948			2948.28
14		3313			2721.7
15		4207			2949.34
18		41998			35048.7
19		161204			121388
20		627376			439705
21		754784			420214
22		1.04252e+06			738836
23		1.0846e+06			581977
24		2.70247e+06			4.39703e+06
25		1.85463e+07			2.29873e+07
26		4.93181e+07			8.71102e+07
