	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 100 probes.

barman-opt11-strips

pfile01-004.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		11			10.84
21		39			36.62
22		393			426.7
23		1535			1473.64
24		11535			12189.9
25		46079			44063.6
26		313741			238364
27		1.24e+06			1.44196e+06
28		8.05636e+06			9.26979e+06
29		3.12866e+07			3.08047e+07
30		1.98289e+08			2.11657e+08
31		7.56641e+08			7.26472e+08
32		4.72728e+09			4.60735e+09
33		1.77578e+10			1.14297e+10

pfile02-005.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
21		9			9
22		15			14.2
23		315			309.4
24		665			672.66
25		8917			9280.3
26		23849			25646
27		246839			251091
28		781103			731376
29		6.70237e+06			5.25351e+06
30		2.39819e+07			2.26258e+07
31		1.79038e+08			1.45785e+08
32		7.03811e+08			7.02245e+08
33		4.72021e+09			6.66945e+09

pfile01-003.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		11			10.72
21		39			39.62
22		393			385.04
23		1535			1717.5
24		11553			12150.9
25		46085			43702.4
26		314473			315391
27		1.24037e+06			1.34121e+06
28		8.07732e+06			6.79277e+06
29		3.1301e+07			3.37749e+07
30		1.98813e+08			1.81427e+08
31		7.57102e+08			1.15036e+09
32		4.73944e+09			3.77797e+09
33		1.77709e+10			1.36221e+10

pfile01-002.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		11			11.56
21		39			37.62
22		393			437.34
23		1535			1623.3
24		11535			11546
25		46079			44488.2
26		313741			279171
27		1.24e+06			1.18408e+06
28		8.05636e+06			8.34832e+06
29		3.12866e+07			2.96334e+07
30		1.98289e+08			2.15646e+08
31		7.56641e+08			8.6525e+08
32		4.72728e+09			4.3471e+09
33		1.77578e+10			2.45357e+10

pfile01-001.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
19		7			7
20		9			9
21		165			169.7
22		233			226.64
23		3077			2640.78
24		4889			4412.94
25		56981			53559.9
26		100793			123812
27		1.05778e+06			1.03256e+06
28		2.05559e+06			1.96103e+06
29		1.968e+07			1.56385e+07
30		4.15379e+07			4.14127e+07
31		3.66864e+08			3.35942e+08
32		8.32958e+08			5.47174e+08
33		6.85133e+09			7.34609e+09
