	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 1000 probes.

barman-opt11-strips

pfile01-004.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		11			10.924
21		39			38.676
22		393			381.872
23		1535			1561.15
24		11535			11501.3
25		46079			46656.4
26		313741			329750
27		1.24e+06			1.2413e+06
28		8.05636e+06			7.82185e+06
29		3.12866e+07			3.06285e+07
30		1.98289e+08			1.94561e+08
31		7.56641e+08			7.67704e+08
32		4.72728e+09			4.86614e+09
33		1.77578e+10			1.71523e+10

pfile02-005.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
21		9			9
22		15			14.888
23		315			304.762
24		665			671.004
25		8917			8983.06
26		23849			24217.2
27		246839			241333
28		781103			766224
29		6.70237e+06			7.35013e+06
30		2.39819e+07			2.45617e+07
31		1.79038e+08			1.70272e+08
32		7.03811e+08			7.60651e+08
33		4.72021e+09			5.00426e+09

pfile01-003.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		11			10.648
21		39			38.834
22		393			391.634
23		1535			1491.17
24		11553			11592.3
25		46085			46103.9
26		314473			321525
27		1.24037e+06			1.36979e+06
28		8.07732e+06			8.57674e+06
29		3.1301e+07			3.16471e+07
30		1.98813e+08			1.94354e+08
31		7.57102e+08			7.21292e+08
32		4.73944e+09			4.47104e+09
33		1.77709e+10			1.7307e+10

pfile01-002.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		11			11.2
21		39			39.134
22		393			384.3
23		1535			1604.87
24		11535			11475.8
25		46079			49502
26		313741			321845
27		1.24e+06			1.28274e+06
28		8.05636e+06			8.17559e+06
29		3.12866e+07			3.03759e+07
30		1.98289e+08			2.20531e+08
31		7.56641e+08			7.27095e+08
32		4.72728e+09			5.49777e+09
33		1.77578e+10			1.45893e+10

pfile01-001.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
19		7			7
20		9			9
21		165			169.562
22		233			245.164
23		3077			2852.57
24		4889			4618
25		56981			56981.6
26		100793			100979
27		1.05778e+06			1.14647e+06
28		2.05559e+06			2.0782e+06
29		1.968e+07			2.19881e+07
30		4.15379e+07			4.66858e+07
31		3.66864e+08			4.20488e+08
32		8.32958e+08			1.12297e+09
33		6.85133e+09			7.42102e+09
