	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 5000 probes.

floortile-opt11-strips

opt-p01-001.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		6			6
29		28			28.0028
30		231			229.263
31		917			914.126
32		5258			5164.45
33		20682			20713
34		105783			105342
35		416177			400370
36		1.96012e+06			1.94795e+06
37		7.77007e+06			7.70875e+06
38		3.61606e+07			3.4002e+07

opt-p01-002.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
24		1			1
25		31			30.9536
26		118			118.72
27		591			604.243
28		2214			2244.69
29		9456			9573.89
30		37208			36412.1
31		150454			142535
32		654579			621832
33		3.53239e+06			2.87754e+06
