	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 5000 probes.

elevators-opt08-strips

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		4			4
36		5			5
37		7			7
39		9			8.992
40		24			24.0372
41		39			38.9064
42		63			63.199
43		72			71.523
44		142			142.047
45		237			236.978
46		351			351.396
47		715			717.108
48		1322			1312.53
49		2793			2709.94
50		4289			4131.36
51		7543			7578.7
52		13977			14094.2
53		40581			45688
54		315850			271500

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
25		1			1
26		4			4
27		7			7
31		10			10
32		22			22
33		94			94.7204
34		134			131.978
35		300			304.008
36		1106			1095.57
37		1395			1390.49
38		2336			2269.42
39		3365			3248.59
40		8311			7679.39
41		25877			25365.2
42		46072			41268.7

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
41		4			4
42		6			6
43		18			17.997
44		28			28.024
45		35			35.047
46		65			64.555
47		94			93.3554
48		193			194.459
49		268			270.003
50		588			581.152
51		1054			1030.77
52		2250			2190.87
53		3731			3562.1
54		6159			5909.96
55		13525			12878.3
56		25172			23811.6

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		1			1
24		39			39
26		27378			27490.4
