	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 5000 probes.

elevators-opt11-strips

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
41		4			4
42		6			6
43		18			17.9952
44		28			28.0252
45		35			34.9942
46		65			65.031
47		94			93.812
48		193			191.821
49		268			265.711
50		588			584.876
51		1054			1038.93
52		2250			2175.45
53		3731			3620.77
54		6159			5898.16
55		13525			13187.5
56		25172			22720.3

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		4			4
36		5			5
37		7			7
39		9			8.9832
40		24			23.862
41		39			38.9772
42		63			63.16
43		72			72.4592
44		142			142.517
45		237			238.315
46		351			342.763
47		715			721.358
48		1322			1377.17
49		2793			2837.45
50		4289			4144.86
51		7543			7283.25
52		13977			14284.3
53		40581			42155.9
54		315850			281046
