	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 1000 probes.

elevators-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		75			75
15		149			149
16		371			371
18		408			408
19		1345			1364.56
20		17190			15477
21		78164			60232.3
22		91507			67858
23		146610			107038
24		167490			143581
25		543832			348490
26		4.77922e+06			2.93162e+06

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		13			13
15		34			34
16		40			40
17		43			43
19		57			55.507
20		288			278.514
21		1043			994.388
22		2388			2131.93
23		3375			3073.44
24		3922			3648.68
25		4280			3657.43
26		18386			15611.3
27		79687			45614.2
28		244088			147352
29		518039			438043
30		837919			423358
31		1.04223e+06			592155
32		2.57002e+06			1.25661e+06
33		1.09466e+07			1.09383e+07

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		28			28
15		37			37
16		64			64
17		73			73
18		127			127
19		136			136
20		1148			1153.47
21		2921			2860.19
22		4804			4633.95
23		7260			7414.59
24		11828			11446.9
25		14473			12226.5
26		88113			134950
27		276970			243604
28		603169			380348
29		1.01236e+06			1.41143e+06
30		1.78454e+06			1.77966e+06
31		2.56093e+06			1.16873e+06

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		7			7
15		19			19
16		25			25
17		31			31
19		40			40.108
20		220			217.036
21		643			638.002
22		1338			1236.41
23		1823			2007.47
24		2114			1929.02
25		2399			2169.9
26		19517			14369
27		80119			83763.1
28		160934			153532
29		286874			214364
30		352495			266324
31		684574			708154
32		2.48411e+06			1.63875e+06
33		1.08448e+07			6.43778e+06

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		19			19
15		55			55
16		82			82
17		100			100
19		685			699.625
20		3187			3110.04
21		8632			8123.78
22		13276			11641.8
23		16225			14794.5
24		17812			13325.5
25		97543			87216.2
26		1.03437e+06			842926
27		3.31267e+06			3.00623e+06
28		5.61709e+06			3.61022e+06

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		23			23
15		89			89
16		155			155
17		199			199
18		221			221
20		4137			4266.22
21		16504			14342.5
22		35537			31854
23		57943			52426.4
24		66413			61304.5
25		131586			84189.2
26		769556			799773
27		4.4234e+06			3.20982e+06

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		148			148
15		491			491
16		687			687
17		736			736
18		785			785
19		4165			4308.43
20		27328			25249.7
21		107203			88204
22		278777			194693
23		475980			298378
24		571604			363588
25		1.1772e+06			553712

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
15		15			15
16		29			29
17		57			57
18		71			71
19		78			78
20		129			127.894
21		252			252
22		964			901.774
