	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 1000 probes.

woodworking-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
140		3117			3240.93
145		42142			51177.8
150		93440			96487
155		937140			1.31286e+06
160		2.91348e+06			3.79288e+06

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
75		4			4
80		23			23
85		43			42.086
90		295			303.288
95		805			845.053
100		3889			3996.12
105		13759			13236
110		52031			58897.1
115		190075			178949
120		650433			734322
125		2.11288e+06			2.33122e+06
130		7.1169e+06			5.45203e+06
135		2.12007e+07			2.45012e+07
140		6.56617e+07			7.61349e+07

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
50		1			1
80		16			16
85		18			17.68
90		65			66.16
95		90			91.24
100		269			272.11
105		412			399.595
110		1803			1588.29
115		3432			3450.26
120		15662			12438.6
125		38122			38691.7
130		150696			212018
135		421071			324250
140		1.51264e+06			3.865e+06
145		4.4792e+06			2.06728e+06
150		1.52214e+07			8.36699e+07

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		2			2
115		4			4
125		34			34
130		45			45.272
135		737			796.968
140		1335			1353.27
145		17311			18227.8
150		45493			44602.9
155		428681			448926
160		1.57649e+06			2.0328e+06
165		1.07909e+07			1.12387e+07

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		6			6
75		15			15.124
80		59			58.78
85		181			193.369
90		762			964.144
95		2575			2620.95
100		10238			11784.9
105		39216			46003.3
110		153304			206859
115		608349			581580
120		2.49015e+06			3.30791e+06
125		1.01467e+07			4.91879e+06

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4
75		8			8
80		50			49.984
85		133			135.48
90		1045			1051.13
95		4734			5069.38
100		30755			31038.1
105		182245			184835
110		1.09017e+06			1.27648e+06
115		6.79585e+06			6.32217e+06

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
80		13			13.02
90		67			65.196
95		76			75.45
100		134			146.216
105		425			433.64
110		916			974.134
115		1085			1194.32
120		2604			2515.13
125		5886			6216.23
130		9824			10797.8
135		21254			21682.7
140		38992			37633.1
145		71511			67851.8
150		149981			148512
155		317716			252226
160		528952			517819
165		1.10564e+06			1.01634e+06
170		2.30967e+06			1.81289e+06
175		4.23023e+06			4.50402e+06
180		8.30342e+06			5.96193e+06
185		1.74681e+07			1.62242e+07
190		3.28075e+07			4.01812e+07
195		6.35551e+07			6.11288e+07
200		1.33861e+08			1.28041e+08
