	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 1000 probes.

woodworking-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
80		7			7
85		11			10.954
90		55			54.902
95		127			126.365
100		535			683.004
105		1554			1459.05
110		6286			8825.25
115		19208			17398.6
120		77049			96663.7
125		249048			306647
130		889101			673414
135		2.78447e+06			1.08993e+07
140		1.01966e+07			4.5551e+06

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		5			5
90		12			12.201
95		49			48.57
100		125			118.888
105		592			665.219
110		1782			1826.35
115		7949			10788.6
120		27998			56245.5
125		129849			126765
130		504995			566627
135		2.4202e+06			3.05206e+06
140		1.04937e+07			1.12282e+07

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
90		2			2
100		4			4
105		30			30.04
110		40			41.7
115		158			160.424
120		289			294.97
125		1066			1063.19
130		2833			2901.74
135		15718			19309.7
140		56151			57776.2
145		336669			311942
150		1.47149e+06			2.40914e+06
155		8.52781e+06			1.8361e+07

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		6			6.032
75		13			13.032
80		73			73.77
85		280			271.523
90		1613			1627.21
95		9474			9894.05
100		60275			59252.9
105		402850			356033
110		2.78402e+06			3.41702e+06
115		1.89352e+07			2.29526e+07

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4.052
80		32			32.176
85		94			95.406
90		368			382.536
95		1858			2242.86
100		9069			12095
105		35724			52693.5
110		177975			167328
115		710027			1.01846e+06
120		2.40917e+06			2.16584e+06
125		1.01918e+07			7.59356e+06
130		4.16458e+07			2.1525e+07

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		3			3
115		8			8.034
125		61			61.325
130		91			89.464
135		986			924.269
140		1889			1906.96
145		16166			14997.9
150		42024			44732.5
155		259467			241464
160		897928			985805
165		3.98687e+06			5.61099e+06
170		1.63566e+07			1.83802e+07
175		6.05817e+07			4.48588e+07

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
45		1			1
60		2			2
65		3			3
70		6			6
75		21			21
80		51			50.94
85		164			166.01
90		544			544.649
95		1840			1995.37
100		6534			6379.52
105		25210			38676.3
110		87304			84122
115		292929			222546
120		1.05684e+06			1.44594e+06
125		3.71145e+06			5.06767e+06
130		1.23204e+07			9.0112e+06
135		4.22435e+07			3.46649e+07
140		1.46621e+08			3.58468e+08

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
75		5			5.012
80		15			15.237
85		24			24.744
90		69			67.663
95		150			157.605
100		485			500.855
105		1243			1197.47
110		4666			4504.89
115		15819			16165.8
120		62603			60749.4
125		246179			266479
130		1.02661e+06			906211
135		4.24399e+06			4.43073e+06
140		1.78134e+07			1.35674e+07
145		7.27601e+07			9.01589e+07

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4
75		5			5
80		20			20.092
85		28			28.154
90		93			93.362
95		196			208.052
100		536			531.428
105		1070			1072.44
110		3042			2990.28
115		7195			7571.29
120		17621			16763.1
125		43015			42656.2
130		111708			101144
135		275275			223067
140		700770			654928
145		1.80798e+06			1.90014e+06
150		4.65243e+06			4.50747e+06
155		1.20153e+07			9.93533e+06
160		3.15372e+07			3.56847e+07
165		8.27478e+07			8.50871e+07
170		2.17045e+08			1.70901e+08

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
80		2			2
85		5			5
90		10			10.016
95		51			51.2
100		106			103.705
105		799			803.968
110		2140			2184.72
115		17107			17687.9
120		60635			50403.8
125		414691			402599
130		1.74888e+06			2.8561e+06
135		1.03788e+07			1.52311e+07
140		4.76053e+07			6.21431e+07

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		3			3
115		11			11
125		66			65.52
130		70			71.34
135		704			774.255
140		860			792.057
145		7468			7833.33
150		10998			11688.1
155		84121			65048.9
160		154640			230386
165		927598			769870
170		2.06641e+06			2.60766e+06
175		1.04184e+07			8.43511e+06
180		2.71615e+07			2.19926e+07
185		1.17677e+08			8.78364e+07

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
75		3			3
80		8			8
85		14			166.01
90		75			75.01
95		87			86.78
100		710			660.916
105		926			918.094
110		8846			9923.39
115		12840			14026.4
120		108365			120076
125		169006			232994
130		1.30205e+06			1.22314e+06
135		2.21813e+06			1.28938e+06
140		1.31859e+07			1.3137e+07
145		2.38291e+07			1.02953e+07

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		3			3
95		15			15
105		171			171.308
110		211			211.04
115		2015			2412.32
120		2983			3385.81
125		28932			36908.8
130		50464			78074.7
135		458310			461216
140		933258			1.02803e+06
145		7.37105e+06			1.6515e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		4			4
115		10			10
125		95			95.482
130		122			122.236
135		1931			1975.41
