	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 1000 probes.

tidybot-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		5			5
10		27			26.994
11		127			126.651
12		575			575.038
13		2236			2203.74
14		9504			9344.36
15		34210			34136.2
16		142108			140892
17		487809			480392
18		2.01548e+06			2.02336e+06

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
13		8			8
14		51			50.136
15		250			248.674
16		1585			1564.77
17		5222			5169.65
18		34248			33380.1
19		93422			91413.6
20		624050			626805
21		1.5317e+06			1.49322e+06

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		4			4
10		7			7.022
11		44			44.096
12		115			113.464
13		498			504.688
14		1577			1557.81
15		6134			6145.91
16		20986			20291.7
17		78401			78269.2
18		276476			278279
19		1.01744e+06			1.01448e+06

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
13		22			22.248
14		288			296.966
15		1886			1923.32
16		11201			11110
17		66287			66781.4
18		289088			279348
19		1.67548e+06			1.66595e+06

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
13		13			13
14		39			38.567
15		256			257.927
16		976			982.209
17		4242			4262.11
18		19144			18725.1
19		68102			68491.9
20		337874			335091
21		1.08869e+06			1.10375e+06

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		3			3
9		11			10.98
10		43			42.893
11		169			167.902
12		527			526.513
13		2256			2259.68
14		6266			6062.24
15		28808			28570.8
16		74289			72346.2
17		363909			376873
18		889119			875165

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		2			2
8		10			9.92
9		48			47.902
10		227			231.175
11		963			959.294
12		3961			3887.82
13		16426			15838.7
14		64093			60839.4
15		257457			260996
16		975342			820785
17		3.78642e+06			3.64055e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
16		11			11
17		78			78
18		304			306.003
19		2491			2481.98
20		6856			6814.22
21		56604			54989.2
22		135572			140108
23		1.08652e+06			1.09759e+06
24		2.41259e+06			2.38283e+06

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
1		1			1
2		8			8
3		49			49.321
4		278			280.748

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
13		13			13
14		28			27.985
15		236			237.923
16		573			566.422
17		3417			3400.09
18		9699			9484.93
19		46775			46470.9
20		154249			150708
21		639057			636822
22		2.38703e+06			2.33818e+06

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
16		9			9
17		57			57.02
18		201			202.388
19		1174			1170.28
20		3304			3264.93
21		16719			16628.3
22		46440			46020.6
23		204958			205192
24		593506			599837
25		2.34015e+06			2.34196e+06
26		7.16016e+06			7.07191e+06

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
16		9			9
17		12			12
18		139			138.252
19		281			273.831
20		1891			1879.74
21		5729			5630.97
22		26605			26496.7
23		107616			103455
24		395280			383946
25		1.8902e+06			1.87161e+06
26		6.12089e+06			6.37108e+06

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
12		6			6
13		33			33
14		137			137.394
15		677			675.508
16		2480			2500.33
17		10810			10616.9
18		40249			39983.4
19		158401			159950
20		615895			618753
21		2.23564e+06			2.20878e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
16		9			9
17		10			10
18		125			125
19		157			156.463
20		1378			1374.16
21		2019			2002.59
22		14194			14158.2
23		24521			24284.8
24		142818			142725
25		290031			285180
26		1.44209e+06			1.43363e+06

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
7		5			5.02
8		25			25.19
9		115			111.77
10		497			484.642
11		2115			1970.92
12		8801			8235.29
13		35920			36417.9
14		145400			129809
15		574649			567503
16		2.27658e+06			2.01865e+06

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		6			6
12		50			50.209
13		251			253.307
14		1151			1142.89
15		5354			5327.81
16		20161			20574.9
17		91084			88226.9
18		338203			355478
19		1.46782e+06			1.49165e+06

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		6			6
12		28			28
13		93			93.228
14		461			462.332
15		1085			1072.88
16		5371			5341.08
17		11216			11205.8
18		55143			55624.3
19		108888			110087
20		534574			528046
21		1.02578e+06			1.03932e+06
22		5.07366e+06			4.98277e+06

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
13		13			13
14		19			19
15		232			230.974
16		367			363.612
17		3330			3296.24
18		5855			5895.09
19		44421			44509.4
20		86361			85770.6
21		575801			574423
22		1.22509e+06			1.19513e+06

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		2			2
8		6			6
9		23			23.008
10		80			79.882
11		228			225.635
12		866			877.012
13		2122			2161.01
14		8464			8300.88
15		19124			18551.6
16		79258			80349.6
17		170426			167866
18		729384			708760
19		1.52366e+06			1.45299e+06

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		5			5
12		22			22.02
13		77			76.304
14		331			328.114
15		882			878.674
16		3464			3451.56
17		8716			8651.77
18		31362			31167.1
19		78201			77384.5
20		261164			258952
21		655382			638683
22		2.06138e+06			2.04061e+06
23		5.23236e+06			5.14937e+06
24		1.57105e+07			1.61097e+07
