	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 1000 probes.

elevators-opt08-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
36		143449			180339
37		262108			223080
38		411404			382716
39		686153			789504
40		1.3697e+06			1.01567e+06
41		3.31483e+06			2.08683e+06
42		7.92476e+06			4.67421e+06
43		1.55277e+07			1.70603e+07

p25.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		4			4
15		16			16
16		34			34
17		37			37
18		43			43
20		126			127.588
21		395			427.009
22		966			957.202
23		1721			1695.91
24		2472			2804.69
25		2931			2622.24
26		4582			4434.82
27		15221			13759.3
28		57965			50987.6
29		152689			92882.5
30		294014			204171
31		421559			315273
32		578384			363180
33		1.43104e+06			1.06147e+06
34		7.57042e+06			2.08032e+06

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
16		6			6
17		8			8
18		10			10
20		14			14
21		23			22.73
22		51			52.496
23		89			88.262
24		111			106.683
25		147			146.546
26		205			202.05
27		369			373.079
28		767			707.709
29		1257			1368.25
30		2004			1916.48
31		2691			2926.05
32		4338			4468.97
33		7420			6383.74
34		14649			10798.4
35		28018			32047.2
36		44463			45820.8
37		71679			60518.3
38		111221			244558
39		202480			141817
40		391012			332849
41		750684			574527
42		1.39236e+06			1.05828e+06
43		2.27927e+06			807557
44		3.98156e+06			2.42856e+06
45		6.86727e+06			6.92224e+06
46		1.32401e+07			8.83074e+06
47		2.63036e+07			7.29133e+06

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
15		15			15
16		29			29
17		57			57
18		71			71
19		78			78
20		129			129.99
21		252			248.121
22		964			931.148
23		1750			1740.99
24		3043			2689.48
25		4237			3636.59
26		5702			4478.27
27		13008			11173.1
28		28768			27888.4
29		77289			76936.4
30		141166			138045
31		236474			172064
32		369747			284080
33		575296			513512
34		1.45312e+06			918846
35		3.47996e+06			5.11208e+06
36		8.52502e+06			4.86928e+06
37		1.51577e+07			7.23884e+06

p30.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		315			315
15		1257			1257
16		2513			2513
19		18738			19028.2
20		296796			211584
21		1.35643e+06			766672

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		23			23
15		89			89
16		155			155
17		199			199
18		221			221
20		4137			3973.72
21		16504			15553
22		35537			33147.5
23		57943			49744.8
24		66413			49429.1
25		131586			92900.1
26		769556			727173
27		4.4234e+06			3.23237e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		51			51
15		88			88
16		151			151
17		188			188
18		226			226
19		2763			2811.01
20		8543			8589.84
21		21794			19802.1
22		31260			25683.3
23		40578			35330.9
24		49530			37636.8
25		443433			218063
26		2.35158e+06			1.49708e+06
27		5.05985e+06			4.04861e+06
28		9.1657e+06			7.68639e+06

p22.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
13		8			8
14		29			29
15		71			71
16		92			92
17		106			106
19		280			270.352
20		1312			1260.47
21		3071			2744.77
22		5800			5006.45
23		7853			7455.36
24		9507			8356.96
25		17473			13363.3
26		60393			51367.1
27		183717			151054
28		385114			232827
29		672343			379457
30		925476			1.07657e+06
31		1.51268e+06			839371
32		4.62925e+06			1.33675e+06
33		1.37768e+07			4.36582e+06

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		7			7
15		13			13
16		25			25
18		28			28
19		37			36.808
20		99			95.986
21		267			252.383
22		426			418.656
23		698			704.566
24		811			771.756
25		1147			1070.9
26		2299			1825.2
27		6211			5575.75
28		12365			10940.6
29		21035			16993.5
30		33004			28854.8
31		43829			54988.7
32		82401			52800.4
33		176855			144753
34		448076			475052
35		889206			917313
36		1.66857e+06			1.17416e+06
37		2.54766e+06			3.98749e+06
38		3.94092e+06			2.21861e+06
39		8.52498e+06			6.29545e+06
40		2.00918e+07			8.88237e+06
41		4.89885e+07			3.79452e+07

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		19			19
15		73			73
16		100			100
17		109			109
19		385			360.7
20		1894			1845.25
21		5911			5782.56
22		12364			10416
23		15998			14477.5
24		19450			17563.4
25		39359			38705.8
26		272229			198183
27		936942			585245
28		2.23005e+06			1.83099e+06
29		3.83252e+06			1.67339e+06

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
13		26			26
14		101			101
15		201			201
16		251			251
18		276			276
19		4515			4577.56
20		21805			19279.1
21		54018			45730.7
22		78557			59151.5
23		90754			73649.4
24		101066			69676.6
25		1.59868e+06			997367
26		7.61492e+06			3.47072e+06

p26.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		148			148
15		491			491
16		687			687
17		736			736
18		785			785
19		4165			4128.87
20		27328			26232.9
21		107203			91006.8
22		278777			187910
23		475980			286620
24		571604			365395
25		1.1772e+06			602161

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		19			19
15		55			55
16		82			82
17		100			100
19		685			702.16
20		3187			3354.36
21		8632			7455.55
22		13276			11944
23		16225			15044.1
24		17812			16040.5
25		97543			63434.3
26		1.03437e+06			630297
27		3.31267e+06			4.04212e+06
28		5.61709e+06			3.6861e+06

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		1			1
16		26			26
17		101			101
18		151			151
19		201			201
20		251			251
21		326			326
22		5622			5811.74
23		20583			19388.3
24		34120			32161.9
25		49789			46667.7
26		66879			57604.8
27		191951			137356
28		1.88323e+06			1.78842e+06
29		4.76616e+06			3.65972e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		4			4
15		13			13
16		16			16
17		25			25
18		37			37
19		40			40
20		147			148.431
21		514			524.332
22		957			905.764
23		1443			1475.37
24		2324			2258.49
25		3144			3179.06
26		13877			15001.5
27		45127			38167
28		105218			75451.1
29		186038			153876
30		338200			337634
31		572085			479734
32		1.28446e+06			1.16138e+06

p28.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		149			149
15		334			334
16		445			445
17		519			519
18		556			556
19		1222			1175.92
20		38035			42256.9
21		108192			85145.6
22		188034			129810
23		241746			158064
24		279012			166660
25		1.32116e+06			920370

p23.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		13			13
15		34			34
16		40			40
17		43			43
19		57			56.321
20		288			270.291
21		1043			987.63
22		2388			2646.66
23		3375			3327.35
24		3922			4064.16
25		4280			3802.7
26		18386			14804.6
27		79687			63871.2
28		244088			226581
29		518039			559242
30		837919			498540
31		1.04223e+06			519961
32		2.57002e+06			1.1685e+06
33		1.09466e+07			4.85042e+06

p21.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		4			4
15		22			22
16		37			37
17		43			43
20		220			211.039
21		844			862.273
22		1424			1437.85
23		1843			1625.73
24		2034			2018.59
25		2452			2833.92
26		14772			12193.4
27		50467			39534.6
28		92722			67379.8
29		122292			131746
30		142238			104836
31		224578			184436
32		1.30574e+06			1.24726e+06
33		4.69119e+06			1.43866e+06
34		9.21924e+06			4.11554e+06
35		1.31689e+07			1.20081e+07
36		1.58594e+07			4.84357e+06

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		7			7
15		22			22
16		25			25
17		28			28
19		60			62.02
20		225			232.963
21		426			427.77
22		772			747.273
23		975			969.088
24		1126			1047.13
25		1381			1360.33
26		5916			4653.09
27		17918			14831.5
28		32290			27732.3
29		51765			45104.7
30		67989			51006.8
31		93482			92178.4
32		228760			150740
33		766891			688430
34		1.89276e+06			781945
35		3.59185e+06			1.79702e+06
36		5.49037e+06			2.1534e+06
37		7.84087e+06			3.94762e+06
38		1.47963e+07			6.8146e+07

p24.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		1			1
13		19			19
14		91			91
15		118			118
16		145			145
19		814			794.128
20		5674			5400.75
21		15649			14821.6
22		20634			20125
23		25862			23407.6
24		26827			24305.3
25		63735			68310.8
26		628587			591806
27		2.97885e+06			1.29998e+06

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		7			7
15		19			19
16		25			25
17		31			31
19		40			40.162
20		220			219.178
21		643			655.576
22		1338			1389.33
23		1823			1753.44
24		2114			2069.43
25		2399			2182.99
26		19517			17096.8
27		80119			72715.3
28		160934			134209
29		286874			381785
30		352495			337501
31		684574			446250
32		2.48411e+06			1.04107e+06
33		1.08448e+07			1.09059e+07

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		75			75
15		149			149
16		371			371
18		408			408
19		1345			1354.83
20		17190			16748
21		78164			60497.2
22		91507			63543.2
23		146610			107677
24		167490			125365
25		543832			355851
26		4.77922e+06			3.3285e+06

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
16		13			13
17		19			19
18		28			28
19		31			31
20		40			40
21		55			55.42
22		223			223.655
23		515			530.656
24		766			736.887
25		1093			1071.38
26		1588			1510.15
27		2194			2245.12
28		7959			7914.75
29		19199			22560.2
30		39017			36666.6
31		62947			47816.2
32		105346			105476
33		165843			175143
34		428986			399640
35		1.14869e+06			304732
36		2.66433e+06			7.78851e+06
37		5.72324e+06			2.64972e+06
38		9.95214e+06			3.02021e+06

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		1			1
16		4			4
17		6			6
18		9			9
19		10			10
20		13			13
21		18			18.222
22		28			28.019
23		49			50.283
24		69			70.043
25		100			98.694
26		141			142.587
27		228			233.241
28		330			331.218
29		484			492.753
30		744			759.39
31		1110			1143.05
32		2136			2194.69
33		4053			4224.53
34		6438			6413.62
35		9481			9708.3
36		13601			13035.9
37		23120			22271.9
38		49694			41190.6
39		108910			78542.2
40		201411			130982
41		325585			385082
42		511106			368984
43		861425			597372
44		1.85865e+06			1.34998e+06
45		4.19696e+06			1.67083e+06
46		8.38066e+06			4.65033e+06
47		1.5137e+07			5.62227e+06
48		2.53289e+07			2.31709e+07

p27.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		3			3
15		7			7
16		12			12
17		13			13
18		14			14
19		17			16.934
20		47			46.72
21		155			151.898
22		235			232.656
23		327			328.488
24		370			368.311
25		441			439.437
26		2201			2238.85
27		7674			7101.11
28		14794			12807.7
29		21739			18923.6
30		28102			28194.7
31		40412			36339.7
32		135055			99475.2
33		746650			1.05165e+06
34		1.84701e+06			778662
35		3.17698e+06			2.49348e+06
36		4.51155e+06			2.36629e+06
37		6.15626e+06			3.12863e+06

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		1			1
13		51			51
14		151			151
15		188			188
16		238			238
18		251			251
19		2753			2864.36
20		13573			11630.8
21		32300			26866.1
22		44554			36652.2
23		55026			50116.3
24		59448			45654.9
25		191936			161069
26		1.20417e+06			835082
