	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 1000 probes.

barman-opt11-strips

pfile05-018.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		19			19
15		21			21
16		907			834.858
17		1059			1151.59
18		34825			29902.7
19		43965			42073.6
20		1.33168e+06			1.39818e+06
21		1.81181e+06			2.10756e+06
22		5.09419e+07			6.46762e+07

pfile01-004.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		9			9
15		11			11
16		207			199.292
17		279			275.16
18		3855			3962.69
19		5895			6506.48
20		71367			75179.8
21		122151			115428
22		1.32414e+06			1.21919e+06
23		2.50036e+06			2.13945e+06
24		2.46212e+07			2.68149e+07
25		5.06703e+07			5.29914e+07

pfile03-009.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		13			13
15		15			15
16		427			413.7
17		531			559.8
18		11311			11173.6
19		15579			17685.8
20		298075			265008
21		451419			485598
22		7.86258e+06			8.40484e+06
23		1.29751e+07			1.13447e+07

pfile05-019.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		19			19
15		21			21
16		907			841.524
17		1059			1250.37
18		34825			32700.4
19		43965			48609.3
20		1.33168e+06			1.27358e+06
21		1.81181e+06			1.83665e+06
22		5.09419e+07			4.82838e+07

pfile03-011.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		13			13
15		15			15
16		427			407.8
17		531			538.2
18		11311			12237.3
19		15579			15563.9
20		298075			266814
21		451419			545265
22		7.86258e+06			9.87247e+06
23		1.29751e+07			1.28804e+07

pfile05-017.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		19			19
15		21			21
16		907			914.85
17		1059			1062.31
18		34825			34944.8
19		43965			43258.9
20		1.33168e+06			1.40067e+06
21		1.81181e+06			2.19633e+06
22		5.09419e+07			4.77073e+07

pfile03-012.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		13			13
15		15			15
16		427			423.1
17		531			539.6
18		11311			12054
19		15579			16991.6
20		298075			285933
21		451419			511760
22		7.86258e+06			7.98618e+06
23		1.29751e+07			1.00209e+07

pfile02-006.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		11			11
15		13			13
16		307			300.934
17		395			372.048
18		6921			7413.37
19		9973			11134.2
20		155157			172595
21		247955			208196
22		3.48326e+06			3.47766e+06
23		6.10424e+06			7.3044e+06
24		7.83038e+07			7.31018e+07
25		1.49012e+08			1.35518e+08

pfile02-005.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		11			11
15		13			13
16		307			310.184
17		395			392.842
18		6921			6916.98
19		9973			10017
20		155157			170400
21		247955			285644
22		3.48326e+06			2.78779e+06
23		6.10424e+06			7.02237e+06
24		7.83038e+07			6.68309e+07
25		1.49012e+08			1.42775e+08

pfile04-014.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		17			17
15		19			19
16		727			720.756
17		863			825.88
18		25023			25276
19		32335			27173.5
20		857487			801360
21		1.2011e+06			1.29198e+06
22		2.93992e+07			2.6848e+07
23		4.43656e+07			4.97116e+07

pfile02-008.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		11			11
15		13			13
16		307			300.416
17		395			424.588
18		6921			7061.35
19		9973			10831.3
20		155157			165320
21		247955			227643
22		3.48326e+06			3.76887e+06
23		6.10424e+06			6.46264e+06
24		7.83038e+07			7.4849e+07
25		1.49012e+08			2.17334e+08

pfile02-007.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		11			11
15		13			13
16		307			324.762
17		395			401.574
18		6921			6746.56
19		9973			9198.62
20		155157			154748
21		247955			288288
22		3.48326e+06			3.57723e+06
23		6.10424e+06			6.27553e+06
24		7.83038e+07			6.30568e+07
25		1.49012e+08			1.47909e+08

pfile05-020.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		19			19
15		21			21
16		907			876.268
17		1059			1106.35
18		34825			33199.7
19		43965			45394
20		1.33168e+06			1.24741e+06
21		1.81181e+06			1.69334e+06
22		5.09419e+07			8.10892e+07

pfile04-015.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		17			17
15		19			19
16		727			743.06
17		863			961.344
18		25023			25891.6
19		32335			32598.6
20		857487			1.04428e+06
21		1.2011e+06			1.90422e+06
22		2.93992e+07			2.92412e+07
23		4.43656e+07			5.48469e+07

pfile01-003.pddl
