	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 1000 probes.

barman-opt11-strips

pfile05-018.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
bound		ida*-bfs (exp)		ss-bfs (exp)
14		9			9
15		11			11
16		207			204.752
17		279			271.416
18		3855			3709.14
19		5895			6347.72
20		71367			73933.6
21		122151			124674
22		1.32414e+06			1.1335e+06
23		2.50036e+06			2.48443e+06
24		2.46212e+07			2.39924e+07
25		5.06703e+07			5.59287e+07

pfile01-002.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		9			9
15		11			11
16		207			204.96
17		279			277.24
18		3855			3694.68
19		5895			5953.25
20		71367			67713.6
21		122151			124430
22		1.32414e+06			1.26367e+06
23		2.50036e+06			3.4414e+06
24		2.46212e+07			3.06309e+07
25		5.06703e+07			4.64253e+07

pfile03-010.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		13			13
15		15			15
16		427			393.3
17		531			586.6
18		11311			11204.5
19		15579			15521.9
20		298075			305254
21		451419			418592
22		7.86258e+06			7.02372e+06
23		1.29751e+07			1.28793e+07

pfile04-013.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		17			17
15		19			19
16		727			733.548
17		863			921.656
18		25023			25907.1
19		32335			30983.2
20		857487			914552
21		1.2011e+06			1.17075e+06
22		2.93992e+07			2.51164e+07
23		4.43656e+07			6.2546e+07

pfile01-001.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		9			9
15		11			11
16		207			207.664
17		279			272.248
18		3855			4010.94
19		5895			6282.25
20		71367			65764.8
21		122151			133830
22		1.32414e+06			1.38449e+06
23		2.50036e+06			2.11865e+06
24		2.46212e+07			2.7356e+07
25		5.06703e+07			5.79129e+07

pfile04-016.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		17			17
15		19			19
16		727			699.436
17		863			949.208
18		25023			23660.3
19		32335			28467.4
20		857487			806923
21		1.2011e+06			1.33105e+06
22		2.93992e+07			3.76888e+07
23		4.43656e+07			3.25633e+07
