	8.45418e-10		1.00977		gapdb
	1.27391		1.00977		gapdb
	1.27391		1.00977		gapdb
	2		1.00977		gapdb
	2		1.00977		gapdb
	1		1.00977		gapdb
	2		1.00977		gapdb
	2		1.00977		gapdb
	2		1.00977		gapdb
	2		0.990323		gapdb
	0.784985		0.990323		gapdb
	0.784985		0.990323		gapdb
	0.456745		0.990323		gapdb
	0.456745		0.990323		gapdb
	1		0.990323		gapdb
	0.456745		0.990323		gapdb
	0.456745		0.990323		gapdb
	0.456745		0.990323		gapdb
	0.0167911		1.01381		ipdb
	2		0.986382		ipdb
	3.95233e-08		0.986382		ipdb
	3.95233e-08		0.986382		ipdb
	2		2		ipdb
	2.29967e-08		0.986382		ipdb
	2.29967e-08		0.986382		ipdb
	5.03491e-08		0.986382		ipdb
	2.29967e-08		0.986382		ipdb
	2.29967e-08		0.986382		ipdb
	2.29967e-08		0.986382		ipdb
	5.03491e-08		0.996021		ipdb
	2		1.01381		ipdb
	2		1.01381		ipdb
	2.6521e-05		0.0197739		ipdb
	2		1.01381		ipdb
	2		1.01381		ipdb
	2		1.01381		ipdb
	2		1.01381		ipdb
	2		1.01381		ipdb
	2		1.01381		ipdb
	2		1.004		ipdb
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	0.00157946		0.0195046		lmcut
	1.0482e-12		0.0195046		lmcut
	1.0482e-12		0.0195046		lmcut
	6.09895e-13		0.0195046		lmcut
	6.09895e-13		0.0195046		lmcut
	1.33531e-12		0.0195046		lmcut
	6.09895e-13		0.0195046		lmcut
	6.09895e-13		0.0195046		lmcut
	6.09895e-13		0.0195046		lmcut
	1.33531e-12		0.0196952		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	4.21502e-08		0.976821		ipdb
	4.21502e-08		0.976821		ipdb
	2		2		ipdb
	3.29623e-08		0.976821		ipdb
	1.91607e-08		0.976821		ipdb
	1.91607e-08		0.976821		ipdb
	1.91607e-08		0.976821		ipdb
	1.91607e-08		0.976821		ipdb
	1.91607e-08		0.976821		ipdb
	1.91607e-08		0.976821		ipdb
	1.91607e-08		0.976821		ipdb
	2		1.02373		ipdb
	2		1.02373		ipdb
	0.000152402		0.0223378		ipdb
	2		1.02373		ipdb
	2		1.02373		ipdb
	2		1.02373		ipdb
	2		1.02373		ipdb
	2		1.02373		ipdb
	2		1.02373		ipdb
	2		1.02373		ipdb
	2		1.02373		ipdb
	2		2		lmcut
	2		2		lmcut
	6.42377e-12		0.02182		lmcut
	6.42377e-12		0.02182		lmcut
	5.02352e-12		0.02182		lmcut
	2.92013e-12		0.02182		lmcut
	2.92013e-12		0.02182		lmcut
	2.92013e-12		0.02182		lmcut
	2.92013e-12		0.02182		lmcut
	2.92013e-12		0.02182		lmcut
	2.92013e-12		0.02182		lmcut
	2.92013e-12		0.02182		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
all_instances_solved: 2		---
