	Report:		ida*-bfs-vs-ss-bfs - using ipdb heuristic - 1000 probes

tidybot-opt11-strips

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		65			65

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		5			5
8		27			27
9		95			95
10		317			316.853
11		1084			1078.08
12		3543			3581.77
13		12173			12260.2
14		42555			42936.5
15		154176			151896
16		591627			634605
