	0.975699		0.888889		ipdb
	1.02491		1.125		ipdb
	0.974311		0.888889		lmcut
	1.02637		1.125		lmcut
	1.02637		1.125		lmcut
	1.02637		1.125		lmcut
	1.02637		1.125		lmcut
	1.02637		1.125		lmcut
	1.02637		1.125		lmcut
	1.02637		1.125		lmcut
	1.02637		1.125		lmcut
	1.02637		1.125		lmcut
	1.02637		1.125		lmcut
	1.02637		1.125		lmcut
	0.974311		0.888889		lmcut
	0.974311		0.888889		lmcut
	0.974311		0.888889		lmcut
	0.974311		0.888889		lmcut
	0.974311		0.888889		lmcut
	0.974311		0.888889		lmcut
	0.974311		0.888889		lmcut
	0.974311		0.888889		lmcut
	0.974311		0.888889		lmcut
	0.974311		0.888889		lmcut
	2		1.02009		ipdb
	2		1.06279		ipdb
	2		1.02009		ipdb
	2		1.02009		ipdb
	2		1.02009		ipdb
	2		1.02009		ipdb
	2		1.02009		ipdb
	2		1.02009		ipdb
	2		1.02009		ipdb
	2		1.02009		ipdb
	2		1.02009		ipdb
	2		1.02009		ipdb
	1.67025e-17		0.980306		ipdb
	1.67026e-17		0.940919		ipdb
	1.67025e-17		0.980306		ipdb
	1.67025e-17		0.980306		ipdb
	1.67025e-17		0.980306		ipdb
	1.67025e-17		0.980306		ipdb
	1.67025e-17		0.980306		ipdb
	1.67025e-17		0.980306		ipdb
	1.67025e-17		0.980306		ipdb
	1.67025e-17		0.980306		ipdb
	1.67025e-17		0.980306		ipdb
	1.67025e-17		0.980306		ipdb
	0.999997		1.04186		lmcut
	1		0.959821		lmcut
	1		0.959821		lmcut
	1		0.959821		lmcut
	1		0.959821		lmcut
	1		0.959821		lmcut
	1		0.959821		lmcut
	1		0.959821		lmcut
	1		0.959821		lmcut
	1		0.959821		lmcut
	1		0.959821		lmcut
	1		0.959821		lmcut
	0.999997		1.04186		lmcut
	0.999997		1.04186		lmcut
	0.999997		1.04186		lmcut
	0.999997		1.04186		lmcut
	0.999997		1.04186		lmcut
	0.999997		1.04186		lmcut
