	0.858802		0.407484		ipdb
	1.16441		2		ipdb
	1		1.30352		ipdb
	1		0.767152		ipdb
	0.858802		0.531165		lmcut
	1.16441		1.88265		lmcut
	0.400529		0.585153		ipdb
	2		1.70896		ipdb
	2		1.05989		ipdb
	0.490802		0.943492		ipdb
	0.81607		0.620199		lmcut
	1.22539		1.61239		lmcut
	0.822568		0.627128		ipdb
	1.21571		1.59457		ipdb
	1.00926		0.987498		ipdb
	0.990826		1.01266		ipdb
	0.830184		0.619288		lmcut
	1.20455		1.61476		lmcut
	0.419409		0.507526		ipdb
	2		1.97034		ipdb
	2		1.02126		ipdb
	0.35439		0.979187		ipdb
	1.18346		0.518314		lmcut
	0.844977		1.92933		lmcut
	0.869671		0.361179		ipdb
	1.14986		2		ipdb
	1		0.918562		ipdb
	1		1.08866		ipdb
	0.869671		0.331765		lmcut
	1.14986		2		lmcut
	0.467821		0.479412		ipdb
	2		2		ipdb
	1.98191		1.12648		ipdb
	0.504564		0.887722		ipdb
	0.927179		0.540047		lmcut
	1.07854		1.85169		lmcut
	0.7063		0.820411		ipdb
	1.41583		1.2189		ipdb
	1.19124		0.817302		ipdb
	0.839459		1.22354		ipdb
	0.841375		0.670524		lmcut
	1.18853		1.49137		lmcut
	0.465072		1.24977		ipdb
	2		0.800147		ipdb
	2		0.54078		ipdb
	0.260773		1.84918		ipdb
	1.78344		0.675851		lmcut
	0.560715		1.47962		lmcut
	0.436753		0.516331		ipdb
	2		1.93674		ipdb
	2		0.904828		ipdb
	0.251223		1.10518		ipdb
	1.73851		0.46719		lmcut
	0.575206		2		lmcut
	0.356216		0.0828891		ipdb
	2		2		ipdb
	2		0.937115		ipdb
	0.300196		1.0671		ipdb
	1.18661		0.0776767		lmcut
	0.842736		2		lmcut
	0.544675		0.265213		ipdb
	1.83596		2		ipdb
	1.78212		1.00045		ipdb
	0.561129		0.999548		ipdb
	0.970677		0.265333		lmcut
	1.03021		2		lmcut
	0.699993		0.295749		ipdb
	1.42859		2		ipdb
	0.937369		1.00596		ipdb
	1.06682		0.994078		ipdb
	0.656151		0.297511		lmcut
	1.52404		2		lmcut
	0.354121		0.549359		ipdb
	2		1.8203		ipdb
	2		0.773507		ipdb
	0.147651		1.29281		ipdb
	2		0.424933		lmcut
	0.416952		2		lmcut
	0.29519		0.122872		ipdb
	2		2		ipdb
	2		0.973203		ipdb
	0.250386		1.02754		ipdb
	1.17894		0.11958		lmcut
	0.848221		2		lmcut
	0.252827		0.817766		ipdb
	2		1.22284		ipdb
	2		0.954051		ipdb
	0.103474		1.04816		ipdb
	2		0.780191		lmcut
	0.409266		1.28174		lmcut
all_instances_solved: 15		---
