	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 1000 probes.

transport-opt08-strips

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
53		1			1
54		15			15

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
244		1			1
274		3			3
304		7			7
334		15			15
364		31			31
394		63			63
410		65			65.12
424		129			117.84
439		133			134.488
454		261			261
455		265			257.56
456		291			292.776

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
115		1			1
117		15			14.42
118		17			16.42
119		75			74.488
120		83			82.488
121		317			321.824
122		349			353.824
123		1287			1256.39
124		1415			1415.61
125		5169			5210.98
126		5681			5585.64
127		20702			20698.5
128		22753			22597.7
129		82846			81614.4
130		91062			94082.2
131		1.90442e+06			1.9496e+06
