	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 1000 probes.

elevators-opt11-strips

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
41		4			4
42		6			6
43		18			18.042
44		28			27.844
45		35			34.873
46		65			65.55
47		94			93.744
48		193			194.833
49		268			261.466
50		588			575.006
51		1054			1009.88
52		2250			2186.9
53		3731			3532.6
54		6159			5994.36
55		13525			13327.7
56		25172			23784.7

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		4			4
36		5			5
37		7			7
39		9			8.92
40		24			24.051
41		39			39.044
42		63			62.159
43		72			70.105
44		142			142.624
45		237			239.319
46		351			351.061
47		715			727.524
48		1322			1197.97
49		2793			2537.06
50		4289			4089.29
51		7543			7353.15
52		13977			15935.9
53		40581			31131.2
54		315850			229793
