	0.415616		1.07634		gapdb
	0.0023436		1.62086		gapdb
	2		0.981596		gapdb
	0.00217052		1.95584		gapdb
	2		1.25855		gapdb
	1.79875		1.21323		gapdb
	0.0220454		1.22585		gapdb
	2		1.60589		gapdb
	2		0.929073		gapdb
	0.00563887		1.5059		gapdb
	2		0.911974		gapdb
	0.00522241		1.81712		gapdb
	2		1.16929		gapdb
	2		1.12718		gapdb
	0.0530428		1.1389		gapdb
	2		1.49199		gapdb
	2		0.616956		gapdb
	2		0.664055		gapdb
	2		0.605601		gapdb
	0.926145		1.20667		gapdb
	2		0.776473		gapdb
	2		0.748507		gapdb
	2		0.756294		gapdb
	2		0.990762		gapdb
	0.215405		1.01875		gapdb
	0.0895259		1.09652		gapdb
	0.000504825		1.65125		gapdb
	0.000467541		1.99251		gapdb
	1.23761		1.28215		gapdb
	0.38746		1.23597		gapdb
	0.00474871		1.24883		gapdb
	2		1.636		gapdb
	2		0.511289		gapdb
	2		0.550321		gapdb
	1.07975		0.828728		gapdb
	2		0.501879		gapdb
	2		0.643485		gapdb
	2		0.620308		gapdb
	2		0.626762		gapdb
	2		0.821072		gapdb
	0.17405		0.794562		gapdb
	0.0723379		0.85522		gapdb
	0.000407904		1.28787		gapdb
	0.808011		0.779939		gapdb
	0.000377778		1.55404		gapdb
	0.313072		0.963983		gapdb
	0.00383701		0.974011		gapdb
	2		1.27598		gapdb
	0.555942		0.824249		gapdb
	0.231058		0.887174		gapdb
	0.00130291		1.33599		gapdb
	2		0.80908		gapdb
	0.00120668		1.6121		gapdb
	2		1.03736		gapdb
	0.012256		1.0104		gapdb
	2		1.32365		gapdb
	2		0.815763		gapdb
	2		0.878039		gapdb
	0.106308		1.32224		gapdb
	2		0.800749		gapdb
	0.0984565		1.5955		gapdb
	2		1.02668		gapdb
	2		0.989704		gapdb
	2		1.31002		gapdb
	0.0861087		0.622709		gapdb
	0.0357881		0.670247		gapdb
	0.000201805		1.00932		gapdb
	0.399752		0.611248		gapdb
	0.0001869		1.21792		gapdb
	0.494735		0.783713		gapdb
	0.154888		0.755486		gapdb
	0.0018983		0.763346		gapdb
	2		0.284557		ipdb
	2		2		ipdb
	2		0.30628		ipdb
	0.0378483		0.461227		ipdb
	2		0.27932		ipdb
	0.035053		0.556548		ipdb
	2		0.35813		ipdb
	2		0.345232		ipdb
	0.356025		0.348823		ipdb
	2		0.456966		ipdb
	0.061921		2		ipdb
	4.28021e-08		0.0848367		ipdb
	0.148986		2		ipdb
	2		2		ipdb
	0.0133381		2		ipdb
	2		1.79679		ipdb
	0.0107773		2		ipdb
	0.0344245		2		ipdb
	2		2		ipdb
	0.00533194		2		ipdb
	2		2		lmcut
	6.91237e-07		0.0241409		lmcut
	2.87289e-07		0.0259838		lmcut
	1.61999e-09		0.039129		lmcut
	3.209e-06		0.0236966		lmcut
	1.50034e-09		0.0472157		lmcut
	3.97149e-06		0.0303826		lmcut
	1.24336e-06		0.0292883		lmcut
	1.52386e-08		0.029593		lmcut
	8.0275e-06		0.0387675		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	0.138812		0.540152		gapdb
	0.799371		0.788588		gapdb
	0.205012		0.56817		gapdb
	0.982891		0.633764		gapdb
	0.76738		0.766558		gapdb
	0.157824		1.23976		gapdb
	0.0433541		0.649252		gapdb
	2		1.85133		gapdb
	2		1.45994		gapdb
	1.4769		1.05187		gapdb
	2		1.17331		gapdb
	2		1.41915		gapdb
	1.13696		2		gapdb
	0.312322		1.20198		gapdb
	1.25098		1.26809		gapdb
	0.173652		0.684961		gapdb
	0.256467		0.720491		gapdb
	1.22958		0.803669		gapdb
	0.95998		0.972065		gapdb
	0.197435		1.57212		gapdb
	0.0542353		0.82331		gapdb
	2		1.76004		gapdb
	0.677093		0.950686		gapdb
	2		1.38794		gapdb
	2		1.11545		gapdb
	2		1.34917		gapdb
	0.769829		2		gapdb
	0.211471		1.14271		gapdb
	1.01741		1.57787		gapdb
	0.141228		0.852292		gapdb
	0.813285		1.24429		gapdb
	0.20858		0.896502		gapdb
	0.780737		1.20953		gapdb
	0.160571		1.95618		gapdb
	0.0441088		1.02444		gapdb
	1.30314		1.30453		gapdb
	0.180891		0.704645		gapdb
	1.04169		1.02874		gapdb
	0.267158		0.741197		gapdb
	1.28084		0.826765		gapdb
	0.205666		1.6173		gapdb
	0.0564963		0.84697		gapdb
	2		0.806609		gapdb
	0.879536		0.435691		gapdb
	2		0.636082		gapdb
	1.29899		0.458292		gapdb
	2		0.5112		gapdb
	2		0.618313		gapdb
	0.274699		0.523693		gapdb
	2		1.54023		gapdb
	2		0.83196		gapdb
	2		1.21461		gapdb
	2		0.875115		gapdb
	2		0.976145		gapdb
	2		1.18068		gapdb
	2		1.90952		gapdb
	2		2		ipdb
	2		0.913127		ipdb
	0.887769		0.493227		ipdb
	2		0.720081		ipdb
	1.31115		0.518812		ipdb
	2		0.578707		ipdb
	2		0.699965		ipdb
	1.00936		1.13206		ipdb
	0.27727		0.592849		ipdb
	1.76404e-05		0.0307498		ipdb
	0.156361		1.09514		ipdb
	1.12642		2		ipdb
	0.195605		1.38873		ipdb
	0.762691		1.92748		ipdb
	0.159082		1.72799		ipdb
	0.203759		1.42864		ipdb
	0.990727		0.883349		ipdb
	2		1.68677		ipdb
	0.000112819		0.0280785		lmcut
	1.56606e-05		0.0151667		lmcut
	9.01839e-05		0.0221424		lmcut
	2.31292e-05		0.0159534		lmcut
	0.000110888		0.0177951		lmcut
	8.65747e-05		0.0215238		lmcut
	1.78055e-05		0.0348105		lmcut
	4.89115e-06		0.01823		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
all_instances_solved: 2		---
