	0.240126		0.983736		gapdb
	1.57905e-13		1.18412		gapdb
	7.25589e-05		0.977163		gapdb
	0.240126		0.983736		gapdb
	0.240126		0.983736		gapdb
	2		1.01653		gapdb
	6.5759e-13		1.2037		gapdb
	2		1.01653		gapdb
	2		1.01653		gapdb
	2		1.01653		gapdb
	0.00030217		0.993318		gapdb
	2		1.01653		gapdb
	2		1.01653		gapdb
	2		0.844509		gapdb
	2		0.830773		gapdb
	2		0.844509		gapdb
	2		0.844509		gapdb
	2		0.844509		gapdb
	2		0.825222		gapdb
	2		0.830773		gapdb
	2		0.830773		gapdb
	2		0.844509		gapdb
	2		0.844509		gapdb
	0.240126		0.983736		gapdb
	1.57905e-13		1.18412		gapdb
	7.25589e-05		0.977163		gapdb
	0.240126		0.983736		gapdb
	0.240126		0.983736		gapdb
	0.240126		0.983736		gapdb
	1.57905e-13		1.18412		gapdb
	7.25589e-05		0.977163		gapdb
	0.240126		0.983736		gapdb
	0.240126		0.983736		gapdb
	0.240126		0.983736		gapdb
	1.57905e-13		1.18412		gapdb
	7.25589e-05		0.977163		gapdb
	0.240126		0.983736		gapdb
	0.240126		0.983736		gapdb
	2		1.02337		gapdb
	2		1.00673		gapdb
	2.17623e-09		1.21179		gapdb
	2		1.02337		gapdb
	2		1.02337		gapdb
	2		1.02337		gapdb
	2		1.00673		gapdb
	2		1.00673		gapdb
	2		1.02337		gapdb
	2		1.02337		gapdb
	2		1.01653		gapdb
	6.5759e-13		1.2037		gapdb
	2		1.01653		gapdb
	2		1.01653		gapdb
	2		1.01653		gapdb
	0.00030217		0.993318		gapdb
	2		1.01653		gapdb
	2		1.01653		gapdb
	2		1.01653		gapdb
	6.5759e-13		1.2037		gapdb
	2		1.01653		gapdb
	2		1.01653		gapdb
	2		1.01653		gapdb
	0.00030217		0.993318		gapdb
	2		1.01653		gapdb
	2		1.01653		gapdb
	0.240126		0.983736		gapdb
	1.57905e-13		1.18412		gapdb
	7.25589e-05		0.977163		gapdb
	0.240126		0.983736		gapdb
	0.240126		0.983736		gapdb
	0.240126		0.983736		gapdb
	1.57905e-13		1.18412		gapdb
	7.25589e-05		0.977163		gapdb
	0.240126		0.983736		gapdb
	0.240126		0.983736		gapdb
	2		1.02788		ipdb
	2		1.04438		ipdb
	2		1.01117		ipdb
	2		1.21714		ipdb
	2		1.02788		ipdb
	2		1.02788		ipdb
	2		1.02788		ipdb
	2		1.00441		ipdb
	2		1.01117		ipdb
	2		1.01117		ipdb
	2		1.02788		ipdb
	2		1.02788		ipdb
	1.59487e-20		0.972872		ipdb
	3.27518e-17		0.957503		ipdb
	6.64179e-20		0.988957		ipdb
	1.01002e-07		0.821599		ipdb
	1.59487e-20		0.972872		ipdb
	1.59487e-20		0.972872		ipdb
	1.59487e-20		0.972872		ipdb
	2.19804e-16		0.995609		ipdb
	6.64179e-20		0.988957		ipdb
	6.64179e-20		0.988957		ipdb
	1.59487e-20		0.972872		ipdb
	1.59487e-20		0.972872		ipdb
	0.000486957		1.01605		lmcut
	2		0.984203		lmcut
	2		0.968196		lmcut
	3.24269e-10		1.16541		lmcut
	2		0.984203		lmcut
	2		0.984203		lmcut
	2		0.984203		lmcut
	0.149005		0.961726		lmcut
	2		0.968196		lmcut
	2		0.968196		lmcut
