	1.26589		1		gapdb
	0.0229418		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.0229418		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.00328426		1		gapdb
	0.0229418		1.01989		gapdb
	2		1.13357		gapdb
	0.0229418		1.01989		gapdb
	0.789957		1		gapdb
	0.0181231		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.0181231		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.00259443		1		gapdb
	0.0181231		1.01989		gapdb
	2		1.13357		gapdb
	0.0181231		1.01989		gapdb
	2		0.980493		gapdb
	2		0.980493		gapdb
	2		1.11146		gapdb
	1.26589		1		gapdb
	0.0229418		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.0229418		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.00328426		1		gapdb
	0.0229418		1.01989		gapdb
	2		1.13357		gapdb
	0.0229418		1.01989		gapdb
	0.789957		1		gapdb
	0.0181231		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.0181231		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.00259443		1		gapdb
	0.0181231		1.01989		gapdb
	2		1.13357		gapdb
	0.0181231		1.01989		gapdb
	2		0.980493		gapdb
	2		0.980493		gapdb
	2		1.11146		gapdb
	2		1.11146		gapdb
	1.26589		1		gapdb
	0.0229418		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.0229418		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.00328426		1		gapdb
	0.0229418		1.01989		gapdb
	2		1.13357		gapdb
	0.0229418		1.01989		gapdb
	0.789957		1		gapdb
	0.0181231		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.0181231		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.00259443		1		gapdb
	0.0181231		1.01989		gapdb
	2		1.13357		gapdb
	0.0181231		1.01989		gapdb
	2		0.980493		gapdb
	2		0.980493		gapdb
	2		1.11146		gapdb
	2		1.11146		gapdb
	1		1		gapdb
	1.26589		1		gapdb
	0.0229418		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.0229418		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.00328426		1		gapdb
	0.0229418		1.01989		gapdb
	2		1.13357		gapdb
	0.0229418		1.01989		gapdb
	0.789957		1		gapdb
	0.0181231		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.0181231		1.01989		gapdb
	2		1.13357		gapdb
	2		1.13357		gapdb
	0.00259443		1		gapdb
	0.0181231		1.01989		gapdb
	2		1.13357		gapdb
	0.0181231		1.01989		gapdb
	2		0.980493		gapdb
	2		0.980493		gapdb
	2		1.11146		gapdb
	2		1.11146		gapdb
	1		1		gapdb
	2		1.11146		gapdb
	1.26589		1		gapdb
