	0.000897495		0.349578		gapdb
	0.00180909		0.322944		gapdb
	0.00180909		0.800429		gapdb
	0.00111011		0.381001		gapdb
	0.00180909		1.00811		gapdb
	0.0013314		0.586478		gapdb
	0.00180909		0.841986		gapdb
	0.00164585		0.298161		gapdb
	0.00114459		0.132552		gapdb
	0.00164585		0.630068		gapdb
	0.00164585		0.619601		gapdb
	2		2		gapdb
	2		0.92381		gapdb
	0.000897495		0.349578		gapdb
	0.00180909		0.322944		gapdb
	0.00180909		0.800429		gapdb
	0.00111011		0.381001		gapdb
	0.00180909		1.00811		gapdb
	0.0013314		0.586478		gapdb
	0.00180909		0.841986		gapdb
	0.00164585		0.298161		gapdb
	0.00114459		0.132552		gapdb
	0.00164585		0.630068		gapdb
	0.00164585		0.619601		gapdb
	2		2		gapdb
	2		0.92381		gapdb
	2		2		gapdb
	1.23689		1.08989		gapdb
	0.000897495		0.349578		gapdb
	0.00180909		0.322944		gapdb
	0.00180909		0.800429		gapdb
	0.00111011		0.381001		gapdb
	0.00180909		1.00811		gapdb
	0.0013314		0.586478		gapdb
	0.00180909		0.841986		gapdb
	0.00164585		0.298161		gapdb
	0.00114459		0.132552		gapdb
	0.00164585		0.630068		gapdb
	0.00164585		0.619601		gapdb
	2		2		gapdb
	2		0.92381		gapdb
	2		2		gapdb
	1.23689		1.08989		gapdb
	2		2		gapdb
	0.000897495		0.349578		gapdb
	0.00180909		0.322944		gapdb
	0.00180909		0.800429		gapdb
	0.00111011		0.381001		gapdb
	0.00180909		1.00811		gapdb
	0.0013314		0.586478		gapdb
	0.00180909		0.841986		gapdb
	0.00164585		0.298161		gapdb
	0.00114459		0.132552		gapdb
	0.00164585		0.630068		gapdb
	0.00164585		0.619601		gapdb
	2		2		gapdb
	2		0.92381		gapdb
	2		2		gapdb
	1.23689		1.08989		gapdb
	2		2		gapdb
	1.48346		1.67767		gapdb
	0.000897495		0.349578		gapdb
	0.00180909		0.322944		gapdb
	0.00180909		0.800429		gapdb
	0.00111011		0.381001		gapdb
	0.00180909		1.00811		gapdb
	0.0013314		0.586478		gapdb
	0.00180909		0.841986		gapdb
	0.00164585		0.298161		gapdb
	0.00114459		0.132552		gapdb
	0.00164585		0.630068		gapdb
	0.00164585		0.619601		gapdb
	2		2		gapdb
	2		0.92381		gapdb
	2		2		gapdb
	1.23689		1.08989		gapdb
	2		2		gapdb
	1.48346		1.67767		gapdb
	2		2		gapdb
