	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 10 probes.

elevators-opt08-strips

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		4			4
36		5			5
37		7			7
39		9			8.2
40		24			20.9
41		39			26
42		63			49.3
43		72			46.1
44		142			171.7
45		237			187.9
46		351			344.9
47		715			583.5
48		1322			1223.5
49		2793			3379
50		4289			11667
51		7543			11073.7
52		13977			22246.6
53		40581			64128
54		315850			1.56369e+06

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
25		1			1
26		4			4
27		7			7
31		10			10
32		22			22
33		94			118
34		134			114
35		300			269
36		1106			1241
37		1395			1473
38		2336			2865.3
39		3365			2482.5
40		8311			5463.4
41		25877			40702.7
42		46072			61056.2

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
41		4			4
42		6			6
43		18			18.6
44		28			28.6
45		35			35.5
46		65			65.9
47		94			96.9
48		193			182.3
49		268			271
50		588			528.1
51		1054			1486.2
52		2250			1681.4
53		3731			4408.3
54		6159			4565.5
55		13525			14414.4
56		25172			10158.1

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
20		1			1
24		39			39
26		27378			28047.6
