	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 10 probes.

transport-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
371		7			7
374		9			9
375		11			11.2
377		12			11.8
378		14			13.8
382		15			14.8
385		16			15.4
386		17			16.4
387		19			18.8
389		21			22
390		23			24.1
392		24			25
393		25			26.7
394		28			30
395		33			34.9
397		35			32.6
398		37			34.4
399		41			40
401		45			47.2
402		51			47.2
404		57			59.8
405		62			62.3
406		67			61.9
407		69			66.7
408		74			70.5
409		76			77.9
410		83			93.2
411		85			78.4
412		90			100.4
413		111			114
414		115			107
415		125			122.2
416		137			124.1
417		140			155.3
418		163			195
419		180			182
420		184			175.4
421		196			157.5
422		212			197.1
423		220			172.2
424		227			229.6
425		260			282.5
426		292			268.8
427		299			273.6
428		318			304.8
429		342			282.1
430		358			335.6
431		395			429.1
432		436			373.1
433		509			483.1
434		547			650
435		578			510.3
436		630			593.9
437		692			600.3
438		729			863.2
439		786			727.3
440		858			829.2
441		901			972.1
442		1021			979.4
443		1123			933.9
444		1158			1140.9
445		1236			1520
446		1363			1429.8
447		1407			1030.3
448		1499			1567.6
449		1650			1544.4
450		1871			2057
451		1992			2069.8
452		2186			2269.4
453		2413			2810.4
454		2636			2875.5
455		2798			2514.6
456		3133			3296.1
457		3514			3881.7
458		3821			4048.5
459		4128			3778
460		4529			5964.1
461		4953			5029.4
462		5384			5047.7
463		5809			4182.3
464		6258			6959.4
465		6496			4964.7
466		7320			6254.6
467		7871			7188.1
468		8452			8403.4
469		9300			9553.8
470		10395			7395.2
471		11390			10782.7
472		12168			15063.7
473		13403			11257.9
474		14763			11401.1
475		15930			16617.7
476		17518			22796.6
477		19766			15996.9
478		22188			22703.2
479		23689			23085.6
480		26538			24318.8
481		29316			26112.5
482		31180			42442.6
483		33774			36106.7
484		36406			33574.9
485		39412			38430
486		42497			31725.9
487		47148			77812
488		51169			41881.5
489		54897			45874.5
490		61452			67299.3
491		65895			68924.2
492		71153			55008.4
493		78385			69111.4
494		88013			120970
495		97477			108642
496		106181			148957
497		117277			132413
498		130801			130430
499		142197			118548
500		156197			120399

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
154		69			84.8
155		122			92.6
156		129			88.7
157		214			166
158		248			161.8
159		373			211.3
160		517			358.9
161		697			526.7
162		1293			1044.2
163		1582			849.5
164		4034			2734.7
165		4702			4905.9
166		14770			19842.6
167		17202			13088.6
168		58502			70756.2
169		69849			100819
170		239151			124017
171		294999			398219
172		988686			1.63374e+06
173		1.26192e+06			814653
174		4.10253e+06			5.54826e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
406		2			2
408		4			4
410		6			6
412		8			8
414		10			10
416		12			12
418		14			14
420		16			16
422		18			18
424		20			20
426		22			22
428		24			24
430		26			26
432		28			28
434		30			30
436		32			32
438		34			34
440		36			36
442		38			38
444		40			40
446		42			42
448		44			44
450		46			46
452		48			48
454		50			50
456		52			52
457		53			53
458		556103			773416
459		1.22882e+06			3.03391e+06

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
409		2			----zero_info----
411		4			4
413		18			18
414		33			33
415		61			61
416		95			95
417		135			135
418		192			192
419		244			244
420		328			328
421		392			392
422		507			507
423		583			583
424		733			733
425		821			821
426		1010			1010
427		1110			1110
428		1342			1342
429		1454			1454
430		1735			2426.2
431		1919			3030.2
432		2259			257.4
433		2515			2885.4
434		2922			4277.4
435		3250			1186.8
436		3732			1519.4
437		4132			927.8
438		4697			2869.2
439		5169			2422.8
440		5825			1335.6
441		6369			5613
442		7124			3421
443		7740			2744.2
444		8602			4132.8
445		9290			4977.6
446		10267			4726.8
447		11027			1379.4
448		12127			41736.4
449		12959			2655
450		14190			36704.4
451		15094			4057.2
452		16464			3450
453		17444			6803.2
454		18961			9809.4
455		20025			4425.8
456		21697			83403.6
457		22925			3605.2
458		24902			8726.2
459		26524			25777.2
460		29173			9829.8
461		31624			1238.2
462		35727			4498.3
463		40257			15855.6
464		48692			59988.1
465		64822			48870.1
466		100959			73891.1
467		229943			144595
468		535451			472627
469		1.86886e+06			2.02269e+06
470		4.97789e+06			5.52706e+06
471		1.90118e+07			2.40999e+07

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
213		1921			1921
214		1924			1924
215		87658			74042.6
216		183784			133970
217		1.63458e+06			1.31341e+06

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
304		1			1
317		2			2
322		3			3
325		4			4
334		5			5
337		8			8
341		9			9
344		10			10
348		12			12
352		14			14
353		16			16
358		17			17
359		18			18
360		22			22
361		25			25
363		28			28.4
364		29			28.6
365		33			34
369		34			34.8
370		39			40.1
372		40			40.6
373		48			49.4
374		50			50.5
375		53			52.2
376		57			53.2
377		62			60.8
379		63			71
380		65			64.2
381		69			68.8
382		77			73.6
383		82			83.8
384		87			83.2
385		102			100.4
386		114			113.6
387		121			132.5
388		125			112.4
389		141			123.2
390		151			123.5
391		155			153.3
392		169			169.6
393		170			151.7
394		174			157.8
395		176			172.3
396		195			182.1
397		216			210.9
398		225			258.7
399		242			240.8
400		264			279.6
401		307			301.1
402		323			288.2
404		331			390.7
405		340			337.9
406		372			363.6
407		393			344.8
408		429			452.6
409		489			460.7
410		517			530.5
411		564			517.7
412		596			579.7
413		637			535.7
414		666			574.3
415		705			708.5
416		737			703.9
417		771			680.6
418		836			1216.4
419		938			727.8
420		1047			1022.6
421		1268			1134
422		1624			1548.7
423		2216			2552.4
424		3337			3012.5
425		5546			6891.8
426		9700			10640.2
427		17934			25132.5
428		34382			32259.2
429		67265			49931.3
430		132910			135225
431		264101			360707
432		526391			420483
433		1.05087e+06			1.08695e+06
434		2.0997e+06			2.10253e+06
435		4.19716e+06			5.72422e+06

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
171		1			1
183		7			7
185		12			12
186		13			13
187		22			22
188		24			24
189		37			37
190		40			40
191		58			58
192		60			60
193		82			82
194		85			85
195		115			115
196		127			127
197		158			158.4
198		177			177
199		212			212.4
200		237			237
201		279			277.8
202		313			313.4
203		369			369.8
204		425			428.8
205		519			481.8
206		645			714.8
207		879			663.1
208		1417			802.7
209		2191			1359.4
210		3622			1032.6
211		6463			13367.8
212		12025			10485.9
213		23139			6117.7
214		45159			39784.7
215		89134			1655.1
216		176849			271189
217		352249			613694
218		702692			857942
219		1.40362e+06			834135
220		2.80487e+06			3.92668e+06
221		5.60755e+06			32623.5

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
163		4703			4707.4
164		18544			18548.4
165		23253			23270.6
166		92408			92383.8
167		97124			97110.8
168		387482			387548
169		392206			392158
170		1.56734e+06			1.56747e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
155		1			1
156		2			2
157		3			3
158		4			4
159		5			5
160		6			6
161		7			7
162		8			8
163		9			9
164		10			10
165		11			11
166		12			12
167		13			13
168		17			12.6
169		18			9.6
170		26			22.8
171		27			25.5
172		39			58.8
173		40			100.8
174		59			30.8
175		63			34.4
176		92			59.2
177		99			62.6
178		148			174.1
179		161			87.3
180		274			353.2
181		298			166.7
182		647			442.6
183		698			740.7
184		1949			1694.1
185		2054			3030.7
186		6835			6634.2
187		7033			6973.1
188		25798			24990.4
189		26185			27603.6
190		100736			116277
191		101663			59706
192		399417			480571
193		402441			185221

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
305		1			1
334		3			3
342		5			5
357		7			8.2
359		9			9
365		11			11.4
369		13			13
374		15			15.4
376		17			16.2
380		19			18.6
383		27			27.4
386		29			28.2
388		31			29.8
391		33			26.6
393		35			29
394		37			34.6
398		43			47.4
399		53			47
400		55			56.6
403		59			61.4
404		63			64.2
405		65			65.8
408		67			67.4
409		77			69.8
410		79			77.8
411		81			81
412		89			86.6
414		115			97.8
415		117			97.8
416		123			147.4
417		135			138.2
419		141			176.2
420		153			144.6
422		157			135.8
425		159			154.6
426		167			169
427		179			221
428		189			154.6
429		229			317.8
430		241			297.8
431		261			218.6
432		277			269
433		297			267.8
434		311			437.8
435		327			352.6
436		335			344.2
437		355			335.4
438		365			340.2
439		371			384.6
440		397			408.6
441		409			345
442		411			316.2
443		491			530.2
444		529			607
445		591			586.6
446		615			425
447		629			558.6
448		715			541
449		725			541
450		767			581
451		825			663.4
452		847			663.4
453		917			835.8
454		945			799.4
455		985			1064.2
456		993			889.4
457		1007			1242.2
458		1167			1147.8
459		1207			1163.4
460		1377			1414.6
461		1437			1256.6
462		1481			1570.2
463		1701			2583.8
464		1785			2089
465		1931			1904.2
466		2037			2152.2
467		2089			2181.8
468		2231			1819.4
469		2325			1943.4
470		2381			2121.8
471		2445			2818.2
472		2577			1838.2
473		2731			2965.8
474		3063			2542.6
475		3334			3379
476		3426			4071
477		3819			4035.8
478		4050			3308.2
479		4436			6673
480		4643			5154.6
481		4749			3404.2
482		5155			3277.4
483		5330			4291
484		5741			6280.2
485		5963			4828.6
486		6145			8183.8
487		6678			6881
488		6761			6235
489		7665			7328.6
490		7869			7160.2
491		8292			9170.2
492		9355			8604.2
493		9647			9986.6
494		10859			11603.8
495		11219			13793
496		11558			14329.8
497		12788			15849
498		13293			11501.4
499		14371			14642.6
500		14954			15407
501		15476			29103.8
502		16355			15025.8
503		17105			14111
504		18762			30950.2
505		19467			16820.2
506		21213			23503
507		22552			20715.8
508		24896			33298.6
509		27288			27102.2
510		28649			40587
511		30957			43351
512		32965			24311.4
513		35407			30353.4
514		37690			35193.8
515		39337			24618.2
516		42053			33830.6
517		43446			44491.4
518		48169			44688.6
519		50663			56241.4
520		54937			38205.4
521		59937			42394.2
522		62511			101825
523		71274			59555.8
524		75168			58124.2
525		81128			52595
526		89421			57068.6
527		93684			107630
528		105205			66880.6
529		111087			133239
530		119323			79587
531		129562			127973
532		137675			104482
533		152811			152158
534		162743			136734
535		178678			98164.2
536		193228			98555
537		208514			268739
538		235064			227051
539		252576			198534
540		280711			229497
541		304372			209168
542		334126			186493
543		370562			343931
544		402252			605281
545		441208			138459
546		480110			272583
547		525837			287713
548		575823			984575
549		629886			634472
550		695699			572835
551		755060			313984
552		847674			489239
553		931667			736980
554		1.03922e+06			733775
555		1.15512e+06			3.74236e+06
556		1.26695e+06			747794
557		1.42897e+06			1.01348e+06
558		1.57904e+06			498526
559		1.76384e+06			1.40316e+06
560		1.97207e+06			3.9173e+06
561		2.18445e+06			705881
562		2.4673e+06			577081
563		2.74068e+06			2.47275e+06
564		3.09147e+06			1.96254e+06
565		3.48064e+06			1.67616e+06
566		3.93728e+06			836470
567		4.70813e+06			1.65981e+07
568		5.71102e+06			1.63339e+06

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
138		1			1
139		3			3
140		7			7
141		15			15
142		31			31
143		63			63
144		130			129.4
145		258			257.8
146		537			536
147		1049			1045
148		2211			2226.2
149		4263			4252.6
150		9096			9052.8
151		17327			17247.8
152		37439			38259
153		70553			70978.9
154		154443			153502
155		288581			291150
156		640700			631078
157		1.19228e+06			1.19702e+06

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
154		2			2
156		4			4
158		7			7
159		8			8
160		13			13
161		15			15
162		21			21
163		24			24
164		31			31
165		35			35
166		43			43
167		48			48
168		57			57
169		63			63
170		85			85
171		94			94
172		118			118
173		131			131
174		157			157
175		174			174
176		202			202
177		223			223
178		292			292
179		325			325
180		575			575
181		647			647
182		1616			1616
183		1861			1861
184		5795			5795
185		6915			6993
186		23356			22598
187		29919			40493.3
188		102246			82400.6
189		148146			175086
190		496728			631798
191		858059			995967

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
428		2			2
429		33			32.4

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
346		1			1
359		2			2
360		3			3
365		5			5
380		6			6
382		8			8
384		12			11.2
385		13			13.4
387		14			13.2
389		16			16.2
390		17			16.8
392		18			18.6
393		19			19
396		21			21.8
397		22			22.6
398		23			22.2
399		25			25.8
401		26			25
403		31			31.4
404		34			33.6
405		35			34.6
406		37			39
407		38			37.4
408		46			42.6
409		49			53.9
411		53			49.5
412		55			49.3
413		58			60
414		59			60.8
415		60			68.2
416		63			68.8
417		65			65.4
418		66			75.4
420		73			79.8
421		80			73.6
422		90			73
423		95			113.6
424		102			114.2
425		106			106.4
426		115			126.4
427		134			142.6
428		145			150
429		161			135.7
430		175			162.2
431		183			155.3
432		201			178.8
433		220			232.8
434		223			242.4
435		232			226.5
436		250			254
437		267			242.7
438		272			293.3
439		279			239.7
440		291			313.4
441		314			265.8
442		325			286
443		336			267
444		364			312.3
445		389			335
446		437			540.2
447		487			508.1
448		520			457
449		562			629.1
450		619			610.8
451		690			489
452		741			698.5
453		807			675.2
454		849			785.4
455		898			787.4
456		983			1278.1
457		1050			904.1
458		1118			1207.8
459		1172			862.6
460		1286			1168.4
461		1390			1620.7
462		1442			1737.9
463		1498			1698.6
464		1607			1589
465		1733			1375.8
466		1855			1660.9
467		1951			1687
468		2127			1948.6
469		2266			1723.3
470		2502			1701.2
471		2741			2101.8
472		2931			2241.7
473		3256			2274.2
474		3607			4630.3
475		3856			3514.6
476		4453			4957.6
477		4854			5006.2
478		5088			5148.6
479		5608			6309.5
480		5903			4869.2
481		6200			8009.5
482		6623			9378.5
483		6959			6525
484		7696			7869.3
485		8415			5927.2
486		8910			11948
487		9571			9149.2
488		10341			7970.2
489		11294			13249.8
490		12258			10001.6
491		13278			14026.5
492		14340			12432
493		15802			20440.9
494		17452			17158.1
495		19392			14106.6
496		20719			17046.6
497		23304			21899.9
498		25296			22570.1
499		26652			28705.1
500		30052			26699.3
501		32612			29344.8
502		34268			25993.7
503		38545			31333.3
504		40963			36065.9
505		43927			44282
506		47776			55497.2
507		50667			36476
508		56427			43963.2
509		61768			54186.1
510		66625			89911.1
511		74364			83236
512		83225			95609.1
513		94283			105457
514		111500			140648
515		135445			121334
516		176741			184038
517		253399			243677
518		394858			432759
519		668613			722700

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
139		9			9
140		14			14
141		71			82.1
142		106			106
143		507			539.4
144		752			729.4
145		3561			2741.2
146		5276			5243.1
147		24941			28997.5
148		36946			33412.6
149		174603			174052
150		258638			237309
151		1.22224e+06			1.12589e+06
152		1.81048e+06			1.72374e+06
153		8.55569e+06			8.56046e+06
154		1.26734e+07			1.33256e+07

Files that contains zero_info:	1
p01.pddl
