	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 10 probes.

transport-opt08-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
426		4745			----zero_info----
427		5323			----zero_info----
428		6303			----zero_info----
429		7192			----zero_info----
430		8552			----zero_info----
431		9952			----zero_info----
432		11528			----zero_info----
433		13320			----zero_info----
434		14911			----zero_info----

p29.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
391		279			292.9
392		341			357.3
393		401			372.6
394		441			488.6
395		500			----zero_info----
396		578			544.3
397		677			----zero_info----
398		783			----zero_info----
399		865			----zero_info----
400		982			----zero_info----
401		1147			----zero_info----
402		1299			----zero_info----
403		1483			----zero_info----
404		1706			----zero_info----
405		1961			----zero_info----
406		2180			----zero_info----
407		2466			----zero_info----
408		2873			----zero_info----
409		3315			----zero_info----
410		3875			----zero_info----
411		4496			----zero_info----
412		5105			----zero_info----
413		5804			----zero_info----
414		6599			----zero_info----
415		7683			----zero_info----
416		8784			----zero_info----
417		9775			----zero_info----
418		11069			----zero_info----
419		12294			----zero_info----
420		14118			----zero_info----
421		16421			----zero_info----
422		19082			----zero_info----
423		22149			----zero_info----

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
337		1			1
360		7			6.4
363		9			9.2
366		10			9.6
368		21			23.4
374		23			23
375		25			28.6
377		26			24.5
378		28			26.2
379		31			26.8
381		35			35.2
383		40			40.4
384		45			40.6
385		52			52
386		55			55.2
387		58			61.5
388		60			63.6
389		67			59.2
390		81			87.7
391		86			75
392		88			95.2
393		97			110.4
394		101			105.4
395		117			138.5
396		141			159
398		144			149.4
399		151			157
400		157			152.8
401		161			141.3
402		190			202.1
403		223			237.7
404		257			262.6
405		272			312.1
406		284			320.8
407		294			259.8
408		323			354.5
409		360			324.5
410		423			411.2
411		459			400.5
412		474			570.1
413		526			443.4
414		567			631.6
415		588			650.7
416		722			775.6
417		804			688.4
418		920			945
419		986			919.8
420		1005			872.3
421		1077			1059.2
422		1135			1197.7
423		1261			1278.7
424		1393			1455.9
425		1483			1431.1
426		1628			1460.4
427		1772			1443.3
428		1880			1959.1
429		2026			1857
430		2183			2155
431		2481			2357
432		2847			3090.2
433		3077			2780.4
434		3257			3577.2
435		3451			3491.8
436		3773			3017.1
437		4114			4021.4
438		4499			4356.2
439		4884			4803.3
440		5302			4351.3
441		5715			6608.8
442		6101			5671.7
443		6500			5523.1
444		7000			6526.1
445		7591			7932.6
446		8280			8380.2
447		8909			8443.2
448		9351			9823.1
449		9957			10019.4
450		10750			12527.2
451		11759			13550.6
452		13068			9660.7
453		14236			16448.7
454		15626			11721.2
455		17068			15497
456		18351			19518.4
457		19619			19883.5
458		21769			15077.9
459		24231			23421.1
460		26963			30306.3
461		29512			33373
462		31448			25119
463		33782			25404.4
464		36953			44710.2
465		40040			41680.2
466		44420			52898.2
467		48891			66058.5
468		53389			52153.1
469		58257			55090.1
470		61907			77781.1
471		66443			72818.3
472		72133			63510.3
473		78605			69886.5
474		86777			104295
475		94462			68991.9
476		100732			103114
477		108025			100388
478		116705			176727
479		127142			130146
480		140429			76102.6
481		154197			150851
482		168543			155304
483		181709			200769
484		195887			210146
485		210081			177580
486		230355			227668

p25.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
396		1			1
403		3			3
405		5			5
406		6			6
407		8			8
409		10			10
411		12			12
413		14			14
415		16			16
417		19			19
419		22			22
420		23			23
421		26			26
422		27			27
423		30			30
424		38			38
425		42			42
426		59			59
427		65			65
428		84			84
429		92			92
430		114			114
431		124			124
432		148			148
433		165			165
434		191			191
435		216			216
436		245			245
437		280			280
438		317			317
439		381			365.1
440		448			400.8
441		590			518.5
442		782			873.8
443		1176			1146.3
444		1828			1741.7
445		3143			3132.3
446		5584			5683.7
447		10477			9994.7
448		20015			21498.3
449		39116			37871.5
450		77047			76238.2
451		153039			153387
452		304920			320362
453		609329			615881
454		1.21906e+06			1.20925e+06

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
305		1			1
334		3			3
342		5			5
357		7			5.8
359		9			9
365		11			10.6
369		13			13
374		15			14.6
376		17			17.8
380		19			21
383		27			23.4
386		29			30.6
388		31			34.6
391		33			28.2
393		35			37
394		37			33
398		43			41
399		53			51.8
400		55			46.6
403		59			50.6
404		63			57.8
405		65			53
408		67			67.4
409		77			90.6
410		79			89.8
411		81			85
412		89			73.8
414		115			101.8
415		117			85.8
416		123			115.4
417		135			125.8
419		141			141
420		153			137.4
422		157			156.6
425		159			156.6
426		167			180.2
427		179			243.4
428		189			132.2
429		229			215.4
430		241			243.4
431		261			267.8
432		277			279
433		297			298.6
434		311			279.4
435		327			327.4
436		335			341
437		355			439
438		365			289.4
439		371			404.2
440		397			508.6
441		409			353.4
442		411			422.6
443		491			567
444		529			595.8
445		591			561.8
446		615			458.2
447		629			538.6
448		715			778.6
449		725			851
450		767			705.4
451		825			1075
452		847			900.6
453		917			1087.4
454		945			590.6
455		985			851
456		993			928.6
457		1007			809.4
458		1167			1165.4
459		1207			1261.4
460		1377			1241.4
461		1437			1490.6
462		1481			1451.8
463		1701			1581.4
464		1785			2089.8
465		1931			1875.8
466		2037			1685.4
467		2089			2012.2
468		2231			2438.6
469		2325			2509.8
470		2381			2330.6
471		2445			1887
472		2577			2535
473		2731			3040.2
474		3063			2749.8
475		3334			2505.8
476		3426			4086.6
477		3819			3023
478		4050			4291
479		4436			2953.4
480		4643			3328.2
481		4749			3276.2
482		5155			4670.2
483		5330			4715.8
484		5741			5954.2
485		5963			6422.2
486		6145			4587
487		6678			6330.2
488		6761			5375
489		7665			7183
490		7869			7718.6
491		8292			7822.6
492		9355			8231.8
493		9647			12008.2
494		10859			13003
495		11219			10264.2
496		11558			8268.6
497		12788			12613.8
498		13293			12281
499		14371			15373.4
500		14954			21007
501		15476			15207
502		16355			11549
503		17105			23151.4
504		18762			14431.8
505		19467			16150.2
506		21213			15820.6
507		22552			33422.6
508		24896			21907.4
509		27288			20572.6
510		28649			34787.4
511		30957			28600.6
512		32965			30220.2
513		35407			24757.8
514		37690			29467.4
515		39337			49587.4
516		42053			54301
517		43446			43549.8
518		48169			49929.8
519		50663			45285
520		54937			37875.4
521		59937			59583
522		62511			43947
523		71274			66466.6
524		75168			91067.8
525		81128			60629.8
526		89421			74763.4
527		93684			64307.4
528		105205			93045
529		111087			107099
530		119323			127147
531		129562			158323
532		137675			176585
533		152811			450286
534		162743			141362
535		178678			278888
536		193228			179026
537		208514			233593
538		235064			161419
539		252576			234634
540		280711			245082
541		304372			450033
542		334126			132918
543		370562			530149
544		402252			444721
545		441208			482157
546		480110			393000
547		525837			536021
548		575823			381683
549		629886			698800
550		695699			796087
551		755060			811669
552		847674			456463
553		931667			374870
554		1.03922e+06			311622
555		1.15512e+06			690151
556		1.26695e+06			923313
557		1.42897e+06			911181
558		1.57904e+06			343813
559		1.76384e+06			1.62949e+06
560		1.97207e+06			409297
561		2.18445e+06			4.08733e+06
562		2.4673e+06			2.44097e+06
563		2.74068e+06			1.0355e+06
564		3.09147e+06			1.21268e+06
565		3.48064e+06			4.45937e+06
566		3.93728e+06			5.90735e+06
567		4.70813e+06			2.45926e+06
568		5.71102e+06			1.8039e+06

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
304		1			1
317		2			2
322		3			3
325		4			4
334		5			5
337		8			8
341		9			9
344		10			10
348		12			12
352		14			14
353		16			16
358		17			17
359		18			18
360		22			22
361		25			25
363		28			28.4
364		29			29
365		33			33.5
369		34			34.5
370		39			39.4
372		40			40.3
373		48			43.6
374		50			45.8
375		53			58.6
376		57			62.8
377		62			63.8
379		63			64.8
380		65			61.6
381		69			69.4
382		77			73.5
383		82			80.8
384		87			105.1
385		102			85.2
386		114			122.8
387		121			136.2
388		125			119.5
389		141			151.1
390		151			179.3
391		155			156.6
392		169			176.8
393		170			171.8
394		174			213.3
395		176			170.3
396		195			165
397		216			229.1
398		225			198.6
399		242			192.4
400		264			249.7
401		307			308
402		323			325.8
404		331			350.3
405		340			374.8
406		372			379.2
407		393			337.7
408		429			474.9
409		489			364.9
410		517			373.6
411		564			537.2
412		596			551.2
413		637			611.7
414		666			636.7
415		705			756.5
416		737			783.9
417		771			762.7
418		836			760.8
419		938			900.7
420		1047			1108.5
421		1268			1360.6
422		1624			1582.6
423		2216			2140.6
424		3337			3410.9
425		5546			4852.7
426		9700			8437.6
427		17934			18121.5
428		34382			17230.6
429		67265			86044.2
430		132910			147916
431		264101			258555
432		526391			751441
433		1.05087e+06			1.43335e+06
434		2.0997e+06			2.24852e+06
435		4.19716e+06			4.4914e+06

p30.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
199		36			36
200		96			96
201		180			180
202		480			480
203		756			756
204		2016			2016
205		3060			3060
206		8160			8160
207		12276			12276
208		32737			32737
209		49141			49141
210		131047			131047
211		196604			196604

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
163		4703			4714
164		18544			18539.6
165		23253			23255.2
166		92408			92423.4
167		97124			97190
168		387482			387482
169		392206			392197
170		1.56734e+06			1.5674e+06

p22.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
301		2			2
303		8			7.8
305		16			17
307		26			27
309		38			42.6
311		52			51.8
313		68			73.4
315		86			80
317		106			93
319		128			151.8
321		152			171.6
323		178			162
325		206			223.8
327		236			235.2
329		268			314.8
331		302			289.8
333		340			301.8
335		394			429
337		504			532.4
339		832			829
341		2026			1895
343		6678			6766.2
345		25156			25035.8
347		98932			98764
349		393894			393908
351		1.57359e+06			1.57355e+06
353		6.29224e+06			6.29235e+06
355		2.51667e+07			2.51665e+07

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
53		1			1
54		15			15

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
201		2			2
202		2736			2736
203		5483			5483
204		13704			12396.8
205		27418			24781.7
206		57584			56248.9

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
171		1			1
183		7			7
185		12			12
186		13			13
187		22			22
188		24			24
189		37			37
190		40			40
191		58			58
192		60			60
193		82			82
194		85			85
195		115			115
196		127			127
197		158			156.8
198		177			177
199		212			212.4
200		237			237
201		279			277
202		313			313.4
203		369			365.8
204		425			436.8
205		519			547.4
206		645			543.4
207		879			889.9
208		1417			1179.8
209		2191			2370.1
210		3622			6265.9
211		6463			3847.3
212		12025			16435.1
213		23139			1634.7
214		45159			41404.6
215		89134			130296
216		176849			389839
217		352249			605570
218		702692			727159
219		1.40362e+06			2.15727e+06
220		2.80487e+06			5.31717e+06
221		5.60755e+06			1.28186e+07

p26.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
341		14			14
342		60			59.8
343		81			79.4
344		146			148.8
345		176			180.5
346		272			258.6
347		324			363.5
348		498			514.1
349		618			535.6
350		1053			1049.1
351		1405			1441.7
352		2842			2785.1
353		4067			4279
354		9506			9848.4
355		14257			15659.9
356		36035			34002.5
357		56368			60338.6
358		146419			118855
359		234034			228863

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
155		1			1
156		2			2
157		3			3
158		4			4
159		5			5
160		6			6
161		7			7
162		8			8
163		9			9
164		10			10
165		11			11
166		12			12
167		13			13
168		17			9.3
169		18			20.4
170		26			26.4
171		27			48.9
172		39			68.4
173		40			38.1
174		59			47
175		63			49.2
176		92			68.8
177		99			57.6
178		148			188.2
179		161			83
180		274			190.8
181		298			140.4
182		647			350.9
183		698			1646
184		1949			2196.1
185		2054			2992.6
186		6835			1835.9
187		7033			6053.5
188		25798			30093.3
189		26185			37909.1
190		100736			78462.1
191		101663			30183.2
192		399417			333308
193		402441			232586

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
403		1			1
406		2			2
408		6			6
409		7			7
410		8			8
411		12			12.2
412		23			24.2
413		24			24
414		31			29.4
415		33			33
417		53			53
418		58			58
419		62			62.9
420		64			60.5
421		66			64.6
422		68			68.6
423		76			76.2
424		86			84.4
425		95			96.2
426		107			110.1
427		119			122.6
428		147			138.4
429		148			139.4
430		164			161.6
431		218			224.4
432		239			248.1
433		327			314
434		370			358.2
435		403			419
436		467			481.5
437		511			488.2
438		724			682
439		791			734.6
440		883			887.4
441		975			959.9
442		1117			----zero_info----
443		1413			1542.7
444		1639			----zero_info----
445		1833			----zero_info----
446		2043			----zero_info----
447		2212			----zero_info----
448		2495			----zero_info----
449		2907			----zero_info----
450		3325			----zero_info----
451		3839			----zero_info----
452		4381			----zero_info----
453		5225			----zero_info----
454		5946			----zero_info----
455		6454			----zero_info----
456		7484			----zero_info----
457		8743			----zero_info----
458		9901			----zero_info----
459		11410			----zero_info----
460		13025			----zero_info----
461		14481			----zero_info----
462		16676			----zero_info----
463		19223			----zero_info----
464		22122			----zero_info----
465		25267			----zero_info----
466		28639			----zero_info----
467		32400			----zero_info----
468		36590			----zero_info----
469		42836			----zero_info----

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
444		2			2
445		3			3
451		7			7
452		9			9
453		10			10
455		17			16.5
456		18			17.8
459		19			19.1
461		28			28.8
462		37			39.4
463		39			38.2
464		44			44
465		48			47.6
466		63			61.6
467		68			71.6
468		83			90.6
469		92			92
470		110			110.6
471		111			103.4
472		138			146
473		149			150.9
474		159			154.8
475		182			180.1
476		203			196
477		264			274.4
478		296			303.7
479		383			----zero_info----
480		421			----zero_info----
481		479			----zero_info----
482		560			----zero_info----
483		614			----zero_info----
484		685			----zero_info----
485		821			----zero_info----
486		903			----zero_info----
487		1015			----zero_info----
488		1264			----zero_info----
489		1432			----zero_info----
490		1653			----zero_info----
491		1818			----zero_info----
492		2121			----zero_info----
493		2510			----zero_info----
494		2711			----zero_info----
495		3055			----zero_info----
496		3472			----zero_info----
497		3785			----zero_info----
498		4194			----zero_info----
499		4721			----zero_info----
500		5365			----zero_info----
501		6062			----zero_info----
502		6824			----zero_info----
503		8229			----zero_info----
504		9552			----zero_info----
505		11034			----zero_info----
506		12649			----zero_info----
507		14524			----zero_info----

p28.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
379		1			1
384		2			2
390		3			3
393		4			4
397		7			7
402		8			8
403		9			9
405		12			11.6
406		15			14.9
407		17			19.4
408		18			19.7
409		21			18.3
410		25			23.4
411		27			26.4
412		33			30.2
413		40			38.9
414		52			59.1
415		66			57.2
416		77			67.5
417		95			78.5
418		112			152
419		131			101.1
420		168			161.7
421		207			199.3
422		276			198.5
423		564			506.6
424		1944			1846
425		2612			2746.2
426		4735			----zero_info----
427		6006			----zero_info----
428		9180			----zero_info----
429		11379			----zero_info----
430		16255			----zero_info----
431		20558			----zero_info----
432		27889			----zero_info----
433		34895			----zero_info----
434		45859			----zero_info----
435		56659			----zero_info----
436		72928			----zero_info----

p23.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
409		2			2
411		4			4
413		18			18
414		33			33
415		61			61
416		95			95
417		135			135
418		192			192
419		244			244
420		328			328
421		392			392
422		507			507
423		583			583
424		733			733
425		821			821
426		1010			1010
427		1110			1110
428		1342			1342
429		1454			1454
430		1735			2080.6
431		1919			1919
432		2259			622.2
433		2515			4102.2
434		2922			1795.2
435		3250			2402.4
436		3732			3489.8
437		4132			1884.6
438		4697			3132.6
439		5169			2805.6
440		5825			1013.4
441		6369			2806.8
442		7124			2312.4
443		7740			3670.4
444		8602			1398.6
445		9290			6403.2
446		10267			1290.6
447		11027			13652.4
448		12127			2875
449		12959			1922.2
450		14190			8426.4
451		15094			37174.2
452		16464			4316.4
453		17444			4823.4
454		18961			9800.2
455		20025			10735.6
456		21697			3650.4
457		22925			39926.8
458		24902			5603.4
459		26524			1649.8
460		29173			2596.8
461		31624			383645
462		35727			5021.6
463		40257			3563.4
464		48692			9537.5
465		64822			32915.2
466		100959			78098.6
467		229943			220472
468		535451			362331
469		1.86886e+06			2.16934e+06
470		4.97789e+06			5.45194e+06

p21.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
319		3			3
321		6			5.6
322		9			9
323		21			21
324		33			33
325		81			74.6
326		129			129
327		321			346.6
328		513			513
329		1281			1229.8
330		2049			2049
331		5121			5121
332		8193			8193
333		20481			19661.8
334		32769			32769
335		81921			85197.8
336		131073			131073
337		327681			353895
338		524289			524289
339		1.31072e+06			1.46801e+06
340		2.09715e+06			2.09715e+06
341		5.24288e+06			5.4526e+06
342		8.38861e+06			8.38861e+06
343		2.09715e+07			1.92938e+07
344		3.35544e+07			3.35544e+07
345		8.38861e+07			8.38861e+07
346		1.34218e+08			1.34218e+08

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
139		9			8.4
140		14			13.4
141		71			63
142		106			104.8
143		507			612.6
144		752			738.5
145		3561			3635.1
146		5276			5490.4
147		24941			28691.9
148		36946			38930.5
149		174603			145932
150		258638			270842
151		1.22224e+06			1.04556e+06
152		1.81048e+06			1.84181e+06
153		8.55569e+06			8.95702e+06
154		1.26734e+07			1.05962e+07

p24.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
406		2			2
408		4			4
410		6			6
412		8			8
414		10			10
416		12			12
418		14			14
420		16			16
422		18			18
424		20			20
426		22			22
428		24			24
430		26			26
432		28			28
434		30			30
436		32			32
438		34			34
440		36			36
442		38			38
444		40			40
446		42			42
448		44			44
450		46			46
452		48			48
454		50			50
456		52			52
457		53			53
458		556103			98
459		1.22882e+06			259

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
146		1			1
148		4			4
150		11			11
151		13			13
152		31			28.6
153		51			51
154		137			141.2
155		239			242
156		693			663.8
157		1171			1297
158		3482			4091.6
159		5661			4164
160		16941			15388.2
161		26732			23554
162		80036			73945.8
163		123450			122889

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
156		1			1
168		2			2
170		4			4
172		5			5
173		6			6
174		8			8
175		11			11.8
176		14			14.4
177		17			16.2
178		20			23.6
179		26			24.8
180		35			37.6
181		40			38.2
182		54			54
183		62			77
184		83			91.2
185		93			83.2
186		129			105.8
187		155			138.8
188		222			233.8
189		289			251.4
190		463			462.9
191		649			502.5
192		1217			1057.8
193		1831			3575.9
194		3982			4596.2
195		6383			5528.8
196		14836			11629.1
197		24250			64013.6
198		57847			51505.3
199		95276			395594

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
372		4			4
373		5			5
374		6			6
375		8			8
376		11			11
379		15			15
381		18			18
382		25			24.2
386		28			28
387		30			26.4
388		32			32
390		36			31.6
391		47			46
392		55			58.2
393		96			97.2
394		103			102.3
395		122			130.1
396		145			153.2
397		170			167.4
398		189			179.9
399		223			229.6
400		256			245.6
401		279			289.5
402		309			282.7
403		350			352.4
404		391			384.1
405		412			436.6
406		444			440.6
407		485			481
408		542			554.9
409		630			694.9
410		669			590.1
411		723			691.8
412		810			793.5
413		921			1081.1
414		1066			1010.7
415		1237			1264.5
416		1399			1340.5
417		1594			1631.6
418		1811			1552.1
419		2021			1900.3
420		2341			2444.2
421		2847			----zero_info----
422		3371			----zero_info----
423		3923			----zero_info----
424		4436			----zero_info----
425		5119			----zero_info----
426		5678			----zero_info----
427		6484			----zero_info----
428		7337			----zero_info----
429		8396			----zero_info----
430		9675			----zero_info----
431		11280			----zero_info----
432		12745			----zero_info----
433		14372			----zero_info----
434		16086			----zero_info----
435		17795			----zero_info----
436		19941			----zero_info----
437		22312			----zero_info----
438		24859			----zero_info----
439		28332			----zero_info----
440		31699			----zero_info----
441		35867			----zero_info----
442		41314			----zero_info----
443		46584			----zero_info----

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
244		1			1
274		3			3
304		7			7
334		15			15
364		31			31
394		63			63
410		65			65
424		129			54.6
439		133			133
454		261			261
455		265			265
456		291			291

p27.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
358		1			1
369		3			3
371		8			8
373		17			17
375		30			30
377		47			47
379		68			68
380		79			79
381		106			106
382		109			111.4
383		142			144.8
384		143			143
385		182			178.8
386		183			183
387		228			235.2
388		229			229
389		280			260
390		281			289
391		352			352
392		550			523.6
393		861			994.2
394		2023			1879.9
395		3858			4164.8
396		10042			11050.1
397		20231			27530.8
398		51104			76649.7
399		103841			112434
400		251898			274354

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
115		1			1
117		15			13
118		17			19
119		75			54.2
120		83			103.8
121		317			318.2
122		349			368.2
123		1287			1106.2
124		1415			1488.6
125		5169			4785
126		5681			5745
127		20702			16781
128		22753			18464.8
129		82846			45243
130		91062			100366
131		1.90442e+06			364108

Files that contains zero_info:	6
p16.pddl
p17.pddl
p18.pddl
p19.pddl
p20.pddl
p28.pddl
