	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 10 probes.

elevators-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		42			42
27		149			149
28		1135			1233.8
29		7977			7832
31		9484			11876.6
32		12550			10293.6
33		16087			21136.1
34		292723			311783
35		1.08561e+06			679516

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
31		4			4
33		13			13
35		22			22
36		61			61
37		142			135.6
38		315			289.6
39		362			338.4
40		572			484.2
41		1038			1166.1
42		5505			4626.2
43		12266			13173.7
44		19410			11511.2
45		93619			87724.1
46		169682			174619
47		357317			261449
48		838865			680320

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
44		6313			6305.4
45		19029			18518.1
46		32437			32628.3
47		396527			----zero_info----

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
38		23			23
39		53			47.2
40		72			69
41		299			340.1
42		591			471.7
43		3114			3056.8
44		4847			4836.5
45		7065			10075.8
46		38093			47678.3
47		44775			60665.9
48		506279			753355
49		884339			1.22679e+06
50		1.27001e+06			2.2949e+06

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
25		1			1
27		19			19
28		37			37
32		1162			1165.6
33		1389			1347.1
34		2988			3015.9
35		3897			3324.4
36		3987			4284.8
37		15009			6202
38		17934			17090.4
39		147530			68752.6
40		369561			274331
41		656115			440426

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
28		67			67
29		89			89
30		111			111
31		532			536.2
32		4224			4208.8
33		5660			7070.1
34		11170			7592.2
35		13632			21567.5
36		214714			35094.9
37		292809			101746
38		486590			1.38581e+06
39		2.16181e+06			1.09381e+06

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
33		1887			1890.6
34		21313			21672.6
35		183162			159211
36		806032			----zero_info----

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
38		8			8
40		344			344
43		2363			1912.8
44		2924			3035.4
45		7956			8421.1
46		12164			13253.6
47		30536			22967.3
48		73915			28742.8
49		144038			206331
50		412800			389921
51		635663			353707
52		1.47016e+06			377718

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
39		2			2
41		4			4
42		6			6
43		18			18.6
44		28			29.8
45		35			34.9
46		65			63.2
47		94			79.5
48		193			166.7
49		268			214.2
50		588			588.7
51		1054			1295.5
52		2250			2222.4
53		3731			5028.2
54		6159			4713.2
