	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 10 probes.

elevators-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
55		13525			21144.7
56		25172			21527.3

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
41		43			43
44		67			68.2
45		80			77.4
46		110			105.6
47		238			228.6
48		6151			6800.9
49		7273			6752.7
50		8284			6029.9
51		13667			14602.3
52		20942			14722.5
53		197301			175528
54		221219			194048

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		1			1
32		4			4
33		6			6
34		9			9
35		14			14
36		23			21.8
37		60			63
38		147			141.6
39		206			218.4
40		351			330.3
41		438			409.7
42		583			623.3
43		836			793.8
44		2553			1881
45		8870			10510.5
46		24910			40428
47		56901			38009
48		120352			50081.9
49		251336			635493
50		682761			200678
51		1.14893e+06			867601
52		6.15675e+06			1.10225e+07

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
26		26			26
27		51			51
30		76			76
31		6679			6679
32		10617			8571
33		16735			22760.9
34		21101			24451.8
36		24724			28095.9
37		1.03568e+06			369992

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
48		26			26
49		1302			1420.2
50		1640			1487.9
52		37241			31979.7
53		61745			37696.8
54		163576			142177

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
37		403			410.8
38		1329			1414
39		7716			8371
40		48697			43560.9
41		118675			132052

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
30		1			1
35		4			4
36		5			5
37		7			7
39		9			9
40		24			21.4
41		39			28.6
42		63			63.1
43		72			58.1
44		142			112
45		237			277.7
46		351			255.7
47		715			989.9
48		1322			1271.8
49		2793			1511.6
50		4289			4113.4
51		7543			5025.3
52		13977			16878.4
53		40581			165481
54		315850			14139.2

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
27		1			1
32		96			97.9
33		339			393
34		556			680.1
35		921			839.7
36		1469			1604.7
37		2406			2131
38		7367			7315.3
39		25377			38336.2
40		58506			18718.9
41		114624			57134.7
42		218072			144320
43		471333			427542
44		849232			332531

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
37		1844			1972.7
38		23005			29849.5
39		108796			117164
40		394827			441095
41		417408			367945
42		592208			544225

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
35		1			1
38		2			2
42		3			3
44		6			6
45		13			12.6
47		22			22.8
48		27			27
49		43			40.3
50		76			68.8
51		116			111.7
52		254			241
53		316			239
54		601			623.4
55		1259			877.2
56		2011			2014
57		6843			4984.9
58		13642			14884.1
59		79238			36296.6
60		150356			172247
61		421058			237390
62		695139			1.01501e+06
63		1.20924e+06			4.02222e+06

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
33		13			13
35		38			38
36		75			75
38		339			310.2
39		589			359.4
40		5318			6635.6
41		14581			14313.4
42		83471			----zero_info----
43		98564			----zero_info----
44		223244			----zero_info----

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
32		2			2
33		15			15
34		20			21.8
35		44			44.4
36		167			163.6
37		416			433.9
38		1066			872.1
39		2798			2434.1
40		8285			6502.8
41		19147			29455.7
42		44820			17707
43		70441			165073
44		132489			263905
45		656734			549661
46		2.36721e+06			178044
47		4.35356e+06			1.41811e+06

Files that contains zero_info:	3
p07.pddl
p11.pddl
p18.pddl
