	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 100 probes.

woodworking-opt08-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
45		1			1
60		2			2
65		3			3
70		6			6
75		21			21
80		51			50.64
85		164			158.66
90		544			441.77
95		1840			2490.96
100		6534			3757.76
105		25210			42295.3
110		87304			44381.8
115		292929			111682
120		1.05684e+06			753892
125		3.71145e+06			9.89259e+06
130		1.23204e+07			2.60792e+06
135		4.22435e+07			4.37203e+08
140		1.46621e+08			5.7475e+08

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
80		3			3
90		36			35.98
95		52			55.66
100		241			240.04
105		542			618.84
110		3627			5231.9
115		13592			13163.8
120		94476			182420
125		471028			2.88216e+06
130		2.99274e+06			1.39074e+06

p29.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		4			4
115		10			10
125		95			94.63
130		122			123.43
135		1931			1992.01
140		3117			2624.08
145		42142			44569.4
150		93440			76111.2
155		937140			1.11044e+06
160		2.91348e+06			4.05668e+06

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
90		2			2
100		4			4
105		30			30.2
110		40			42.6
115		158			181.56
120		289			282
125		1066			1029.18
130		2833			2756.72
135		15718			54431.9
140		56151			219528
145		336669			730360
150		1.47149e+06			4.83122e+06
155		8.52781e+06			9.70529e+06

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
80		2			2
85		5			5
90		10			10.36
95		51			50.88
100		106			110.06
105		799			937.6
110		2140			2192.36
115		17107			17590
120		60635			58306.2
125		414691			654332
130		1.74888e+06			1.01047e+06
135		1.03788e+07			1.31282e+07
140		4.76053e+07			2.06009e+07

p25.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		2			2
115		4			4
125		34			34
130		45			45.8
135		737			734.28
140		1335			1379.94
145		17311			16132.5
150		45493			37120
155		428681			362596
160		1.57649e+06			2.22292e+06
165		1.07909e+07			9.96802e+06

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
80		13			12.36
90		67			66
95		76			75.24
100		134			161
105		425			377.72
110		916			1095.92
115		1085			939.42
120		2604			2706.64
125		5886			9445.8
130		9824			12075.9
135		21254			12667.1
140		38992			46552.1
145		71511			56659.6
150		149981			60508.8
155		317716			256873
160		528952			581600
165		1.10564e+06			1.06389e+06
170		2.30967e+06			3.79889e+06
175		4.23023e+06			2.49703e+06
180		8.30342e+06			1.56555e+07
185		1.74681e+07			1.39297e+07
190		3.28075e+07			1.48023e+07
195		6.35551e+07			3.71551e+07
200		1.33861e+08			8.70726e+07

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
75		4			4
80		23			23
85		43			43.76
90		295			287.94
95		805			888.59
100		3889			3192.24
105		13759			10433.5
110		52031			49571.3
115		190075			219361
120		650433			672267
125		2.11288e+06			1.12737e+06
130		7.1169e+06			1.04289e+07
135		2.12007e+07			1.9382e+07
140		6.56617e+07			3.63195e+07

p30.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
115		6			6
125		53			51.2
135		869			828.2
140		967			815.06
145		17161			22899.2
150		25948			6907.6
